Id,DATE_DERNIERE_MAJ,TYPE,CATEGORIE,SPECIALITES,NOM_OFFRE,PORTE_ESCALIER,BATIMENT_RESIDENCE,RUE,LIEUDIT_BP,CODE_POSTAL,COMMUNE,COMMUNE_INSEE,TEL,TEL_MOB,SITE_WEB,LONGITUDE,LATITUDE,GEOLOC_MANUELLE,LABEL_TOURISME_HANDICAP,MARQUES_LABELS,CHAINES,LOGIS_CLASSEMENT,NBRE_MAX_COUVERTS,OUVERTURE,TARIFS,EQUIPEMENTS,SERVICES
"RESAQU024FS000CQ","02/01/2015","Restaurant","Restaurant traditionnel","Cuisine gastronomique","La Table","","","","","24640","CUBJAC","24147","+33 5 53 53 83 94","+33 6 33 91 17 45","","0.9377533","45.2218203","","","","","","8","","","",""
"RESAQU033FS000FM","19/02/2015","Restaurant","Bistrot / bar à vin # Restaurant traditionnel","Cuisine gastronomique # Cuisine traditionnelle # Régionale française","La Table","22 place de la Prévôté
","","","","33670","CREON","33140","+33 5 56 42 98 40","","www.restaurant-latable.fr"," -0.3480920","44.7749135","","","Vignobles et découvertes","","","60","01/01/2015|01/07/2015|12:00|14:00|19:00|22:00|Dimanche - Lundi # 02/07/2015|01/09/2015|12:00|14:00|19:00|22:00| # 02/09/2015|31/12/2015|12:00|14:00|19:00|22:00|Dimanche - Lundi","Menu adulte|17,00|25,00|formule du midi","Bar # Jardin # Jeux pour enfants # Terrasse","Banquet # Séminaire"
"RESAQU033FS001F4","20/01/2015","Hôtel restaurant","Restaurant traditionnel","Cuisine traditionnelle","La Table Corto","4 rue du Périer de Larsan
","","","","33780","SOULAC-SUR-MER","33514","+33 5 56 09 81 34","","www.latablecorto.fr"," -1.1217212","45.5118957","Oui","","","","","","01/05/2015|16/11/2015|||||","Menu adulte|28,00||","",""
"RESAQU047FS00041","02/01/2015","Hôtel restaurant","Restaurant traditionnel","Cuisine gastronomique # Cuisine traditionnelle","La Table d'Antan","","","41 rue de la République","","47240","BON-ENCONTRE","47032","+33 5 53 77 97 00","","www.table-d-antan-hotel.fr","0.669714","44.185922","Oui","","Qualité Tourisme # Sourire du Lot-et-Garonne","Logis","1 cheminée # 2 cocottes","90","01/01/2015|31/12/2015|12:00|14:00|19:30|21:30|","Menu adulte|16,00|30,00| # Menu enfant|10,00||jusqu'à 12 ans # A la carte|10,00|40,00| # |26,00||","Bar # Jardin # Parking privé # Terrasse # Wifi","Banquet # Panier randonneur # Plats à emporter # Point wifi # Séminaire # Traiteur"
"RESAQU047FS000FE","11/02/2015","Restaurant","Restaurant traditionnel","Cuisine traditionnelle","La Table d'Armandie","","","1350 Avenue du Midi","","47000","AGEN","47001","+33 5 53 96 15 15","","http://latabledarmandie.fr/","0.6167340","44.1854920","","","Maître Restaurateur # Sourire du Lot-et-Garonne","","","110","01/01/2015|31/12/2015|||||","","Parking privé # Terrasse","Banquet # Traiteur"
"RESAQU024FS000J0","02/01/2015","Restaurant","Restaurant traditionnel","Régionale française","La Table d'Aubas","","","","Le bourg","24290","AUBAS","24014","+33 5 53 50 48 57","","","1.1920166","45.0823997","Oui","","","","","40","","","Parking privé # Terrasse","Plats à emporter # Point wifi"
"RESAQU040FS000K5","02/01/2015","","Restaurant traditionnel","Cuisine gastronomique","La table d'Aurélie","11, route Pony Jouan
","Lieu dit Lagleyre","","","40410","BELHADE","40032","+33 5 58 07 77 56","","www.latabledaurelie.com"," -0.6844600","44.3780480","","","","","","35","","","",""
"RESAQU047FS000LH","02/01/2015","Restaurant","Restaurant traditionnel","Cuisine traditionnelle","La Table de Brigitte","","","5 rue de l'Eglise","","47500","FUMEL","47106","+33 9 51 85 79 28","+33 6 79 23 46 11","","0.96799671","44.4975134","Oui","","","","","28","01/01/2015|31/12/2015|12:00|14:00||| # 01/01/2015|31/12/2015|||||Jeudi - Lundi - Mardi - Mercredi - Samedi","A la carte|13,00|13,00|Menu unique le midi : entrée, plat, dessert # A la carte|18,00|25,00|Menu vendredi soir : entrée, plat, dessert","Terrasse","Banquet # Séminaire # Traiteur"
"RESAQU033FS0011F","27/03/2015","Hôtel restaurant","Restaurant traditionnel","Cuisine traditionnelle # Régionale française","La Table de Burdigala","Hôtel le Burdigala
","115 rue Georges Bonnac ","","","33000","BORDEAUX","33063","+33 5 56 90 16 16","","www.burdigala.com"," -0.5868545","44.8396749","Oui","","Maître Restaurateur","","","","01/01/2015|31/12/2015|12:00|14:00|19:00|22:00|","A la carte|30,00||","Climatisation",""
"RESAQU033V504JFM","27/04/2015","Restaurant","Restaurant gastronomique","Cuisine gastronomique","La Table de Catusseau","86 rue de Catusseau
","","","","33500","POMEROL","33328","+33 5 57 84 40 40","",""," -0.2064603","44.9235566","Oui","","","","","38","01/01/2015|31/12/2015|||||Lundi","A la carte|12,00|30,00| # Menu adulte|18,00||Le midi # Menu enfant|10,00||","Climatisation # Parking privé # Terrasse","Point wifi"
"RESAQU033V503V9W","20/03/2015","Restaurant","Restaurant à thème","Régionale française","La Table de Château Trillon","13 Cap Lannes
","","","","33210","SAUTERNES","33504","+33 5 56 27 33 89","+33 6 84 79 22 71",""," -0.3345633","44.538542","Oui","","","","","25","01/01/2015|31/12/2015|||||","Menu adulte|15,00|15,00|Menu du jour # Menu adulte|18,00|28,00|Formules","Jardin # Parking privé # Terrasse",""
"RESAQU047FS000JR","02/01/2015","Restaurant","Restaurant traditionnel","Cuisine traditionnelle","La Table de Jacquou","","","14 avenue des Saint-Georges de France","Le bourg","47370","SAINT-GEORGES","47328","+33 5 24 32 65 73","","","0.93826889","44.4416395","Oui","","","","","","01/01/2015|31/12/2015|||||","Menu adulte|10,00|10,00|Menu du jour # A la carte|12,90|12,90|Carte des grillages # Menu enfant|8,00|8,00|","Terrasse # Wifi","Point wifi"
"RESAQU064FS000FI","12/05/2015","Hôtel restaurant","Restaurant traditionnel","Cuisine gastronomique","La Table de l'Auberge Basque","","","Vieille Route de Saint-Pée- Helbarron","","64310","SAINT-PEE-SUR-NIVELLE","64495","+33 5 59 51 70 00","","www.aubergebasque.com"," -1.5504880","43.3565820","","","Maître Restaurateur","Tables et Auberges de France","","40","||||||Lundi - Mardi midi","","Climatisation # Parking privé","Point wifi # Séminaire"
"RESAQU024V502PV5","06/02/2015","Restaurant","Restaurant traditionnel","Cuisine traditionnelle # Salades","La Table de Léo","","","","Le bourg","24440","SAINT-AVIT-SENIEUR","24379","+33 5 53 57 89 15","+33 6 23 57 31 22","","0.81711500","44.775257","Oui","","","","","30","01/01/2015|31/12/2015|||||","Menu adulte|20,00|30,00| # Menu enfant|10,00||","",""
"RESAQU040FS000HJ","07/04/2015","Restaurant","Restaurant traditionnel","Cuisine traditionnelle","La Table de Margot","587, route de la Pouillique
","","","","40090","MAZEROLLES","40178","+33 5 58 85 21 17","+33 6 47 94 19 71","www.playball-table-de-margot.com"," -0.4360252","43.8916125","Oui","","","","","140","","","Bar # Climatisation # Parking privé # Terrasse # Wifi","Séminaire"
"RESAQU040FS0003L","04/05/2015","Restaurant","Restaurant traditionnel","Cuisine traditionnelle","La Table de Marquèze","Ecomusée de Marquèze
","Route de la gare","","","40630","SABRES","40246","+33 5 58 07 59 44 # +33 5 58 08 31 35","","www.marqueze.fr"," -0.7801890","44.1681110","","","Assiette de Pays","","","","","","",""
"RESAQU024FS00088","02/01/2015","Restaurant","Brasserie # Pizzeria","Cuisine traditionnelle","La Table de Mikey","","","","Route de Temniac","24200","SARLAT-LA-CANEDA","24520","+33 5 53 31 91 33","","","1.2143280","44.9107490","","","","","","40","","","",""
"RESAQU033V500M9W","09/05/2015","Restaurant","Restaurant traditionnel","Cuisine méditerranéenne # Régionale française","La Table de Montesquieu","9-11 place Saint-Jean d'Etampes
","","","","33650","LA BREDE","33213","+33 5 56 94 25 36","+33 6 63 36 54 41","www.latabledemontesquieu.net"," -0.5267171","44.681866","Oui","","","","","80","01/01/2015|31/12/2015|||||","Menu adulte|17,50|28,50|Menus du midi # Menu adulte|38,50||Formule complète le soir # A la carte|14,00|26,00|","Climatisation # Parking privé","Point wifi # Séminaire"
"RESAQU064FS001M3","26/03/2015","Restaurant","Brasserie # Restaurant traditionnel","Cuisine gastronomique # Cuisine traditionnelle # Glaces # Poisson / fruits de mer # Régionale française","La Table d'Elise ","","Parc activité les Tembous","29 Avenue de Pau","","64680","OGEU-LES-BAINS","64421","","+33 6 36 01 68 90",""," -0.4970091","43.1622774","Oui","","","","","70","","","Bar # Climatisation # Jardin # Jeux pour enfants # Parking privé # Terrasse","Banquet # Point wifi # Traiteur"
"RESAQU0240002659","02/01/2015","Restaurant","","","La Table d'Erillac","","","Place Eugène Le Roy","","24390","HAUTEFORT","24210","+33 5 53 51 61 49","","","1.1437440","45.2593970","","","","","","","","","",""
"RESAQU064FS0003K","03/05/2015","Restaurant","Restaurant traditionnel","Poisson / fruits de mer # Viandes","La Table des Basques","","","D810 - Ecomusée Jean Vier","","64500","SAINT-JEAN-DE-LUZ","64483","+33 5 59 51 27 82","+33 6 29 38 96 20","www.latabledesbasques.com"," -1.6281437","43.4070194","Oui","","","","","","01/01/2015|30/06/2015|12:00|14:00|19:00|22:00|Dimanche - Lundi # 01/07/2015|30/08/2015|12:00|14:00|19:00|22:00| # 01/09/2015|31/12/2015|12:00|14:00|19:00|22:00|Dimanche - Lundi","","Parking privé # Terrasse","Point wifi"
"RESAQU047FS000FO","11/02/2015","Restaurant","Bistrot / bar à vin # Restaurant traditionnel","Cuisine des Iles # Cuisine européenne # Cuisine gastronomique # Cuisine traditionnelle # Poisson / fruits de mer # Régionale française","La Table des Cornières","","","14 rue des Cornières","","47000","AGEN","47001","+33 5 53 66 60 24","","","0.6175065","44.2053215","","","Maître Restaurateur","","","100","","","Climatisation # Terrasse","Banquet # Traiteur"
"RESAQU064FS000UC","16/03/2015","Restaurant","Restaurant gastronomique","Cuisine gastronomique # Cuisine traditionnelle","La Table des Frères Ibarboure","","Maricharenia","Chemin Ttalienia","","64210","BIDART","64125","+33 5 59 54 81 64","","www.freresibarboure.com"," -1.5900620","43.4392360","","","Maître Restaurateur","Tables et Auberges de France","","110","30/05/2015|31/05/2015|||||","","Terrasse",""
"RESAQU040010R8PK","15/04/2015","Restaurant","Restaurant traditionnel","Cuisine traditionnelle # Régionale française","La Table des Jacobins","","","11 place de Verdun","","40500","SAINT-SEVER","40282","+33 5 58 76 36 93","","www.restaurant-traiteur-tabledesjacobins.com"," -0.5730378","43.7594212","Oui","","","","","70","01/01/2015|31/12/2015|12:00|14:00|||Lundi","Menu adulte|12,00||menu du jour à midi # A la carte|26,00||","Climatisation # Terrasse","Banquet # Traiteur"
"RESAQU047FS000CO","11/02/2015","Restaurant","Restaurant gastronomique # Restaurant traditionnel","Cuisine gastronomique","La Table des Sens","","","8 rue de Penne","","47300","VILLENEUVE-SUR-LOT","47323","+33 5 53 36 97 04","","www.latabledessens.com ","0.7075564","44.4058059","Oui","","","","","25","","A la carte|20,00|53,00| # Menu enfant|15,00|15,00|menu ""Table des Juniors"" # Menu adulte|36,00|48,00| # Menu adulte|65,00|89,00|Menu gastronomique, suivant la saison","Bar # Climatisation",""
"RESAQU064FS00042","03/05/2015","Restaurant","Restaurant gastronomique","Cuisine gastronomique","La Table d'Hôte","","","1 rue du Hédas","","64000","PAU","64445","+33 5 59 27 56 06","",""," -0.3715450","43.2965248","","","","","","45","","","Terrasse",""
"RESAQU033FS0009R","16/01/2015","Restaurant","Restaurant traditionnel","Cuisine traditionnelle","La Table du Golf","route de Sanguinet
","","","","33470","GUJAN-MESTRAS","33199","+33 5 56 22 23 70","","www.latabledugolf.fr"," -1.0902214","44.6036989","Oui","","","","","70","01/01/2015|31/12/2015|||||","Menu adulte|19,50|19,50| # Menu adulte|35,00|35,00|Menu Gastronomique","Bar # Terrasse",""
"RESAQU040FS00052","02/01/2015","Restaurant","Brasserie # Restaurant traditionnel","Cuisine traditionnelle","La Table du Golfeur","","Moliets Plage","Club House Rue Mathieu Desbieys  ","","40660","MOLIETS-ET-MAA","40187","+33 5 58 48 54 55","",""," -1.3771641","43.8469932","Oui","","","","","","01/01/2015|31/12/2015|||||","","",""
"RESAQU033FS0004S","09/05/2015","Restaurant","Restaurant traditionnel","Cuisine traditionnelle","La Table du Lavoir","","Les Sources de Caudalie","Chemin de Smith Haut Lafitte","","33650","MARTILLAC","33274","+33 5 57 83 83 83","","www.sources-caudalie.com "," -0.557743","44.730930","Oui","","Maître Restaurateur # Vignobles et découvertes","","","70","26/01/2015|31/12/2015|12:00|14:00|19:00|22:00|","Menu adulte||38,00|","Bar # Climatisation # Jardin # Parc # Parking privé # Terrasse","Point wifi # Séminaire"
"RESAQU024FS00059","24/01/2015","Restaurant","Restaurant traditionnel","Cuisine traditionnelle","La Table du Marché Couvert","","","21 Pl L. de la Bardonnie","","24100","BERGERAC","24037","+33 5 53 22 49 46","","http://www.table-du-marche.com","0.4839793","44.8521406","","","","Les Toques du Marmandaises","","30","01/01/2015|30/06/2015|||||Dimanche - Lundi # 01/09/2015|31/12/2015|||||Dimanche - Lundi # 01/07/2015|31/08/2015|||||","Menu adulte|19,00|35,00| # Menu enfant||12,00|1 Jus de Fruit + 1 Plat + 1 Glace 2 boules : 12€","Climatisation # Matériel enfants","Point wifi"
"RESAQU033FS000Q7","02/01/2015","Hôtel restaurant","Brasserie # Restaurant traditionnel","Régionale française","La Table du Médoc et Le Club – Hôtel Golf du Médoc","chemin de Courmateau
","","","","33290","LE PIAN-MEDOC","33322","+33 5 56 70 31 31","","www.hotelgolfdumedoc.com"," -0.7031240","44.9450250","","","","","","","01/01/2015|31/12/2015|||||","Menu adulte|21,00|52,00| # Menu enfant|12,00|14,00| # A la carte|21,00|50,00|","Ascenseur # Bar # Climatisation # Jardin # Parc # Parking privé # Piscine # Terrasse # Wifi","Banquet # Point wifi # Séminaire"
"RESAQU024FS000J2","13/02/2015","Restaurant","Restaurant traditionnel","Cuisine traditionnelle","La Table du Moulin","Le Moulin de David
","","","","24540","GAUGEAC","24195","+33 5 53 22 24 90","","","0.87918445","44.6599986","Oui","","","","","50","01/04/2015|30/09/2015|||||Mardi","Menu adulte|29,00|45,00| # Menu enfant|12,00||jusqu'à 10 ans","Jeux pour enfants # Parking privé",""
"RESAQU024FS000IB","02/01/2015","Restaurant","","","La Table du Pouyaud","","","Route de Paris","","24750","CHAMPCEVINEL","24098","+33 5 53 09 53 32","","www.table-pouyaud.com","0.7443266","45.2030299","","","","","","40","","","Bar # Parking privé # Terrasse # Wifi","Banquet # Point wifi # Séminaire # Traiteur"
"RESAQU040FS000A4","11/02/2015","Hôtel restaurant","Restaurant gastronomique","Cuisine gastronomique","La Table du Richelieu","3 rue Wlérick
","","BP 224","","40000","MONT-DE-MARSAN","40192","+33 5 58 06 10 20","","www.hotel-richelieu-montdemarsan.com"," -0.5012995","43.8925384","Oui","","","","","230","01/01/2015|31/12/2015|12:00|14:00|19:30|21:00|Samedi","A la carte|46,00||","Bar # Climatisation # Jeux pour enfants # Parking privé # Terrasse # Wifi","Banquet # Séminaire # Traiteur"
"RESAQU033FS001I4","02/01/2015","Restaurant","Brasserie # Rôtisserie","Cuisine traditionnelle # Viandes","La Table du Rôtisseur ","1270 avenue Gustave Eiffel 
","","","","33260","LA TESTE-DE-BUCH","33529","+33 5 56 54 31 24","+33 6 14 76 09 57","www.latabledurotisseur.com"," -1.1187601","44.6101762","Oui","","","","","200","02/01/2015|23/12/2015|||||","Menu adulte|14,80|23,00|Buffet à volonté (entrées + plats) # Menu enfant|8,80||Menu petit rôtisseur (jusqu'à 10 ans)","Jeux pour enfants # Terrasse","Banquet # Séminaire"
"RESAQU047FS000MB","02/01/2015","Restaurant","Restaurant traditionnel","Cuisine traditionnelle","La Table en Brulhois","","","Place de la Batellerie","","47220","SAINT-SIXTE","47279","+33 5 53 47 82 29","","","0.78316748","44.1281562","Oui","","","","","150","01/01/2015|31/12/2015|11:30|13:00|19:00|20:30|","","Bar # Parc # Terrasse","Banquet # Séminaire # Traiteur"
"RESAQU04001G8POP","06/01/2015","Restaurant","Restaurant traditionnel","Régionale française","La table II","","","4 rue de la Fontaine Chaude","","40100","DAX","40088","+33 5 58 74 89 00","",""," -1.054241","43.7110096","Oui","","","","","","","","",""
"RESAQU033V503UTV","20/01/2015","Restaurant","Bistrot / bar à vin # Restaurant traditionnel","Cuisine traditionnelle","La table Medocaine","10 rue Brémontier
","","","","33780","SOULAC-SUR-MER","33514","+33 5 56 73 69 87","",""," -1.1246553","45.5138536","","","","","","","01/01/2015|31/12/2015|||||","","",""
"RESAQU033FS0014I","28/03/2015","Restaurant","Bistrot / bar à vin # Restaurant traditionnel","Cuisine traditionnelle","La Table Rouge","66 bis avenue de la Dordogne
","","","","33350","MOULIETS-ET-VILLEMARTIN","33296","+33 5 57 48 51 15","+33 6 88 68 34 44","www.latablerouge.com"," -0.0047157","44.846427","Oui","","","","","","01/03/2015|31/10/2015|||||","A la carte|6,00|23,00| # Menu adulte|25,00||","Terrasse",""
"RESAQU064V505X64","28/05/2015","Restaurant","","Cuisine méditerranéenne","La Tagliatella","","","8 rue Gachet","","64000","PAU","64445","+33 5 59 53 53 53","","http://www.latagliatella.fr"," -0.3677563","43.2949281","Oui","","","","","","","","",""
"RESAQU047FS000K2","06/02/2015","Restaurant","Restaurant traditionnel","Cuisine traditionnelle","La Tambouillette","","","15 rue de la République","","47200","MARMANDE","47157","+33 5 53 93 41 17","","","0.1664478","44.4972835","","","","","","20","01/01/2015|31/12/2015|||||","","",""
"RESAQU064V509K1I","26/05/2015","Restaurant","Restaurant traditionnel","Régionale française","La Tanière","","","1 rue Gambetta","","64260","LOUVIE-JUZON","64353","+33 5 59 53 79 29","",""," -0.4193776","43.0865862","","","","","","","","|7,00|16,50|","",""
"RESAQU064FS0001B","20/05/2015","Restaurant","Restaurant traditionnel","Cuisine traditionnelle # Poisson / fruits de mer","La Tannerie","","","Place de la Tannerie","","64270","SALIES-DE-BEARN","64499","+33 5 59 38 34 19","","www.latannerie-saliesdebearn.fr"," -0.9269096","43.4714936","Oui","","","","","32","","","Jeux pour enfants # Terrasse","Banquet"
"RESAQU040FS00028","06/01/2015","Restaurant","Restauration rapide","Glaces # Sandwichs # Tartes","La tarte rit","","","2 rue des Carmes","","40100","DAX","40088","+33 5 58 74 17 82","",""," -1.0543717","43.7109436","Oui","","","","","","","","Terrasse # Wifi",""
"RESAQU064FS000T7","02/01/2015","Restaurant","Bistrot / bar à vin","Tapas","La Tasca","","","51 rue Gambetta","","64200","BIARRITZ","64122","+33 5 59 22 54 24","",""," -1.5642645","43.4791888","","","","","","","01/01/2015|31/12/2015|||18:30|02:00|","","",""
"RESAQU024V500L82","02/01/2015","Restaurant","Restaurant à thème","Tapas","LA TASCA","PLACE DU MARCHE AU BOIS
","","","","24000","PERIGUEUX","24322","","","","0.7228225","45.1854482","","","","","","","","","",""
"RESAQU033FS000TE","13/05/2015","Restaurant","Restaurant à thème","Cuisine européenne","La Tasca Bodega","8 avenue Jules Ferry
","","","","33680","LACANAU OCEAN","33214","+33 5 57 70 56 09","",""," -1.1998935","45.0027258","","","Famille Plus","","","","14/02/2015|15/11/2015|||||","A la carte|3,50|6,00|Entrées # Menu adulte|25,50|| # Menu enfant|8,00|| # A la carte|4,50|7,50|Desserts # A la carte|10,50|23,00|Plats","Bar # Terrasse","Banquet # Séminaire"
"RESAQU024FS000A1","11/02/2015","Restaurant","Restaurant traditionnel","Cuisine gastronomique # Cuisine traditionnelle # Régionale française","La Taula ( La Table des Agapes)","","","3 rue Denfert-Rochereau","","24000","PERIGUEUX","24322","+33 5 53 35 40 02","","www.restaurantlataula.com","0.7220820","45.1837542","","","Maître Restaurateur","","","34","","Menu adulte|19,00|39,50| # A la carte|40,00|50,00|","Climatisation # Terrasse",""
"RESAQU047FS0001K","02/01/2015","Restaurant","Restaurant à thème # Restaurant traditionnel","Cuisine traditionnelle # Régionale française","La Taulejada, la table du Musée du Foie gras","","","Les Remparts","","47140","FRESPECH","47105","+33 5 53 48 18 18","","","0.8251600","44.3106560","","","","","","150","15/06/2015|15/09/2015|||||","","Ascenseur # Bar # Terrasse","Banquet # Séminaire"
"RESAQU064FS001KC","02/01/2015","Restaurant","Restaurant traditionnel","Cuisine traditionnelle","La Taverne","","","5 rue du Bourguet","","64440","LARUNS","64320","+33 5 59 98 45 96","",""," -0.42657","42.9886238","Oui","","","Association des Cuisiniers Landais","","30","01/06/2015|11/10/2015|||||","","",""
"RESAQU0240007364","03/02/2015","Restaurant","Restaurant traditionnel","Cuisine traditionnelle","La Taverne","","","Rue Gambetta","","24220","SAINT-CYPRIEN","24396","+33 5 53 29 21 46","","","1.0436710","44.8691610","","","","","","90","","","Bar # Terrasse","Plats à emporter # Point wifi"
"RESAQU024V5002L3","10/02/2015","Restaurant","Brasserie # Restaurant traditionnel","Cuisine traditionnelle","La Taverne","6 rue de la république 
","","","","24480","LE BUISSON-DE-CADOUIN","24068","+33 5 53 57 85 19","+33 6 77 18 97 44","","0.91060210","44.8458264","Oui","","","","","40","01/01/2015|31/12/2015|||||","Menu adulte|14,00||quart de vin et café compris # Menu enfant|8,50||Jambon blanc ou steack haché, frites, 1 boule de glace, 1 sirop à l'eau","",""
"RESAQU064FS001DD","15/05/2015","Restaurant","Restaurant traditionnel","Cuisine traditionnelle # Régionale française","La Taverne ""Chez Régis""","","","Place Sarrière","","64440","GOURETTE","64204","+33 5 59 98 45 96","",""," -0.3331464","42.9576945","Oui","","","","","","01/01/2015|06/04/2015|||||","","Bar # Terrasse",""
"RESAQU024FS0009H","02/01/2015","Restaurant","Brasserie","Cuisine traditionnelle # Poisson / fruits de mer","La Taverne de Maître Kanter","2 PLACE YVES GUENA
","","","","24000","PERIGUEUX","24322","+33 5 53 35 08 00","","","0.7214183","45.1872283","","","","","","","","","Climatisation # Terrasse # Wifi","Point wifi # Séminaire"
"RESAQU064FS000HJ","16/02/2015","Restaurant","Bistrot / bar à vin","Tapas","La Taverne de Nesle","","","5, av Labrouche","","64500","SAINT-JEAN-DE-LUZ","64483","+33 5 59 26 60 93","",""," -1.6612094","43.3865252","Oui","","","","","","","","",""
"RESAQU064FS0000J","22/04/2015","Restaurant","Brasserie","Cuisine traditionnelle # Régionale française","La Taverne de Saint-Jacques","","","place Bertrand Dufresne","","64190","NAVARRENX","64416","+33 5 59 66 25 25",""," http://www.la-taverne-de-st-jacques.com/"," -0.7589042","43.3211814","Oui","","","","","70","01/01/2015|31/12/2015|||||","Menu adulte|12,00|| # Menu enfant|7,00||","Bar # Terrasse","Traiteur"
"RESAQU024V502W9J","24/03/2015","Restaurant","Brasserie","Cuisine traditionnelle # Régionale française","La Taverne des Couteliers","","","","14, rue Thiers","24300","NONTRON","24311","+33 5 53 56 27 96","","","0.6605093","45.5278431","","","","","","","01/01/2015|31/12/2015|||||","","Bar # Terrasse","Traiteur"
"RESAQU0240002607","02/01/2015","Restaurant","Restaurant traditionnel","Cuisine traditionnelle","La Taverne des Remparts","","","Haut de Beynac","","24220","BEYNAC-ET-CAZENAC","24040","+33 5 53 29 57 76","","","1.1412770","44.8406000","Non","","","","","100","","Menu adulte|10,50|19,00|","Bar # Terrasse # Wifi","Point wifi"
"RESAQU0240004666","02/01/2015","Restaurant","Pizzeria","Cuisine traditionnelle","La Taverne du Croquant","","","19 rue de la République","","24200","SARLAT-LA-CANEDA","24520","+33 5 53 29 49 16","","","1.2158536","44.8896112","","","","","","100","","Menu adulte|13,00|27,00|","Climatisation",""
"RESAQU064FS001ES","11/02/2015","Restaurant","Restaurant traditionnel","Cuisine traditionnelle # Viandes","La Taverne du Gaulois","","","24 rue des Pyrénées","","64110","RONTIGNON","64467","+33 5 59 82 00 97","",""," -0.3290525","43.2600115","","","Maître Restaurateur","","","200","05/01/2015|31/07/2015||||| # 01/09/2015|18/12/2015|||||","Menu adulte|25,00|45,00| # A la carte|12,00|25,00| # Menu enfant|10,00||","",""
"RESAQU04001PAEOO","02/01/2015","Restaurant","Restaurant traditionnel","Poisson / fruits de mer","La Taverne du Petit Homme - Chez Minus","","","Avenue Notre-Dame","Quai du Bourret","40130","CAPBRETON","40065","+33 5 58 41 74 81","",""," -1.4383506","43.6548631","Oui","","","","","110","","","Terrasse",""
"RESAQU0240002559","05/01/2015","Hôtel restaurant","Restaurant traditionnel","Cuisine traditionnelle # Régionale française # Viandes","La Terrasse","",""," 3 Place du 19 Mars 1962","","24590","SALIGNAC-EYVIGUES","24516","+33 5 53 28 80 38","","","1.322365","44.974186","Oui","","","","","100","","","Bar # Terrasse # Wifi","Point wifi"
"RESAQU047FS000B6","02/01/2015","Restaurant","Restaurant traditionnel","Régionale française","La Terrasse","","","4 place Jean Bousquet","","47120","DURAS","47086","+33 5 53 84 29 62","","","0.18001377","44.6761833","Oui","","","","","50","01/01/2015|31/12/2015|||||Mercredi","","Terrasse",""
"RESAQU040FS0008V","02/01/2015","Restaurant","Pizzeria # Restaurant traditionnel","Cuisine traditionnelle # Poisson / fruits de mer","La Terrasse","","","Avenue de l'Océan","Contis-Plage","40170","SAINT-JULIEN-EN-BORN","40266","+33 5 58 42 83 41","",""," -1.3228030","44.0909495","Oui","","","","","","01/04/2015|30/09/2015|||||","","",""
"RESAQU064FS0010V","06/05/2015","Restaurant","Restaurant à thème # Restaurant traditionnel # Salon de thé","Cuisine traditionnelle # Poisson / fruits de mer","La Terrasse","","","Chemin du Gave","","64490","BEDOUS","64104","+33 6 80 33 60 36","",""," -0.5987472","42.9982255","Oui","","","","","25","01/07/2015|31/08/2015|||||Mercredi - Mercredi après midi - Mercredi matin - Mercredi midi - Mercredi soir # 01/01/2015|31/12/2015|||||","","Jardin # Jeux pour enfants # Terrasse",""
"RESAQU064FS00019","02/01/2015","Restaurant","Restaurant traditionnel","Cuisine traditionnelle","La Terrasse","","","Rue Loumé","","64270","SALIES-DE-BEARN","64499","+33 5 59 38 09 83","",""," -0.9254856","43.4720092","","","","","","140","","","Bar # Terrasse","Banquet # Séminaire"
"RESAQU064FS001SF","02/01/2015","Restaurant","Restaurant traditionnel","","La Terrasse","Rue Ernest Fourneau
","","","","64310","ASCAIN","64065","+33 5 59 26 70 51","",""," -1.6236780","43.3482730","","","","","","","","","",""
"RESAQU024FS000JG","02/01/2015","Restaurant","Restaurant traditionnel","","La Terrasse de la Rivière","","","Route d'Angoulême","Aux deux ponts","24600","RIBERAC","24352","","","www.la-terrasse24-riberac.fr","0.34306526","45.2565522","Oui","","","","","50","","","Climatisation # Parking privé # Terrasse",""
"RESAQU024FS000CV","02/01/2015","Restaurant","Restaurant traditionnel","Cuisine traditionnelle # Régionale française","La Terrasse de Lili","","","Impasse Puyjoli","","24310","BRANTOME","24064","+33 5 53 13 75 87","","","0.6487654","45.3639208","","","","","","","","","",""
"RESAQU064FS001L5","29/05/2015","Restaurant","","Cuisine méditerranéenne","La Terrasse de Pietro","","","27 rue Emile Garet","","64000","PAU","64445","+33 5 59 83 72 09","",""," -0.3620729","43.3003257","","","","","","45","02/01/2015|31/12/2015|11:00|15:00|19:30|23:00|Dimanche - Lundi","Menu adulte|10,00|10,00| # A la carte|10,00|30,00|","Climatisation","Point wifi"
"RESAQU047V50022W","02/01/2015","Restaurant","Restaurant traditionnel","Cuisine traditionnelle # Régionale française","La Tête d'Ail","","","Place de la halle","","47290","CANCON","47048","+33 5 53 70 04 21","+33 6 74 16 33 62","","0.62544352","44.5353338","Oui","","","","","50","","|||Portion tapas # |||Assiette composée","Jardin # Terrasse","Traiteur"
