Id,DATE_DERNIERE_MAJ,TYPE,NOM_OFFRE,PORTE_ESCALIER,BATIMENT_RESIDENCE,RUE,LIEUDIT_BP,CODE_POSTAL,COMMUNE,COMMUNE_INSEE,TEL,TEL_MOB,SITE_WEB,LONGITUDE,LATITUDE,GEOLOC_MANUELLE,INFOS_COMPLEMENTAIRES_1,INFOS_COMPLEMENTAIRES_2,INFOS_COMPLEMENTAIRES_3,LABEL_TOURISME_HANDICAP,MARQUES_LABELS,OUVERTURE,TARIFS,VISITE_CONDITIONS_IND,VISITE_LANGUES_PARLEES,EQUIPEMENTS,SERVICES
"PCUAQU033FS0000G","02/01/2015","Parc / jardin","Parc Rivière","rue Mandron
","rue de Rivière","","","33000","BORDEAUX","33063","","","www.bordeaux.fr/ebx/pgFicheLieu.psml?_nfpb=true&_pageLabel=pgFicheLieu&classofcontent=lieu&id=862"," -0.5865569","44.8552089","Oui","
","Parc","","","","01/11/2015|31/12/2015|07:00|||18:00| # 01/01/2015|14/02/2015|07:00|||18:00| # 15/02/2015|31/03/2015|07:00|||19:00| # 01/04/2015|31/05/2015|07:00|||20:00| # 01/06/2015|31/08/2015|07:00|||21:00| # 01/09/2015|30/09/2015|07:00|||20:00| # 01/10/2015|31/10/2015|07:00|||19:00|","Gratuit|||","Visite libre","","","Espace jeux"
"PCUAQU064FS000KO","02/01/2015","Parc / jardin","Parcours Arboré des Eaux-Bonnes","Office de Tourisme
","","","","64440","EAUX-BONNES","64204","+33 5 59 05 33 08","",""," -0.3921397","42.9724849","","
","Jardin d'agrément # Parc","","","","01/01/2015|31/12/2015|||||","Gratuit|0,00|0,00|","Visite libre","","Bar cafétéria salon de thé # Restauration","Espace jeux"
"PCUAQU04001TOXL9","20/05/2015","Parc / jardin","Pépinière Botanique Plantarium","","","125 route de Bastennes","","40330","GAUJACQ","40109","+33 5 58 89 24 22","","http://www.pepiniere-botanique.com/"," -0.7604491","43.6335670","Oui","
","Jardin botanique","","","","","","Visite guidée","Français","",""
"PCUAQU024V500KFC","09/05/2015","Parc / jardin","Sentier Botanique plus parcours d'orientation de La Roche-Chalais","","","","","24490","LA ROCHE-CHALAIS","24354","+33 5 53 90 18 95","+33 7 86 86 29 44","","0.00687100","45.152472","Oui","
Environnement et nature","Arboretum","","","","01/01/2015|31/12/2015|||||","|||Gratuit","Visite libre","","Aire de pique-nique",""
"PCUAQU024FS0007V","02/01/2015","Parc / jardin","Sentiers de découverte des truffières","","","","2 route des Truffières","24420","SORGES","24540","+33 5 53 05 90 11","","www.ecomusee-truffe-sorges.com","0.87342381","45.3058780","Oui","
Environnement et nature","","Musée privé","","","","Gratuit|||Visite libre","Visite guidée uniquement sur rendez-vous # Visite libre","Anglais","","Boutique"
"PCUAQU033FS001A4","02/01/2015","Parc / jardin","Serres Municipales de Mérignac","165 avenue des Marronniers
","","","","33700","MERIGNAC","33281","+33 5 56 34 55 97","","www.merignac.com/environnement-et-cadre-de-vie/collection-de-cactee"," -0.6905603","44.84661","Oui","
","Conservatoire","","","","","Gratuit|||","Visite guidée # Visite guidée uniquement sur rendez-vous # Visite libre # Visite libre uniquement sur rendez-vous","","",""
"PCUAQU064FS000N0","28/05/2015","Parc / jardin","Square Besson","","","Avenue Trespoey","","64000","PAU","64445","","",""," -0.3561329","43.2974326","Oui","
","Parc","","","","01/01/2015|31/12/2015|07:00|||20:00|","","","","",""
"PCUAQU064FS000N1","28/05/2015","Parc / jardin","Square Saint-Martin","","","Rue Adoue","","64000","PAU","64445","","",""," -0.3728592","43.2942779","Oui","
","","","","","01/01/2015|31/12/2015|||||","","","","",""
"PCUAQU047V502QPX","27/02/2015","Parc / jardin","Truffière école","","","","Moulin du Capet","47360","MONTPEZAT","47190","+33 5 53 95 00 64 # +33 5 53 95 02 14","","","0.52346799","44.347707","Oui","
","","","","","01/01/2015|31/12/2015|||||","Gratuit|||","Visite guidée uniquement sur rendez-vous # Visite libre","Français","",""
"PCUAQU024FS0006M","11/02/2015","Parc / jardin","Vergers des fruits anciens Etouars et Soudat","","","","Le bourg","24360","ETOUARS","24163","+33 5 53 56 35 76 # +33 5 53 56 84 31","","","0.6063439","45.6514720","","
","Arboretum # Conservatoire","","","Sites Remarquables du Goût","","Gratuit|||","Visite libre","Français","",""
"PCUAQU024V502I4C","17/04/2015","Parc / jardin","Visite animée du parc Lud'eau vive","Le Bourg
","","","","24360","VARAIGNES","24565","+33 5 53 56 23 66 # +33 5 53 56 35 76","","","0.5306800","45.5975300","","
","","","","","","Tarif enfant||3,50| # Plein tarif||4,50|","","Français","Aire de pique-nique # Restauration","Boutique # Point wifi"
"PCUAQU024V502I50","19/01/2015","Parc / jardin","Visite animée du parc Lud'eau vive","Le Bourg
","","","","24360","VARAIGNES","24565","","","","0.5306800","45.5975300","","
","","","","","","","","","",""
