INSEE;DATAPPRO;ETENDUE;LIBELLE;URLFIC;IDURBA;TYPEPSC;ID_NCA;LIB_TYPEPSC2;TXT;NOMFIC;DATVALID;geometry
06027;2018-11-08;;Elargissement de l'allée des Joncs;http://www.nicecotedazur.org/habitat-urbanisme/les-documents-d-urbanisme-en-vigueur/cagnes-sur-mer-plu;00000602720181108;24;;;P13;PLU de Cagnes-Sur-Mer;2013-12-20;{"type": "LineString", "coordinates": [[7.15464726, 43.65596582], [7.15442036, 43.65589523], [7.15437541, 43.65583997], [7.1543951, 43.6556881], [7.15441193, 43.65544964], [7.15436339, 43.65525083], [7.15428709, 43.65509273], [7.15397511, 43.65450763], [7.15393285, 43.65439529], [7.15392385, 43.6542242], [7.1539328, 43.65411238], [7.15398366, 43.65396676], [7.15406066, 43.65385233], [7.15418744, 43.65371867], [7.1545608, 43.6534096], [7.1550739, 43.65300451]]}
06027;2018-11-08;;Aménagement d'un chemin piéton sur le chemin de Sainte-Pétronille;http://www.nicecotedazur.org/habitat-urbanisme/les-documents-d-urbanisme-en-vigueur/cagnes-sur-mer-plu;00000602720181108;24;;;P40;PLU de Cagnes-Sur-Mer;2013-12-20;{"type": "LineString", "coordinates": [[7.16754241, 43.67639511], [7.16761739, 43.67645767], [7.16766627, 43.67649055], [7.16775834, 43.67657495], [7.16788867, 43.67681736], [7.16794867, 43.6769449], [7.16801606, 43.67709669], [7.16806666, 43.6772113], [7.16811941, 43.67733605], [7.16814982, 43.67742485], [7.16817054, 43.67747722], [7.16822367, 43.67764592], [7.16826704, 43.67779659], [7.16830922, 43.67793094], [7.16844155, 43.67816203], [7.16854651, 43.6783267], [7.16861204, 43.67843358], [7.16868735, 43.67857791], [7.16875444, 43.67868678], [7.16889348, 43.67885524], [7.16902121, 43.67898427], [7.16914789, 43.67909903], [7.16924343, 43.67917307], [7.16933787, 43.67923181], [7.16943133, 43.6792773], [7.16959519, 43.67934156], [7.1697947, 43.67943103], [7.16996603, 43.67950113], [7.17014373, 43.67962007], [7.17044826, 43.67981694], [7.17073083, 43.6800024], [7.17087659, 43.68010824], [7.17099011, 43.68019692], [7.17115438, 43.6803634], [7.17128847, 43.6805024], [7.1713807, 43.68060826], [7.17153055, 43.68075075], [7.1717266, 43.68088943], [7.17188989, 43.6810038], [7.17198655, 43.6810737], [7.17215362, 43.68120122], [7.17238363, 43.6813805], [7.17259966, 43.68154192], [7.1727671, 43.68167454], [7.17299128, 43.68188983], [7.17322524, 43.68212315], [7.17322672, 43.68212412], [7.17369692, 43.68260293], [7.17389309, 43.6828009], [7.17415863, 43.68306163], [7.17433275, 43.68324715], [7.17449387, 43.68344748], [7.17464021, 43.68365758], [7.17471162, 43.68380615], [7.1748644, 43.68402725], [7.17499373, 43.68423596], [7.17511743, 43.68442546], [7.17523033, 43.68458266], [7.17532347, 43.68470074], [7.17543936, 43.68476377], [7.17555356, 43.68482277], [7.17567565, 43.68487431], [7.17587442, 43.6848953], [7.17610668, 43.68491194], [7.17619481, 43.68490344], [7.17630453, 43.68488184], [7.17646749, 43.68485616], [7.17657833, 43.68484985], [7.17663785, 43.68485472], [7.17677481, 43.68489751], [7.17696953, 43.68495955], [7.17716424, 43.68502159], [7.17730165, 43.6850705], [7.17756699, 43.68515436]]}
06027;2018-11-08;;Cône de prescription de vue (L 1,23-1-7);http://www.nicecotedazur.org/habitat-urbanisme/les-documents-d-urbanisme-en-vigueur/cagnes-sur-mer-plu;00000602720181108;07;;;SERV_VUE;PLU de Cagnes-Sur-Mer;2016-02-19;{"type": "LineString", "coordinates": [[7.15379435, 43.6566994], [7.15417435, 43.65606441], [7.15426523, 43.65591262], [7.15413111, 43.65605002], [7.15408121, 43.65610122], [7.15379957, 43.65638978], [7.15359627, 43.65659821]]}
06027;2018-11-08;;Cône de prescription de vue (L 1,23-1-7);http://www.nicecotedazur.org/habitat-urbanisme/les-documents-d-urbanisme-en-vigueur/cagnes-sur-mer-plu;00000602720181108;07;;;SERV_VUE;PLU de Cagnes-Sur-Mer;2016-02-19;{"type": "LineString", "coordinates": [[7.15072723, 43.65074971], [7.15107016, 43.64994406], [7.15093261, 43.65078575]]}
06027;2018-11-08;;Cône de prescription de vue (L 1,23-1-7);http://www.nicecotedazur.org/habitat-urbanisme/les-documents-d-urbanisme-en-vigueur/cagnes-sur-mer-plu;00000602720181108;07;;;SERV_VUE;PLU de Cagnes-Sur-Mer;2016-02-19;{"type": "LineString", "coordinates": [[7.14684197, 43.64649021], [7.1469069, 43.64607596], [7.14697273, 43.6456569], [7.1470075, 43.64618186], [7.14702772, 43.64648681]]}
06027;2018-11-08;;Création d'un chemin piéton entre chemin des mimosas et Bd de la plage;http://www.nicecotedazur.org/habitat-urbanisme/les-documents-d-urbanisme-en-vigueur/cagnes-sur-mer-plu;00000602720181108;24;;;P33;PLU de Cagnes-Sur-Mer;2013-12-20;{"type": "LineString", "coordinates": [[7.17398244, 43.6577435], [7.1744031, 43.65768031], [7.17487973, 43.6576896], [7.17566232, 43.65771985], [7.17594971, 43.65773796], [7.17603614, 43.65782209], [7.17642996, 43.65785432], [7.17647341, 43.65783079]]}
06027;2018-11-08;;Création d'un chemin piéton entre le chemin du Puy et la rue de Beaulieu;http://www.nicecotedazur.org/habitat-urbanisme/les-documents-d-urbanisme-en-vigueur/cagnes-sur-mer-plu;00000602720181108;24;;;P7;PLU de Cagnes-Sur-Mer;2013-12-20;{"type": "LineString", "coordinates": [[7.13628985, 43.65590931], [7.1368692, 43.65615204], [7.1371205, 43.65604433], [7.13803424, 43.65614039], [7.13920692, 43.65566942], [7.13931062, 43.65560413], [7.13923968, 43.65555776], [7.13925928, 43.65547829], [7.13943606, 43.65548894], [7.13960633, 43.65550698], [7.14051077, 43.65516276]]}
06027;2018-11-08;;Elargissement du Chemin piéton Che de la destourbe / Rue du Garigliano;http://www.nicecotedazur.org/habitat-urbanisme/les-documents-d-urbanisme-en-vigueur/cagnes-sur-mer-plu;00000602720181108;24;;;P11;PLU de Cagnes-Sur-Mer;2013-12-20;{"type": "LineString", "coordinates": [[7.14978397, 43.65812249], [7.14975918, 43.65807703], [7.14972783, 43.65801129], [7.14971961, 43.65799148]]}
06027;2018-11-08;;Création d'un chemin piéton rue des Lilas;http://www.nicecotedazur.org/habitat-urbanisme/les-documents-d-urbanisme-en-vigueur/cagnes-sur-mer-plu;00000602720181108;24;;;P24;PLU de Cagnes-Sur-Mer;2013-12-20;{"type": "LineString", "coordinates": [[7.16265258, 43.65626839], [7.16181814, 43.65771016]]}
06027;2018-11-08;;Cône de prescription de vue (L 1,23-1-7);http://www.nicecotedazur.org/habitat-urbanisme/les-documents-d-urbanisme-en-vigueur/cagnes-sur-mer-plu;00000602720181108;07;;;SERV_VUE;PLU de Cagnes-Sur-Mer;2016-02-19;{"type": "LineString", "coordinates": [[7.14964983, 43.64946256], [7.14994025, 43.64864639], [7.14985122, 43.6495019]]}
