"id","titre","theme","type","finalite","description","pilote","Partenaires","adresse","adresse2","codepostal","ville","mail","trophee","url","lon","lat","code","code_type","code_theme"
"489","Le Pays Coeur Entre-Deux-Mers comme un jardin en Gironde","Biodiversité","Territoire et ville durables","Préservation de la biodiversité, protection des milieux et des ressources","Création de neufs jardins qui devraient être effectifs à l’automne 2011 répondant à neuf enjeux stratégiques (exemple : le jardin communautaire, les allées du jardin, le jardin école…)","Pays Coeur Entre Deux Mers"," ","20 bis Grand Rue"," ","33760","Targon"," "," ",NULL,"-0.269177","44.730986","2","1","1"
"351","Le Plan Local Santé","Santé environnementale","Consommation responsable","Épanouissement de tous les êtres humains","Élaboration du \"Plan Local de Santé\" développant la santé environnementale, la santé-hygiène de vie et la santé-développement social afin de coordonner les actions, de permettre une visibilité des projets, d'informer les Mérignacais...","Mérignac","Services municipaux, Institutions à l'œuvre dans le cadre du PRSE 2, professionnels socio-éducatifs, professionnels de la santé, HSEN…","60 avenue du Mal de Lattre de Tassigny","Hôtel de Ville","33705","Mérignac","agenda21@merignac.com"," ",NULL,"-0.654142","44.845410","5","2","9"
"350","Le Plan Santé Municipal","Santé environnementale","Consommation responsable","Épanouissement de tous les êtres humains","Démarche \"Plan Santé Municipal\" pour assurer une bonne qualité de l'air intérieur au vu des pollution possibles, des matériaux potentiellement émissifs. Expertise et sensibilisation sur la qualité de l'air.","Mérignac"," ","60 avenue du Mal de Lattre de Tassigny","Hôtel de Ville","33705","Mérignac","contact@merignac.com"," ",NULL,"-0.654142","44.845410","5","2","9"
"14","Le profil environnemental des projets LEADER","Biodiversité","Territoire et ville durables","Préservation de la biodiversité, protection des milieux et des ressources","Mise en place d’un outil d’aide à la décision quant à l’évaluation des impacts environnementaux d’un projet éligible dans le cadre du programme LEADER. L’objectif est de pouvoir mesurer les impacts potentiels et réels d’un projet.","Pays Bassin d’Arcachon - Val de l’Eyre"," ","46 Avenue des Colonies"," ","33510","Andernos les bains","agenda21pays@coban-atlantique.fr"," ",NULL,"-1.086464","44.743970","2","1","1"
"13","Le projet d’éducation au développement durable","EDD pour tous à tous les âges de la vie","EDD","Épanouissement de tous les êtres humains","Sensibilisation du Conseil municipal des jeunes et création d'un comité technique de suivi avec la participation des responsables d’établissements. Mise en place de «conférences-débats».","Pays Bassin d’Arcachon - Val de l’Eyre"," ","46 Avenue des Colonies"," ","33510","Andernos les bains","agenda21pays@coban-atlantique.fr"," ",NULL,"-1.086464","44.743970","5","3","3"
"169","Le projet d'Accueil de Loisirs Sans Hébergement (ALSH)","Ateliers avec les organismes sociaux","Développement solidaire","Cohésion sociale et solidarité entre les territoire et entre les générations","Actuellement, les réunions de travail permettent de favoriser la concertation entre les acteurs. En parallèle, le service enfance, petite enfance travaille la mise en place d’un jardin écologique.","CDC du canton de Bourg en Gironde","Bureau d’étude : Prévention Consultants","8 au Mas"," ","33710","Bourg","economie.agenda21@bourg-en-gironde.fr"," ",NULL,"-0.558557","45.043091","3","5","4"
"291","Le salon de la vie locale","Manifestations responsables","Consommation responsable","Consommation et production responsables","Papiers PEFC, écocommunication, utilisation des véhicules propres de la ville (GNV), Parking à vélo, Buffet responsable, recyclage et tri des déchets... Durée de l’évènement : une soirée 17h30 – 20h00 / Nombre de participants : environ de 1500 à 2000","Le Bouscat","Associations et acteurs de la ville , un animateur, un plasticien (Francis Viguera), Capton Live"," ","Salle et extérieur","33491","Le Bouscat"," "," ",NULL,"-0.603107","44.864726","4","2","7"
"290","Le Salon du livre jeunesse 2010","Manifestations responsables","Consommation responsable","Consommation et production responsables","Ecocommunication, utilisation des véhicules propres de la ville (GNV), Parking à vélo, Buffet responsable… Durée de l’évènement : 2 jours / Nombre de participants : environ de 3500 personnes","Le Bouscat","Librairie Mollat, Sud Ouest, TV7, Cap Sciences, iConcept, écla, CG, Inspection Académique, L’Adème, Hatier, Gallimard"," ","Salle ou extérieur","33491","Le Bouscat"," "," ",NULL,"-0.603107","44.864726","4","2","7"
"121","Le Samovar","Amap/circuits-courts","Consommation responsable","Consommation et production responsables","Promotion d’une alimentation durable et végétarienne (agriculture biologique et circuits-courts)","Le Samovar"," ","18 rue Camille Sauvageau"," ","33800","Bordeaux","lesamovar@no-log.org"," ",NULL,"-0.564802","44.833289","4","2","2"
"303","Le Taillan Médoc","A21 Territorial","Démarche Globale","Tous","A21","Le Taillan Médoc"," ","Place Michel Réglade","Hôtel de Ville","33320","Le Taillan Médoc"," "," ",NULL,"-0.669221","44.904647","6","0","16"
"229","Le théâtre comme outil de sensibilisation","EDD pour tous à tous les âges de la vie","EDD","Épanouissement de tous les êtres humains","Participation au projet de sensibilisation de la population locale aux questions « durables » (tri des déchets, le recyclage des déchets, les économies d’eau..) via une représentation théâtrale.","CDC du Créonnais"," ","4 rue Régano"," ","33670","Créon"," "," ",NULL,"-0.343360","44.754037","5","3","3"
"227","Le transport à la demande","Mobilité","Territoire et ville durables","Lutte contre le changement climatique et protection de l'atmosphère","Développement du transport public à la demande dans les zones rurales et semi-rurales tout en réduisant au maximum l’usage des véhicules.","CDC du Créonnais","AITT (Association Intercommunale des transports transversaux), Communauté de Communes des Portes de l’Entre deux Mers.","4 rue Régano"," ","33670","Créon"," "," ",NULL,"-0.343360","44.754037","1","1","10"
"105","Le vélo pour tous","Mobilité","Territoire et ville durables","Lutte contre le changement climatique et protection de l'atmosphère","Apprentissage de la conduite d'un vélo pour adultes.","Vélo Cité","Prommofemmes, eqinoxe, mairie de bordeaux, Inser Cycles...","16 Rue Ausone"," ","33000","Bordeaux","bordeaux@fubicy.org","Coup de cœur 2008",NULL,"-0.568283","44.837965","1","1","10"
"375","L'eau dans tous ses États","EDD pour tous à tous les âges de la vie","EDD","Épanouissement de tous les êtres humains","Éducation au développement durable (sensibilisation au patrimoine \"eau\", responsabilité de chacun, implication via l'écriture, la réalisation d'un film, débats...)","Collège Alouette","Comenius, DRAC, CG, Espace social Alouette, Clé des Ondes,","1 Avenue Pierre de Coubertin"," ","33600","Pessac","ce.0331623k@ac-bordeaux.fr"," ",NULL,"-0.668568","44.800952","5","3","3"
"306","L'école en pleine santé","EDD pour tous à tous les âges de la vie","EDD","Épanouissement de tous les êtres humains","Éducation au DD / Diagnostic santé environnement / Programme de découverte d'un cartable saint et durable à destination d'écoliers et diagnostic des lieux de vie","Habitat Santé Environnement"," ","4 bis Chemin de Barthes"," ","33550","Le Tourne","info@hsen.org"," ",NULL,"-0.389001","44.721422","5","3","3"
"81","Les \"éco-ambassadeurs municipaux\"","Participation","Gouvernance","Épanouissement de tous les êtres humains","Création d'un noyau d’une trentaine d’agents volontaires, les «éco-ambassadeurs municipaux», afin de sensibiliser les agents municipaux et rechercher des solutions. (réduction des consommations de papier, déplacements professionnels...)","Blanquefort"," "," 12 Rue Dupaty","Hôtel de ville","33294","Blanquefort","virginie.lannes@ville-blanquefort.fr"," ",NULL,"-0.629445","44.908491","5","4","6"
"328","Les Ateliers Participatifs","Participation","Gouvernance","Épanouissement de tous les êtres humains","Concertation avec les acteurs du territoire à travers des ateliers thématiques.","Martignas sur Jalle"," ","Place Charles de Gaulle","Hôtel de Ville","33127","Martignas sur Jalle","agenda21@martignas.org"," ",NULL,"-0.775732","44.840059","5","4","6"
"333","Les Éco-Bambins","EDD pour tous à tous les âges de la vie","EDD","Épanouissement de tous les êtres humains"," « Les Éco-Bambins » : ateliers (6-12 ans) sur le thème du développement durable","Sidaoui Emilie","Office du tourisme et Ville de Mérignac"," "," ","33700","Mérignac"," "," ",NULL,"-0.681418","44.834748","5","3","3"
"521","Les Escales de l'Éducation 2010","Manifestations responsables","Consommation responsable","Consommation et production responsables","Mettre en lumière le Projet Éducatif Local de Saint Denis de Pile et mobiliser le partenariat éducatif, associatif local. Tri des déchets, utilisation de vaisselle réutilisable, écocommunication... Durée de l’évènement : 5 jours / Nombre de participants : 1825","Ligue de l’Enseignement (Fédération de la Gironde)","Conseil Général de la Gironde, Commune de Saint Denis de Pile,CDC du canton de Guîtres, Académie de Bordeaux,DDCS, Région Aquitaine, CAF, REAAP, MSA, ACSE, Lycée Max Linder, Lycée Henri Brulle, collège les dagueys, Écoles maternelle et élémentaire, Musik"," ","Salle ou extérieur","33138","Lanton"," "," ",NULL,"-1.035100","44.704400","4","2","7"
"522","Les Fêtes de Cazaux","Manifestations responsables","Consommation responsable","Consommation et production responsables","Réutilisation des banderoles, des stands, ecocommunication, navettes, accessibilité des PMR, tri des déchets, verres consignés, récupération de l'huile usagée… Durée de l’évènement : 4 jours / Nombre de festivaliers : 1000 à 2000","Comité des Fêtes de Cazaux","Mairie La Teste de Buch, COBAS, Conseil Général de la Gironde, Ademe, Meduli Nature…"," ","Site extérieur","33260"," La teste de Buch"," "," ",NULL,"-1.148200","44.631220","4","2","7"
"281","Les Fêtes du Port","Manifestations responsables","Consommation responsable","Consommation et production responsables","Ecocommunication, accessibilité des PMR, tri des déchets (plan de répartition des poubelles), verres consignés... Durée de l’évènement : 3 jours / Nombre de festivaliers : autour de 50 000","Comité des Fêtes du Port","Mairie La Teste de Buch, COBAS, Conseil Général de la Gironde, Ademe, Meduli Nature…"," ","Port ostréicole","33260","La Teste de Buch"," ",,NULL,"-1.101900","44.643400","4","2","7"
"463","Les instances animatrices","Participation","Gouvernance","Épanouissement de tous les êtres humains","Mise en place d'instances animatrices afin de structurer la démarche Agenda 21 et réalisation d'un diagnostic qualitatif participatif.","Salles"," ","4 Place de la Mairie","Hôtel de Ville","33770","Salles"," "," ",NULL,"-0.870116","44.550724","5","4","6"
"513","Les journades de Villandraut","Manifestations responsables","Consommation responsable","Consommation et production responsables","Économie d'eau et d'électricité, toilettes sèches, écocommunication, liens avec la population locale, gobelets compostables, restauration bio, achats (alimentaires et matériels) locaux, tri des déchets... Durée événement: 3 jours / Nombre de festivaliers: 700","Association les journades de Villandraut","USSGETOM de Langon Intermarché Saint-Symphorien Banque Populaire du Sud Ouest Conseil Général Conseil Régional CDC Commune de Villandraut"," 7 Rue Eugène Faivre ","Site extérieur","33730","Villandraut"," "," ",NULL,"-0.373500","44.459600","4","2","7"
"148","Les juniors du développement durable","EDD pour tous à tous les âges de la vie","EDD","Épanouissement de tous les êtres humains","Accompagnement des écoles dans leurs projets de développement durable (Sensibilisation, formation, projets de développement durable : l'éco-mobilité, l'éco-construction, l'éco-citoyenneté…)","CUB","Éducation nationale, le CRAQ, IUFM, ADEME…","Esplanade Charles de Gaulle"," ","33076","Bordeaux","juniorsdudd@cu-bordeaux.fr","Coup de cœur 2010 Lauréat 2009",NULL,"-0.584360","44.837350","5","3","3"
"280","Les Mardinades de la Teste de Buch","Manifestations responsables","Consommation responsable","Consommation et production responsables","Tri des déchets, gobelets réutilisables, mise en place de parking à vélo, promotion des TC, navettes, accessibilité des PMR, écocommunication… Durée de l’évènement : 8 x 1 jour / Nombre de festivaliers : environ 35 000","La Teste de Buch","Conseil Général de la Gironde, Ademe, Méduli Nature, COBAS, Comité des Fêtes du Port, COES, Au Port, Artisans Créateurs d’Art Al Païs"," ","Port ostréicole","33260","La Teste de Buch"," "," ",NULL,"-1.182560","44.563654","4","2","7"
"6","les Odyssées - Festival d'Ambès","Manifestations responsables","Consommation responsable","Consommation et production responsables","Rendez-vous de spectacles. Projecteurs à LED, écocommunication, vaisselle lavable, accessibilité des PMR, tri des déchets... Durée de l’évènement : 2 soirées / Nombre de festivaliers : 6000","Ambarès et Lagrave","CG33 , Conseil régional Mairie de Blanquefort , Mairie de Cubzac-les-Ponts , Mairie de Bassens"," ","Site extérieur","33440","Ambares et Lagrave"," "," ",NULL,"-0.501206","44.951418","4","2","7"
"474","Les Petits Rois","EDD pour tous à tous les âges de la vie","EDD","Épanouissement de tous les êtres humains","Création d’un jeu sur le développement durable.","Association loisirs des Petits Rois"," ","1 Allée des Petits Rois"," ","33400","Talence","loisirsdespetitsrois@hotmail.fr"," ",NULL,"-0.592676","44.789269","5","3","3"
"498","Les pieds sur Terre","A21 Territorial","Démarche Globale","Tous","Réduction de l’empreinte écologique, vers un Agenda 21 individuel","Haye Laurent"," "," "," ","33140","Villenave d’Ornon"," "," ",NULL,"-0.551947","44.772865","6","0","16"
"222","Les réunions publiques d’information et de consultation","EDD pour tous à tous les âges de la vie","EDD","Épanouissement de tous les êtres humains","Deux réunions publiques ont été mises en place (Présentation du diagnostic, Élaboration d'un programme d'actions prioritaires, création d'un groupe de citoyens pour évaluer le programme.)","CDC du Créonnais"," ","4 rue Régano"," ","33670","Créon"," "," ",NULL,"-0.343360","44.754037","5","3","3"
"379","Lombri-compostage domestique","Déchets","Consommation responsable","Préservation de la biodiversité, protection des milieux et des ressources","Utilisation d’un lombri-composteur d’intérieur afin de réduire le volume de la poubelle et de recycler les déchets organiques.","Jarniat Emmanuelle"," "," "," ","33600","Pessac"," "," ",NULL,"-0.681415","44.794718","2","2","8"
"122","Luz&eole environnement","Achats publics/responsables","Consommation responsable","Consommation et production responsables","Création de la première « Boutique éco-responsable » en France, entièrement dédiée à l’éco-responsabilisation des citoyens.","Luz&eole environnement"," ","9 rue Beaubadat"," ","33000","Bordeaux","c.kachani@hotmail.fr"," ",NULL,"-0.577505","44.839029","4","2","13"
"74","Lycée Agro-viticole","A21 Scolaire","EDD","Épanouissement de tous les êtres humains",,"Lycée Agro-viticole"," "," "," ","33294","Blanquefort"," "," "," ","-0.607482","44.902177","5","3","12"
"481","Lycée Alfred Kastler","A21 Scolaire","EDD","Épanouissement de tous les êtres humains",,"Lycée Alfred Kastler"," ","2 avenue de l’Université"," ","33402","Talence"," "," "," ","-0.591628","44.805227","5","3","12"
"134","Lycée Condorcet","A21 Scolaire","EDD","Épanouissement de tous les êtres humains",,"Lycée Condorcet"," ","89 rue Condorcet"," ","33000","Bordeaux"," "," "," ","-0.577630","44.859036","5","3","12"
"425","Lycée Élisée Reclus","A21 Scolaire","EDD","Épanouissement de tous les êtres humains",,"Lycée Élisée Reclus"," "," "," ","33220","Saine Foy la Grande"," "," "," ","0.217034","44.841082","5","3","12"
"55","Lycée Émile Combes","A21 Scolaire","EDD","Épanouissement de tous les êtres humains",,"Lycée Émile Combes"," ","23 rue Émile Combes"," ","33321","Bègles"," "," "," ","-0.548335","44.802856","5","3","12"
"344","Lycée Fernand Daguin","A21 Scolaire","EDD","Épanouissement de tous les êtres humains",,"Lycée Fernand Daguin"," "," 15 rue G.Flaubert"," ","33698","Mérignac"," "," "," ","-0.681418","44.834748","5","3","12"
"322","Lycée Jacques Brel","A21 Scolaire","EDD","Épanouissement de tous les êtres humains",,"Lycée Jacques Brel"," ","Rue Jean Lurçat"," ","33305","Lormont"," "," "," ","-0.516387","44.876090","5","3","12"
"93","Lycée La Tour Blanche","A21 Scolaire","EDD","Épanouissement de tous les êtres humains",,"Lycée agricole La Tour Blanche"," ","1 Tour Blanche"," ","33210","Bommes"," "," "," ","-0.350789","44.542819","5","3","12"
"385","Lycée Le Corbusier","A21 Scolaire","EDD","Épanouissement de tous les êtres humains",,"Lycée Le Corbusier"," ","7 allée Philadelphe de Gerde"," ","33600","Pessac"," "," "," ","-0.651035","44.786596","5","3","12"
"253","Lycée Les Graves","A21 Scolaire","EDD","Épanouissement de tous les êtres humains",,"Lycée Les Graves"," ","238 cours du Gal de Gaulle"," ","33173","Gradignan"," "," "," ","-0.615876","44.770931","5","3","12"
"343","Lycée M.Dassault","A21 Scolaire","EDD","Épanouissement de tous les êtres humains",,"Lycée M.Dassault"," ","3 rue Chateaubriand"," ","33695","Mérignac"," "," "," ","-0.650232","44.835160","5","3","12"
"133","Lycée Montesquieu","A21 Scolaire","EDD","Épanouissement de tous les êtres humains",,"Lycée Montesquieu"," ","4 et 5 place de Longchamps"," ","33081","Bordeaux"," "," "," ","-0.619892","44.852284","5","3","12"
"364","Lycée Odilon Redon","A21 Scolaire","EDD","Épanouissement de tous les êtres humains",,"Lycée Odilon Redon"," ","2 rue maquis des vignes Oudides"," ","33250","Pauillac"," "," "," ","-0.749439","45.194701","5","3","12"
"387","Lycée Pape Clément","A21 Scolaire","EDD","Épanouissement de tous les êtres humains",,"Lycée Pape Clément"," "," "," ","33604","Pessac"," "," "," ","-0.681415","44.794718","5","3","12"
"427","Lycée Philippe Cousteau","A21 Scolaire","EDD","Épanouissement de tous les êtres humains",,"Lycée Philippe Cousteau"," "," "," ","33240","Saint André de Cubzac"," "," "," ","-0.437767","44.998758","5","3","12"
"302","Lycée Sud Médoc","A21 Scolaire","EDD","Épanouissement de tous les êtres humains",,"Lycée Sud Médoc"," ","2 rue du lycée"," ","33320","Le Taillan Médoc"," "," "," ","-0.679232","44.912055","5","3","12"
"438","Maintien d'exploitations agricoles de proximité et valorisation de produits locaaux","Santé environnementale","Consommation responsable","Epanouissement de tous les êtres humains","Développement d'une production locale de safran respectueuse des principes de développement durable.","Production locale de Safran","DDTM, Chambre d’Agriculture, CR, CG","66 route de la gare"," ","33910","Saint Denis de Pile","jf.riaux@neuf.fr"," ",NULL,"-0.200273","44.979265","5","2","9"
"235","Maintien d'exploitations agricoles de proximité et valorisation de produits locaux","Santé environnementale","Consommation responsable","Consommation et production responsables","Vente de paniers de légumes et de fruits directement aux particuliers et issus d'exploitations de proximité : Les \"paniers Fraîcheur\"","SICA Maraîchère bordelaise","CG","44 Rue du 19 Mars 1962"," ","33320","Eysines","direction.sicamb@wanadoo.fr","Lauréat 2010",NULL,"-0.644937","44.873966","5","2","9"
"240","Maîtrise de la consommation énergétique des bâtiments municipaux","Energie","Territoire et ville durables","Lutte contre le changement climatique et protection de l'atmosphère","Construction de 2 bâtiments HPE et THPE.","Eysines"," ","Rue de l'Hôtel de Ville","Hôtel de Ville","33327","Eysines"," "," ",NULL,"-0.648331","44.886087","1","1","11"
"116","Management Environnemental","Santé environnementale","Consommation responsable","Épanouissement de tous les êtres humains","Mise en place d'une politique environnementale : Diminution des consommations en eau, des impacts liés aux transports... Signature de la \"Déclaration des institutions financières sur le DD\".","Caisse des dépôts et des consignations","Entreprises de maintenance Chauffage Ventilation Climatisation, consultant en environnement? Cg","Rue du Vergne"," ","33059","Bordeaux"," "," ",NULL,"-0.561470","44.894023","5","2","9"
"296","Manifestations responsables","Manifestations responsables","Consommation responsable","Consommation et production responsables","Adoption d’une charte des cocktails durables et mise en oeuvre progressive d’actions favorisant l’éco-responsabilité des organisateurs et du public","Le Bouscat"," ","Place Gambetta","Hôtel de Ville","33491","Le Bouscat"," "," ",NULL,"-0.600260","44.865485","4","2","7"
"327","Martignas sur Jalle","A21 Territorial","Démarche Globale","Tous","A21","Martignas sur Jalle"," ","Place Charles de Gaulle","Hôtel de Ville","33127","Martignas sur Jalle","agenda21@martignas.org"," ",NULL,"-0.775732","44.840059","6","0","16"
"347","Mérignac","A21 Territorial","Démarche Globale","Tous","A21","Mérignac"," ","60 Avenue du Mal de Lattre de Tassigny","Hôtel de Ville","33700","Mérignac","agenda21@merignac.com"," ",NULL,"-0.654142","44.845410","6","0","16"
"106","Mes courses à vélo","Mobilité","Territoire et ville durables","Lutte contre le changement climatique et protection de l'atmosphère","Mise en palce d'un jeu afin d'utiliser le vélo comme moyen de déplacement privilégié pour aller faire ses courses et orienter les personnes vers les commerces de proximité.","Vélo Cité","CG, CUB, Mairie de Bordeaux, ADEME, CréditMutuel, Véolia transport, Radio France Bleu Gironde, association \"La Ronde des quartiers\"","17 Rue Ausone"," ","33000","Bordeaux","bordeaux@fubicy.org"," ",NULL,"-0.568283","44.837965","1","1","10"
"499","Mes parents trient, moi je joue !!","EDD pour tous à tous les âges de la vie","EDD","Épanouissement de tous les êtres humains","Atelier de jeux basé sur le recyclage.","P'tit pomme"," ","2 rue Jean Bonnardel","Immeuble Topaze","33140","Villenave d’Ornon","ptit-pomme.association@9business.fr","Coup de cœur 2009",NULL,"-0.578374","44.768903","5","3","3"
"497","Mise en oeuvre du programme d’action","EDD pour tous à tous les âges de la vie","EDD","Épanouissement de tous les êtres humains","Création d'une déchèterie, élaboration d'un PADD, réalisation d’un Centre de Loisirs sans hébergement et d’un Accueil périscolaire pour les parents en recherche d’un mode de garde. Sensibilisation des populations aux thèmes du Développement Durable","CDC de Villandraut"," ","1 place du Général De Gaulle","Hôtel de ville","33730","Villandraut","accueil@cc-villandraut.fr"," ",NULL,"-0.381506","44.452526","5","3","3"
"44","Mise en oeuvre du projet d’aménagement du parc de l’ALSH","Biodiversité","Territoire et ville durables","Préservation de la biodiversité, protection des milieux et des ressources","Aménagement d'un espace naturel par les animateurs de l'ALSH dans le parc de la structure afin de construire un espace dédié à la biodiversité. Travail avec les enfants pour la réalisation d’un diagnostic de l’écosystème du parc de Séguinaud.","Bassens","Association Cistude Nature"," 42 Avenue Jean-Jaurès","Hôtel de Ville","33530","Bassens"," "," ",NULL,"-0.523901","44.905341","2","1","1"
"11","Mise en place d’un référentiel d’évaluation du territoire au regard du développement durable","Évaluation","Gouvernance","Épanouissement de tous les êtres humains","Il s’agit d’un « état zéro » du territoire dans lequel une cinquantaine d’indicateurs ont été identifiés et rassemblés dans un tableau de bord. Ce travail a permis d’aider à l’élaboration du diagnostic partagé de développement durable actualisé.","Pays Bassin d’Arcachon - Val de l’Eyre","CG33, DDE, DRAF, MEEDAT, ensemble des collectivités locales","46 Avenue des Colonies"," ","33510","Andernos les bains","agenda21pays@coban-atlantique.fr"," ",NULL,"-1.086464","44.743970","5","4","14"
"151","Mise en place de critères d'écoconditionnalité dans les aides du Département","Eco construction","Territoire et ville durables","Lutte contre le changement climatique et protection de l'atmosphère","Instauration de 10 cibles de DD posant l'éco-conditionnalité des aides départementales pour les projets de construction-réhabilitation lourde, les aménagements, les infrastructure et les réseaux...","CG"," ","Esplanade Charles de Gaulle"," ","33074","Bordeaux","agenda21gironde@cg33.fr"," ",NULL,"-0.585000","44.835500","1","1","5"
"29","Mise en place du covoiturage","Mobilité","Territoire et ville durables","Lutte contre le changement climatique et protection de l'atmosphère","Réalisation d'une enquête auprès des automobilistes afin de repérer les fréquences, les motifs des regroupements et proposer des solutions concrètes. La piste envisagée réside dans la création de places de parking réservées au covoiturage.","Artigues Pres Bordeaux","CUB","10 avenue Desclaux","Hôtel de Ville","33370","Artigues Pres Bordeaux","agenda21.artigues@fr.oleane.com"," ",NULL,"-0.491010","44.860657","1","1","10"
"251","Mobiliser autour du développement durable","EDD pour tous à tous les âges de la vie","EDD","Épanouissement de tous les êtres humains","Promouvoir l'éco-responsabilité au sein des entreprises et du club. Mise en place d'un Agenda 21 associatif.","Rotary club de Gradignan en bordelais"," ","151 Rue St François Xavier"," ","33170","Gradignan","contact@rotary-gradignan.com"," ",NULL,"-0.615876","44.770931","5","3","3"
"515","Musicalarue","Manifestations responsables","Consommation responsable","Consommation et production responsables","Gestion et tri des déchets, produits bio, équitables, de saison et locaux, navette, covoiturage, toilettes sèches et composte associé... Durée événement: 3 jours / Nombre de festivaliers: 20 000","Association Musicalarue","Conseil général des Landes, Région Aquitaine, ADEME, Meduli Nature, Lycée agricole de Sabres, Communauté de Communes du Pays d'Albret"," ","Site extérieur","0"," "," "," ",NULL,"0.000000","0.000000","4","2","7"
"470","MusiK à Pile","Manifestations responsables","Consommation responsable","Consommation et production responsables","Tri des déchets, promotion des TC, du covoiturage, vaisselle réutilisable, toilettes sèches écocommunication, accueil PMR, produits locaux et de saison… Durée de l’évènement : 5 jours / Nombre de festivaliers : 5 000 festivaliers","Association MKP- MusiK à Pile","Partenaires : Unité d’Hébergement du Haut Maixant Maison d’Accueil Spécialisée de Saint Denis de Pile Conseil Général de Gironde SMICVAL"," ","centre-bourg","33910","Saint Denis de Pile"," "," ",NULL,"-0.183414","44.988764","4","2","7"
"83","Nature et paysage comme éléments fondateurs du nouveau PLU","Biodiversité","Territoire et ville durables","Préservation de la biodiversité, protection des milieux et des ressources","Recensement des espaces naturels, agricoles, forestiers et parcs existants sur la commune pour, ensuite, définir leur place dans un projet de territoire. Étude sur les espaces intra-urbains (espaces verts de lotissements, équipements publics...)","Blanquefort","Paysagiste, ingénieur écologue"," 12 Rue Dupaty","Hôtel de ville","33294","Blanquefort","virginie.lannes@ville-blanquefort.fr"," ",NULL,"-0.629445","44.908491","2","1","1"
"9","Ne jetez plus votre ordinateur, nous le récupérons!","Déchets","Consommation responsable","Préservation de la biodiversité, protection des milieux et des ressources","Récupération, rénovation, recyclage d'ordinateurs.","Club Informatique Andernos Nord Bassin"," ","52 Avenue des Colonies"," ","33510","Andernos les bains","clubinfoandernos@gmail.com"," ",NULL,"-1.085142","44.744621","2","2","8"
"236","Nettoyage écologique","Santé environnementale","Consommation responsable","Épanouissement de tous les êtres humains","Nettoyage de véhicules à la main, sans eau, à l'aide de produits 100 % biodégradables.","SINEO","DDTEFPV…","85 Avenue de St Médard"," ","33320","Eysines"," "," ",NULL,"-0.645911","44.878982","5","2","9"
"376","Nettoyage écologique à l'université","Santé environnementale","Consommation responsable","Épanouissement de tous les êtres humains","Sensibilisation des agents / État des lieux et introduction des critères sanitaires et environnementaux pour un nettoyage écologique","Université de Bordeaux","HSEN","19 Esplanade des Antilles"," ","33607","Pessac","Veronique.Capseta-Palleja@u-bordeaux3.fr"," ",NULL,"-0.617595","44.794885","5","2","9"
"272","Nouvelles pratiques au service de la restauration","Restauration collective","Consommation responsable","Consommation et production responsables"," Introduction de produits issu de l'agriculture biologique, favoriser les circuits-courts","Collège Paul Esquinance","HSEN","1 Port Mahon"," ","33190","La Réole","ce.0332248p@ac-bordeaux.fr"," ",NULL,"-0.031385","44.583116","4","2","15"
"200","Nouvelles Technologies de Communication et Numérisation","Achats publics/responsables","Consommation responsable","Consommation et production responsables","Élaboration de documents de Plan de développement des usages du numérique.","Carbon Blanc"," ","Avenue Vignau-Langlade","Hôtel de Ville","33564","Carbon blanc"," "," ",NULL,"-0.501075","44.905525","4","2","13"
"391","Objectif Zéro pesticide","Santé environnementale","Consommation responsable","Épanouissement de tous les êtres humains","Réduction de 90 % de l'utilisation de produits phytosanitaires, gestion différenciée des espaces verts et formation des agents.","Pessac","Écoles, associations, centres sociaux, syndicats de quartier, riverains…"," Place de 5ème République","Hôtel de Ville","33604","Pessac","courrier@mairie-pessac.fr"," ",NULL,"-0.681415","44.794718","5","2","9"
"31","Observer et favoriser la biodiversité","Biodiversité","Territoire et ville durables","Préservation de la biodiversité, protection des milieux et des ressources","Réalisation d’un herbier constituant une porte d’entrée dans un inventaire de la faune et de la flore. Participation des habitants favorisée à travers des ateliers (création de refuges pour animaux).","Artigues Pres Bordeaux","Association Cistude Nature","10 avenue Desclaux","Hôtel de Ville","33370","Artigues Pres Bordeaux","agenda21.artigues@fr.oleane.com"," ",NULL,"-0.491010","44.860657","2","1","1"
"424","Oh ! Légumes Oubliés","Biodiversité","Territoire et ville durables","Préservation de la biodiversité, protection des milieux et des ressources","Création d'un atelier d’élevage dans une \"Ferme Éducative\" autour des ancêtres de nos races de bovins : les aurochs et mise en place de ruches.","Château de Belloc"," ","Château de Belloc"," ","33670","Sadira","bernard@alimenthus.com"," ",NULL,"-0.392704","44.781725","2","1","1"
"176","Opération « Familles pilotes »","EDD pour tous à tous les âges de la vie","EDD","Épanouissement de tous les êtres humains","Sensibilisation de familles volontaires aux enjeux du développement durable, de la santé environnementale et sur les gestes responsables du quotidien (matériaux de construction, produits d'entretien, cosmétiques, alimentation). ","CDC de l'Estuaire","HSEN","38 avenue de la République"," ","33820","Braud et Saint-Louis","celine.carbon@cc-estuaires.fr","Lauréat 2010",NULL,"-0.624870","45.250535","5","3","3"
