"code CNIS";"sigle type formation";"libellé type formation";"libellé formation principal";"libellé formation complémentaire";"sigle formation";durée;"code RNCP";"niveau RNCP";"libellé niveau RNCP";tutelle;"lien site onisep.fr";domaine/sous-domaine
223;CAP;"Certificat d'aptitude professionnelle";"CAP Orfèvre option A monteur en orfèvrerie";;;"2 ans";;5;"niveau 3 (niveau CAP)";"Ministère chargé de l'Éducation nationale et de Jeunesse";http://www.onisep.fr/http/redirection/formation/slug/FOR.5368;"arts, culture, artisanat/artisanat d'art ; matières premières, fabrication, industries/métallurgie sidérurgie"
223;;"formation d'école spécialisée";"Certificat supérieur de joaillerie";;;"3 ans";;0;"non inscrit au RNCP";;http://www.onisep.fr/http/redirection/formation/slug/FOR.4497;"arts, culture, artisanat/artisanat d'art"
223;BTS;"brevet de technicien supérieur";"BTS Fonderie";;;"2 ans";;3;"niveau 5 (bac + 2)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.1153;"matières premières, fabrication, industries/métallurgie sidérurgie ; mécanique/travail des métaux"
223;DMA;"diplôme des métiers d'art";"DMA Art du bijou et du joyau";;;"2 ans";;3;"niveau 5 (bac + 2)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.1237;"arts, culture, artisanat/artisanat d'art"
223;;"baccalauréat professionnel";"bac pro Fonderie";;;"3 ans";;4;"niveau 4 (bac ou équivalent)";"Ministère chargé de l'Éducation nationale et de Jeunesse";http://www.onisep.fr/http/redirection/formation/slug/FOR.587;"matières premières, fabrication, industries/fonction production (généralités) ; matières premières, fabrication, industries/métallurgie sidérurgie ; mécanique/travail des métaux"
223;CAP;"Certificat d'aptitude professionnelle";"CAP Doreur à la feuille ornemaniste";;;"2 ans";;5;"niveau 3 (niveau CAP)";"Ministère chargé de l'Éducation nationale et de Jeunesse";http://www.onisep.fr/http/redirection/formation/slug/FOR.672;"arts, culture, artisanat/artisanat d'art"
223;;"baccalauréat professionnel";"bac pro Artisanat et métiers d'art option facteur d'orgues organier";;;"3 ans";;4;"niveau 4 (bac ou équivalent)";"Ministère chargé de l'Éducation nationale et de Jeunesse";http://www.onisep.fr/http/redirection/formation/slug/FOR.6116;"arts, culture, artisanat/artisanat d'art"
223;;"formation d'école spécialisée";"Diplôme de spécialisation de l'école supérieure de fonderie et de forge expert(e) en conception et production de produits de fonderie et de forge";;;"1 an";;0;"non inscrit au RNCP";;http://www.onisep.fr/http/redirection/formation/slug/FOR.5906;"matières premières, fabrication, industries/fonction production (généralités) ; mécanique/travail des métaux"
223;BMA;"brevet des métiers d'art";"BMA Bijou option polissage finition";;;"2 ans";;4;"niveau 4 (bac ou équivalent)";"Ministère chargé de l'Éducation nationale et de Jeunesse";http://www.onisep.fr/http/redirection/formation/slug/FOR.6124;"arts, culture, artisanat/artisanat d'art"
223;BTS;"brevet de technicien supérieur";"BTS Traitement des matériaux option B traitements de surfaces";;;"2 ans";;3;"niveau 5 (bac + 2)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.5485;"sciences/chimie ; matières premières, fabrication, industries/matériaux ; sciences/physique ; mécanique/travail des métaux"
224;;"baccalauréat professionnel";"bac pro Artisanat et métiers d'art option verrerie scientifique et technique";;;"3 ans";;4;"niveau 4 (bac ou équivalent)";"Ministère chargé de l'Éducation nationale et de Jeunesse";http://www.onisep.fr/http/redirection/formation/slug/FOR.5930;"arts, culture, artisanat/artisanat d'art ; matières premières, fabrication, industries/verre"
224;CAP;"Certificat d'aptitude professionnelle";"CAP Souffleur de verre option verrerie scientifique";;;"2 ans";;5;"niveau 3 (niveau CAP)";"Ministère chargé de l'Éducation nationale et de Jeunesse";http://www.onisep.fr/http/redirection/formation/slug/FOR.5909;"arts, culture, artisanat/artisanat d'art ; matières premières, fabrication, industries/verre"
224;CAP;"Certificat d'aptitude professionnelle";"CAP Tournage en céramique";;;"2 ans";;5;"niveau 3 (niveau CAP)";"Ministère chargé de l'Éducation nationale et de Jeunesse";http://www.onisep.fr/http/redirection/formation/slug/FOR.806;"arts, culture, artisanat/artisanat d'art ; matières premières, fabrication, industries/céramique, composites"
224;DMA;"diplôme des métiers d'art";"DMA Arts textiles et céramiques option céramique artisanale";;;"2 ans";;3;"niveau 5 (bac + 2)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.5278;"arts, culture, artisanat/artisanat d'art ; arts, culture, artisanat/arts appliqués ; matières premières, fabrication, industries/céramique, composites"
224;DU;"diplôme d'université";"DU Céramique industrielle";;;"2 ans";;1;"niveau 7 (bac + 5)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.430;"matières premières, fabrication, industries/céramique, composites ; matières premières, fabrication, industries/matériaux ; mécanique/travail des métaux"
225;TP;"titre professionnel";"TP Stratifieur multiprocédés en matériaux composites";;;"1 an";;5;"niveau 3 (niveau CAP)";"Ministère du travail, de l'emploi et du dialogue social";http://www.onisep.fr/http/redirection/formation/slug/FOR.3779;"matières premières, fabrication, industries/céramique, composites"
225;CAP;"Certificat d'aptitude professionnelle";"CAP Plasturgie";;;"2 ans";;5;"niveau 3 (niveau CAP)";"Ministère chargé de l'Éducation nationale et de Jeunesse";http://www.onisep.fr/http/redirection/formation/slug/FOR.371;"matières premières, fabrication, industries/céramique, composites ; matières premières, fabrication, industries/fabrication - productique ; matières premières, fabrication, industries/plasturgie"
225;;"formation d'école spécialisée";"Ouvrier matériaux composites nautiques";;;"1 an";;5;"niveau 3 (niveau CAP)";"Ministère du travail, de l'emploi et du dialogue social";http://www.onisep.fr/http/redirection/formation/slug/FOR.1638;"matières premières, fabrication, industries/céramique, composites ; mécanique/construction navale"
225;;"formation d'école spécialisée";"Chef de projet en matériaux composites";;Compositec;"1 an";;2;"niveau 6 (bac + 3)";;http://www.onisep.fr/http/redirection/formation/slug/FOR.894;"matières premières, fabrication, industries/céramique, composites ; matières premières, fabrication, industries/matériaux"
225;;"diplôme d'ingénieur";"diplôme d'ingénieur de l'École nationale supérieure de chimie, de biologie et de physique de l'Institut polytechnique de Bordeaux spécialité matériaux composites et mécanique";;ENSCBP;"3 ans";;1;"niveau 7 (bac + 5)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.5604;"matières premières, fabrication, industries/céramique, composites ; mécanique/mécanique (généralités)"
225;;"diplôme d'ingénieur";"diplôme d'ingénieur de l'Institut supérieur des matériaux du Mans";;ISMANS;"5 ans";;1;"niveau 7 (bac + 5)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.1176;"mécanique/aéronautique ; mécanique/automobile ; mécanique/construction navale ; matières premières, fabrication, industries/études et développement ; matières premières, fabrication, industries/génie industriel ; matières premières, fabrication, industries/matériaux ; sciences/mathématiques ; mécanique/mécanique (généralités) ; sciences/physique ; logistique - transport/transport"
227;;master;"master mention automatique et systèmes électriques";;;"2 ans";;1;"niveau 7 (bac + 5)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.4872;"mécanique/automatismes ; électricité - électronique - robotique/électrotechnique"
227;"mastère spé.";"mastère spécialisé";"mastère spé. Nouvelles technologies de l'énergie (ENSEEIHT - Toulouse INP - ENSIACET - Toulouse INP)";;;"1 an";;0;"non inscrit au RNCP";;http://www.onisep.fr/http/redirection/formation/slug/FOR.3752;"environnement - énergies - propreté/énergies ; environnement - énergies - propreté/environnement (généralités)"
227;TP;"titre professionnel";"TP Monteur-dépanneur frigoriste";;;"1 an";;5;"niveau 3 (niveau CAP)";"Ministère du travail, de l'emploi et du dialogue social";http://www.onisep.fr/http/redirection/formation/slug/FOR.3179;"environnement - énergies - propreté/énergies"
227;;"diplôme d'ingénieur";"diplôme d'ingénieur de l'Institut national des sciences appliquées de Lyon spécialité génie énergétique et environnement";;INSA;"5 ans";;1;"niveau 7 (bac + 5)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.5568;"environnement - énergies - propreté/déchets, pollutions et risques ; environnement - énergies - propreté/énergies ; environnement - énergies - propreté/environnement (généralités) ; matières premières, fabrication, industries/fonction production (généralités) ; environnement - énergies - propreté/gestion de l'eau ; matières premières, fabrication, industries/méthodes industrialisation"
227;TP;"titre professionnel";"TP Technicien d'intervention en froid industriel";;;"2 ans";;4;"niveau 4 (bac ou équivalent)";;http://www.onisep.fr/http/redirection/formation/slug/FOR.2987;"environnement - énergies - propreté/énergies"
227;"mastère spé.";"mastère spécialisé";"mastère spé. Manager de la transition énergétique des systèmes urbains (EPF - UTT)";;;"1 an";;0;"non inscrit au RNCP";;http://www.onisep.fr/http/redirection/formation/slug/FOR.2996;"environnement - énergies - propreté/énergies"
227;FCIL;"formation complémentaire d'initiative locale";"FCIL Technicien installateur en systèmes des énergies renouvelables";;;"1 an";;0;"non inscrit au RNCP";;http://www.onisep.fr/http/redirection/formation/slug/FOR.3113;"environnement - énergies - propreté/énergies ; construction - architecture - travaux publics/équipement technique"
227;TP;"titre professionnel";"TP Installateur(trice) en thermique et sanitaire";;;"1 an";;5;"niveau 3 (niveau CAP)";"Ministère du travail, de l'emploi et du dialogue social";http://www.onisep.fr/http/redirection/formation/slug/FOR.2461;"environnement - énergies - propreté/énergies ; construction - architecture - travaux publics/équipement technique"
227;TP;"titre professionnel";"TP Technicien(ne) d'intervention en froid commercial et climatisation";;;"1 an";;4;"niveau 4 (bac ou équivalent)";"Ministère du travail, de l'emploi et du dialogue social";http://www.onisep.fr/http/redirection/formation/slug/FOR.3185;"environnement - énergies - propreté/énergies"
227;"mastère spé.";"mastère spécialisé";"mastère spé. Optimisation des systèmes énergétiques (Mines ParisTech)";;;"1 an";;0;"non inscrit au RNCP";;http://www.onisep.fr/http/redirection/formation/slug/FOR.2777;"environnement - énergies - propreté/énergies ; armée, sécurité/sécurité prévention"
227;FCIL;"formation complémentaire d'initiative locale";"FCIL Robinetterie et maintenance nucléaire";;;"1 an";;0;"non inscrit au RNCP";;http://www.onisep.fr/http/redirection/formation/slug/FOR.2605;"environnement - énergies - propreté/énergies ; armée, sécurité/sécurité prévention"
227;"mastère spé.";"mastère spécialisé";"mastère spé. Exploration, production";;;"1 an";;0;"non inscrit au RNCP";;http://www.onisep.fr/http/redirection/formation/slug/FOR.2297;"environnement - énergies - propreté/énergies"
227;;"formation d'école spécialisée";"Technicien de maintenance en équipements de génie climatique";;;"2 ans";;4;"niveau 4 (bac ou équivalent)";"Chambre de commerce et d'industrie";http://www.onisep.fr/http/redirection/formation/slug/FOR.1586;"environnement - énergies - propreté/énergies"
227;"mastère spé.";"mastère spécialisé";"mastère spé. Politique et gestion de l'énergie";;;"1 an";;0;"non inscrit au RNCP";;http://www.onisep.fr/http/redirection/formation/slug/FOR.1784;"environnement - énergies - propreté/énergies"
227;;"formation d'école spécialisée";"Master in Fluid Mechanics and Energetics";;;"2 ans";;1;"niveau 7 (bac + 5)";;http://www.onisep.fr/http/redirection/formation/slug/FOR.1510;"environnement - énergies - propreté/énergies ; sciences/mathématiques ; sciences/physique"
227;"mastère spé.";"mastère spécialisé";"mastère spé. Énergies renouvelables (Mines Paristech)";;;"2 ans";;0;"non inscrit au RNCP";;http://www.onisep.fr/http/redirection/formation/slug/FOR.1519;"environnement - énergies - propreté/énergies ; matières premières, fabrication, industries/génie industriel"
227;BTM;"brevet technique des métiers";"BTM Technicien en systèmes de génie climatique";;;"2 ans";;4;"niveau 4 (bac ou équivalent)";"Chambres de métiers et de l'artisanat";http://www.onisep.fr/http/redirection/formation/slug/FOR.1814;"environnement - énergies - propreté/énergies"
227;;"baccalauréat professionnel";"bac pro Technicien en installation des systèmes énergétiques et climatiques";;;"3 ans";;4;"niveau 4 (bac ou équivalent)";"Ministère chargé de l'Éducation nationale et de Jeunesse";http://www.onisep.fr/http/redirection/formation/slug/FOR.1224;"électricité - électronique - robotique/électrotechnique ; environnement - énergies - propreté/énergies ; construction - architecture - travaux publics/équipement technique"
227;CTM;"certificat technique des métiers";"CTM Monteur en cheminée, en poêle, fumiste";;;"2 ans";;5;"niveau 3 (niveau CAP)";"Chambres de métiers et de l'artisanat";http://www.onisep.fr/http/redirection/formation/slug/FOR.284;"matières premières, fabrication, industries/matériaux"
227;;"baccalauréat professionnel";"bac pro Technicien de maintenance des systèmes énergétiques et climatiques";;TMSEC;"3 ans";;4;"niveau 4 (bac ou équivalent)";"Ministère chargé de l'Éducation nationale et de Jeunesse";http://www.onisep.fr/http/redirection/formation/slug/FOR.1476;"électricité - électronique - robotique/électrotechnique ; environnement - énergies - propreté/énergies ; construction - architecture - travaux publics/équipement technique"
227;;"licence professionnelle";"licence pro mention énergie et propulsion";;;"1 an";;2;"niveau 6 (bac + 3)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.5175;"environnement - énergies - propreté/énergies ; mécanique/mécanique (généralités)"
227;;master;"master mention énergétique, thermique";;;"2 ans";;1;"niveau 7 (bac + 5)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.5093;"environnement - énergies - propreté/énergies ; sciences/physique"
227;;"formation d'école spécialisée";"Master of Science in Advance Nuclear Waste Management (pour étudiants internationaux)";;ANWM;"2 ans";;1;"niveau 7 (bac + 5)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.2185;"gestion des entreprises, comptabilité/administration de l'entreprise ; environnement - énergies - propreté/énergies ; armée, sécurité/sécurité prévention"
227;;"diplôme d'ingénieur";"diplôme d'ingénieur de l'Institut national des sciences appliquées de Rouen spécialité génie énergétique";;INSA;"5 ans";;1;"niveau 7 (bac + 5)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.6228;"environnement - énergies - propreté/énergies"
227;;"formation d'école spécialisée";"Bachelor in Nuclear Engineering (Phelma) Bachelor's Degree in Engineering Grenoble INP - Phelma";;NCEPU;"1 an";;2;"niveau 6 (bac + 3)";;http://www.onisep.fr/http/redirection/formation/slug/FOR.6179;"sciences/chimie ; environnement - énergies - propreté/énergies ; sciences/mathématiques ; sciences/physique"
227;MC;"mention complémentaire";"MC Maintenance en équipement thermique individuel";;;"1 an";;5;"niveau 3 (niveau CAP)";"Ministère chargé de l'Éducation nationale et de Jeunesse";http://www.onisep.fr/http/redirection/formation/slug/FOR.1125;"électricité - électronique - robotique/électrotechnique ; environnement - énergies - propreté/énergies ; construction - architecture - travaux publics/équipement technique ; environnement - énergies - propreté/gestion de l'eau"
227;BTS;"brevet de technicien supérieur";"BTS Fluides, énergies, domotique option B froid et conditionnement d'air";;;"2 ans";;3;"niveau 5 (bac + 2)";"Ministère chargé de l'Éducation nationale et de Jeunesse";http://www.onisep.fr/http/redirection/formation/slug/FOR.6188;"électricité - électronique - robotique/électrotechnique ; environnement - énergies - propreté/énergies ; construction - architecture - travaux publics/équipement technique"
227;;"diplôme d'ingénieur";"diplôme d'ingénieur de l'École centrale de Lyon spécialité énergétique en partenariat avec l'ITII de Lyon";;;"3 ans";;1;"niveau 7 (bac + 5)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.6196;"environnement - énergies - propreté/énergies ; matières premières, fabrication, industries/études et développement ; armée, sécurité/sécurité prévention"
227;TP;"titre professionnel";"TP Assistant manager de l'énergétique";;;"1 an";;3;"niveau 5 (bac + 2)";"Ministère du travail, de l'emploi et du dialogue social";http://www.onisep.fr/http/redirection/formation/slug/FOR.2258;"environnement - énergies - propreté/énergies"
227;;"diplôme d'ingénieur";"diplôme d'ingénieur de l'École nationale supérieure Mines-Télécom Lille Douai spécialité génie énergétique en partenariat avec Euraénergie";;IMT-Lille-Douai;"3 ans";;1;"niveau 7 (bac + 5)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.5730;"environnement - énergies - propreté/énergies ; construction - architecture - travaux publics/équipement technique"
227;;"diplôme d'ingénieur";"diplôme d'ingénieur de l'Ecole nationale supérieure des mines de Saint-Etienne de l'Institut  Mines-Télécom spécialité énergétique";;IMT;"3 ans";;1;"niveau 7 (bac + 5)";"Ministère chargé de l'Économie et des Finances";http://www.onisep.fr/http/redirection/formation/slug/FOR.5847;"environnement - énergies - propreté/énergies"
227;;"diplôme d'ingénieur";"diplôme d'ingénieur de l'université de Perpignan spécialité énergétique";;Sup'Enr;"5 ans";;1;"niveau 7 (bac + 5)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.5737;"environnement - énergies - propreté/énergies"
230;;"diplôme des écoles d'architecture";"Diplôme d'études de deuxième cycle de l'Ecole spéciale d'architecture";;;"2 ans";;1;"niveau 7 (bac + 5)";"Ministère de la Culture et de la communication";http://www.onisep.fr/http/redirection/formation/slug/FOR.4085;"construction - architecture - travaux publics/architecture"
230;;"diplôme d'ingénieur";"diplôme d'ingénieur spécialisé en infrastructures et géotechnique de l'Institut supérieur du bâtiment et des travaux publics";;ISBA-TP;"2 ans";;1;"niveau 7 (bac + 5)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.1418;"construction - architecture - travaux publics/bureau d'études BTP ; construction - architecture - travaux publics/génie civil ; construction - architecture - travaux publics/génie civil, construction (généralités) ; construction - architecture - travaux publics/maçonnerie béton armé ; sciences/physique ; sciences/sciences de la Terre"
230;;"formation d'école spécialisée";"Responsable de chantier";;;"2 ans";;3;"niveau 5 (bac + 2)";"Chambre de commerce et d'industrie";http://www.onisep.fr/http/redirection/formation/slug/FOR.4320;"construction - architecture - travaux publics/génie civil ; construction - architecture - travaux publics/génie civil, construction (généralités) ; construction - architecture - travaux publics/travaux publics"
230;"mastère spé.";"mastère spécialisé";"mastère spé. Management et techniques en entreprise générale (ESTP)";;;"2 ans";;0;"non inscrit au RNCP";;http://www.onisep.fr/http/redirection/formation/slug/FOR.4389;"environnement - énergies - propreté/environnement (généralités) ; construction - architecture - travaux publics/génie civil, construction (généralités) ; matières premières, fabrication, industries/génie industriel"
230;;"diplôme d'ingénieur";"diplôme d'ingénieur de l'Institut national des sciences appliquées Hauts-de-France spécialité génie civil et bâtiment";;"INSA HF";"5 ans";;1;"niveau 7 (bac + 5)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.5729;"construction - architecture - travaux publics/génie civil ; construction - architecture - travaux publics/génie civil, construction (généralités)"
230;;"diplôme des écoles d'architecture";"DPEA Architecture et philosophie";;;"1 an";;0;"non inscrit au RNCP";"Ministère de la Culture et de la communication";http://www.onisep.fr/http/redirection/formation/slug/FOR.2622;"construction - architecture - travaux publics/architecture"
230;;"diplôme des écoles d'architecture";"Diplôme de spécialisation et d'approfondissement architecte-urbaniste";;DSA;"2 ans";;1;"niveau 7 (bac + 5)";"Ministère de la Culture et de la communication";http://www.onisep.fr/http/redirection/formation/slug/FOR.2125;"construction - architecture - travaux publics/architecture"
230;;"diplôme des écoles d'architecture";"DPEA Métropoles d'Asie Pacifique";;;"1 an";;0;"non inscrit au RNCP";"Ministère de la Culture et de la communication";http://www.onisep.fr/http/redirection/formation/slug/FOR.2690;"construction - architecture - travaux publics/architecture"
230;;"diplôme des écoles d'architecture";"DPEA Culture numérique et patrimoine architectural";;;"1 an";;0;"non inscrit au RNCP";"Ministère de la Culture et de la communication";http://www.onisep.fr/http/redirection/formation/slug/FOR.2851;"construction - architecture - travaux publics/architecture ; information-communication, audiovisuel/multimédia"
230;"mastère spé.";"mastère spécialisé";"mastère spé. Architecture et scénographie (ENSA Belleville)";;;"2 ans";;0;"non inscrit au RNCP";;http://www.onisep.fr/http/redirection/formation/slug/FOR.3911;"construction - architecture - travaux publics/architecture ; arts, culture, artisanat/arts appliqués"
230;;"diplôme des écoles d'architecture";"Double cursus architecte-ingénieur";;;"7 ans";;1;"niveau 7 (bac + 5)";"Ministère de la Culture et de la communication";http://www.onisep.fr/http/redirection/formation/slug/FOR.2871;"construction - architecture - travaux publics/architecture ; construction - architecture - travaux publics/génie civil, construction (généralités)"
230;;"diplôme d'ingénieur";"diplôme d'ingénieur de l'Institut supérieur aquitain du bâtiment et des travaux publics de l'université de Pau";;"ISA BTP";"5 ans";;1;"niveau 7 (bac + 5)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.2133;"mécanique/construction navale ; environnement - énergies - propreté/énergies ; construction - architecture - travaux publics/génie civil ; construction - architecture - travaux publics/génie civil, construction (généralités) ; matières premières, fabrication, industries/génie industriel ; informatique, internet/systèmes et réseaux ; électricité - électronique - robotique/télécommunications"
230;;"diplôme des écoles d'architecture";"Habilitation à l'exercice de la maîtrise d'oeuvre en son nom propre";;HMONP;"1 an";;1;"niveau 7 (bac + 5)";"Ministère de la Culture et de la communication";http://www.onisep.fr/http/redirection/formation/slug/FOR.2766;"construction - architecture - travaux publics/architecture"
230;"mastère spé.";"mastère spécialisé";"mastère spé. Aménagement et maîtrise d'ouvrage urbaine (École des Ponts ParisTech)";;;"1 an";;0;"non inscrit au RNCP";;http://www.onisep.fr/http/redirection/formation/slug/FOR.1420;"environnement - énergies - propreté/aménagement du territoire ; construction - architecture - travaux publics/génie civil"
230;;"formation d'école spécialisée";"Bachelor design d'espace";;;"3 ans";;0;"non inscrit au RNCP";;http://www.onisep.fr/http/redirection/formation/slug/FOR.1061;"arts, culture, artisanat/arts appliqués ; arts, culture, artisanat/arts graphiques"
230;"mastère spé.";"mastère spécialisé";"mastère spé. Management dans les entreprises de construction (ESTP)";;;"1 an";;0;"non inscrit au RNCP";;http://www.onisep.fr/http/redirection/formation/slug/FOR.1734;"gestion des entreprises, comptabilité/administration de l'entreprise ; construction - architecture - travaux publics/génie civil, construction (généralités)"
230;;"diplôme des écoles d'architecture";"Diplôme d'architecte de l'institut national des sciences appliquées de Strasbourg";;;"4 ans";;1;"niveau 7 (bac + 5)";"Ministère chargé de l'Éducation nationale et de Jeunesse";http://www.onisep.fr/http/redirection/formation/slug/FOR.559;"construction - architecture - travaux publics/architecture"
230;;"classe de 2nde professionnelle";"2nde pro métiers des études et de la modélisation numérique du bâtiment";;;"1 an";;0;"non inscrit au RNCP";"Ministère chargé de l'Éducation nationale et de Jeunesse";http://www.onisep.fr/http/redirection/formation/slug/FOR.821;"construction - architecture - travaux publics/bureau d'études BTP ; construction - architecture - travaux publics/génie civil, construction (généralités)"
230;;"formation d'école spécialisée";"Diplôme de scénographie costumes (ESAD Strasbourg)";;;"3 ans";;0;"non inscrit au RNCP";"Ministère de la Culture et de la communication";http://www.onisep.fr/http/redirection/formation/slug/FOR.388;"arts, culture, artisanat/arts appliqués ; arts, culture, artisanat/arts du spectacle"
230;;"baccalauréat professionnel";"bac pro Artisanat et métiers d'art option marchandisage visuel";;;"3 ans";;4;"niveau 4 (bac ou équivalent)";"Ministère chargé de l'Éducation nationale et de Jeunesse";http://www.onisep.fr/http/redirection/formation/slug/FOR.6009;"construction - architecture - travaux publics/agencement ; arts, culture, artisanat/arts graphiques ; commerce, marketing, vente/grande distribution et petits commerces"
230;;"diplôme d'ingénieur";"diplôme d'ingénieur du CNAM spécialité construction et aménagement";;Cnam;"3 ans";;1;"niveau 7 (bac + 5)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.5914;"environnement - énergies - propreté/aménagement du territoire ; construction - architecture - travaux publics/bureau d'études BTP ; construction - architecture - travaux publics/génie civil ; sciences/sciences de la Terre ; construction - architecture - travaux publics/travaux publics"
230;DMA;"diplôme des métiers d'art";"DMA Décor architectural option matériaux de synthèse";;;"2 ans";;3;"niveau 5 (bac + 2)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.5279;"arts, culture, artisanat/arts appliqués ; matières premières, fabrication, industries/matériaux"
230;DEUST;"diplôme d'études universitaires scientifiques et techniques";"DEUST Bâtiment et construction";;;"2 ans";;3;"niveau 5 (bac + 2)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.5759;"construction - architecture - travaux publics/génie civil ; construction - architecture - travaux publics/génie civil, construction (généralités)"
230;DMA;"diplôme des métiers d'art";"DMA Décor architectural option métal";;;"2 ans";;3;"niveau 5 (bac + 2)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.6185;"arts, culture, artisanat/artisanat d'art ; arts, culture, artisanat/arts appliqués"
230;;"diplôme d'ingénieur";"diplôme d'ingénieur de l'École supérieure d'ingénieurs des travaux de la construction de Metz";;ESITC;"5 ans";;1;"niveau 7 (bac + 5)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.547;"construction - architecture - travaux publics/génie civil ; construction - architecture - travaux publics/génie civil, construction (généralités) ; construction - architecture - travaux publics/travaux publics"
230;;"diplôme d'ingénieur";"diplôme d'ingénieur du CNAM spécialité bâtiment et travaux publics en partenariat avec l'IST-BTP Picardie";;Cnam;"3 ans";;1;"niveau 7 (bac + 5)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.5326;"construction - architecture - travaux publics/bureau d'études BTP ; construction - architecture - travaux publics/génie civil, construction (généralités) ; construction - architecture - travaux publics/travaux publics"
230;;"diplôme d'ingénieur";"diplôme d'ingénieur de l'École polytechnique universitaire de Marseille de l'université d'Aix-Marseille spécialité génie civil";;Polytech;"3 ans";;1;"niveau 7 (bac + 5)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.5659;"environnement - énergies - propreté/environnement (généralités) ; construction - architecture - travaux publics/équipement technique ; construction - architecture - travaux publics/génie civil ; matières premières, fabrication, industries/matériaux ; sciences/physique ; construction - architecture - travaux publics/travaux publics"
230;;"baccalauréat professionnel";"bac pro Technicien d'études du bâtiment option A études et économie";;TB2E;"3 ans";;4;"niveau 4 (bac ou équivalent)";"Ministère chargé de l'Éducation nationale et de Jeunesse";http://www.onisep.fr/http/redirection/formation/slug/FOR.5601;"construction - architecture - travaux publics/bureau d'études BTP ; construction - architecture - travaux publics/génie civil, construction (généralités) ; informatique, internet/informatique industrielle et technologique"
