Id,DATE_DERNIERE_MAJ,INTERET,TYPE,THEME,EVENEMENT_CADRE,NOM_OFFRE,LIEU,RUE,CODE_POSTAL,COMMUNE,COMMUNE_INSEE,TEL,TEL_MOB,MEL,SITE_WEB,LONGITUDE,LATITUDE,GEOLOC_MANUELLE,LABEL_TOURISME_HANDICAP,MARQUES_LABELS,DATES,TARIFS
FMAAQU024V5033BX,19/04/2019,Promotion régionale,Animations locales,Artisanat # Gastronomie # Historique,,Journée Hippies ,,Place Jean Moulin,24440,BEAUMONTOIS EN PERIGORD,24028,+33 5 53 22 41 09 # +33 5 53 22 39 12,,al.beaumontois@hotmail.fr,,0.76736500,44.7689769,Oui,,,10/08/2019|10/08/2019|15:00||||,
FMAAQU064V55MIIG,23/05/2019,Promotion locale,Animations locales # Spectacle,,,Journée médiévale,,,64190,NAVARRENX,64416,+33 5 59 66 10 22,,,, -0.7599994,43.3239565,Oui,,,18/08/2019|18/08/2019|||||,
FMAAQU064V5905SK,23/05/2019,Promotion locale,Animations locales # Spectacle,,,Journée médiévale,,,64190,NAVARRENX,64416,+33 5 59 66 10 22,,,, -0.7599994,43.3239565,Oui,,,17/08/2019|17/08/2019|||||,
FMAAQU024V50D4TU,28/02/2019,Promotion régionale,Animations locales # Concert # Spectacle,Médiéval,,Journée médiévale à Issigeac ,,Place du Château,24560,ISSIGEAC,24212,+33 5 53 58 79 62,,lesmenestrels.issigeac@gmail.com,,0.60724233,44.7306038,Oui,,,11/08/2019|11/08/2019|09:00|00:00|||,
FMAAQU033V505E4O,11/03/2019,Promotion locale,Portes ouvertes # Visite,Animaux,,Journée portes ouvertes à l'Asinerie de Larrouey,1 Larrouey,,33430,GANS,33180,+33 5 56 25 31 55,+33 6 16 94 83 37,sagrandjean33@gmail.com,http://asineriedelarrouey.weebly.com, -0.1170138,44.456872,Oui,,,18/08/2019|18/08/2019|10:00|18:00|||,Gratuit|||sauf repas
FMAAQU024V5051N1,03/04/2019,Promotion locale,Portes ouvertes,Arts créatifs/Arts plastiques # Peinture,,Journée portes ouvertes: Association Lucien de Maleville ,9 rue Pontcarral,SARLAT,24250,DOMME,24152,,+33 6 58 46 23 52,,http://www.luciendemaleville.org/,1.2266630,44.8221350,,,,02/05/2019|02/05/2019|10:00|13:00||| # 11/07/2019|11/07/2019|10:00|13:00||| # 18/07/2019|18/07/2019|10:00|13:00||| # 08/08/2019|08/08/2019|10:00|13:00||| # 15/08/2019|15/08/2019|10:00|13:00||| # 22/08/2019|22/08/2019|10:00|13:00|||,
FMAAQU024V50AMMS,15/01/2019,Promotion régionale,Compétition sportive,,,Journée Sport Eté actif,Le Bourg,,24630,JUMILHAC-LE-GRAND,24218,+33 5 53 52 55 43 # +33 5 53 55 12 50,,,,1.06087102,45.4933033,Oui,,,16/08/2019|16/08/2019|10:00|22:00|||,
FMAAQU033V504TZR,01/07/2019,Promotion locale,Animations locales # Compétition sportive,,,Journée Sportive CAP33,Esplanade Dartiguelongue,Rue du commandant l'Herminier,33740,ARES,33011,+33 5 56 60 18 07,,info@ares-tourisme.com,, -1.1423390,44.7616588,Oui,,,16/08/2019|16/08/2019|12:30|16:30|||,
FMAAQU040V50LUZY,21/05/2019,Promotion régionale,Visite,Gastronomie # Patrimoine culturel,,Journée sur la côte basque française et espagnole,Départ : Office de Tourisme,Avenue des Lacs,40510,SEIGNOSSE,40296,+33 5 58 43 32 15,,,, -1.4298935,43.7078017,Oui,,,01/08/2019|01/08/2019|09:00|19:30|||,"Plein tarif|29,00|29,00|Adultes, à partir de 13 ans # Plein tarif|15,00|15,00|De 5 à 12 ans # Gratuit|||Moins de 4 ans"
FMAAQU040V50LUZZ,21/05/2019,Promotion régionale,Visite,Gastronomie # Patrimoine culturel,,Journée sur la côte basque française et espagnole,Départ : Office de Tourisme,Avenue des Lacs,40510,SEIGNOSSE,40296,+33 5 58 43 32 15,,,, -1.4298935,43.7078017,Oui,,,08/08/2019|08/08/2019|09:00|19:30|||,"Plein tarif|29,00|29,00|Adultes, à partir de 13 ans # Plein tarif|15,00|15,00|De 5 à 12 ans # Gratuit|||Moins de 4 ans"
FMAAQU040V50LV01,21/05/2019,Promotion régionale,Visite,Gastronomie # Patrimoine culturel,,Journée sur la côte basque française et espagnole,Départ : Office de Tourisme,Avenue des Lacs,40510,SEIGNOSSE,40296,+33 5 58 43 32 15,,,, -1.4298935,43.7078017,Oui,,,15/08/2019|15/08/2019|09:00|19:30|||,"Plein tarif|29,00|29,00|Adultes, à partir de 13 ans # Plein tarif|15,00|15,00|De 5 à 12 ans # Gratuit|||Moins de 4 ans"
FMAAQU040V50LV02,21/05/2019,Promotion régionale,Visite,Gastronomie # Patrimoine culturel,,Journée sur la côte basque française et espagnole,Départ : Office de Tourisme,Avenue des Lacs,40510,SEIGNOSSE,40296,+33 5 58 43 32 15,,,, -1.4298935,43.7078017,Oui,,,22/08/2019|22/08/2019|09:00|19:30|||,"Plein tarif|29,00|29,00|Adultes, à partir de 13 ans # Plein tarif|15,00|15,00|De 5 à 12 ans # Gratuit|||Moins de 4 ans"
FMAAQU040V50LV04,21/05/2019,Promotion régionale,Visite,Gastronomie # Patrimoine culturel,,Journée sur la côte basque française et espagnole,Départ : Office de Tourisme,Avenue des Lacs,40510,SEIGNOSSE,40296,+33 5 58 43 32 15,,,, -1.4298935,43.7078017,Oui,,,29/08/2019|29/08/2019|09:00|19:30|||,"Plein tarif|29,00|29,00|Adultes, à partir de 13 ans # Plein tarif|15,00|15,00|De 5 à 12 ans # Gratuit|||Moins de 4 ans"
FMAAQU040V50LKCH,16/04/2019,Promotion régionale,Animations locales # Spectacle,Tauromachie,,Journée taurine,Arènes du Plumaçon,Place des Arènes,40000,MONT-DE-MARSAN,40192,,,,http://www.lamuleta.net/?fbclid=IwAR3fTBktX23R4z2HRMRjA-88T7YwqwUi7tLLYkwqKR0L2ODuNjL28lQ7MIU, -0.502994,43.886354,Oui,,,25/08/2019|25/08/2019|09:00|20:00|||,
FMAAQU000V501P73,18/07/2019,Promotion régionale,Animation patrimoine # Animations locales # Loisir nature # Visite,Nature,,Journées chasses et pêches traditionnelles,Quartier de l'écomusée de Marquèze,Route de la Gare,40630,SABRES,40246,+33 5 24 73 37 40,,,https://www.marqueze.fr/, -0.746038,44.149296,Oui,,,24/08/2019|25/08/2019|10:00|18:00|||,"Plein tarif||14,00| # Tarif réduit||9,00|"
FMAAQU024V50BKCW,13/07/2019,Promotion régionale,Conférence,Préhistoire,,Journées de la Préhistoire - Conférence ,Auditorium du Musée ,"1, Rue du Musée",24620,LES EYZIES,24172,+33 4 92 75 21 25,+33 6 76 42 95 83,,,1.01363,44.93608,Oui,,,21/08/2018|21/08/2019|||||,
FMAAQU024V50E468,13/07/2019,Promotion locale,Animation patrimoine,Préhistoire,,Journées de la Préhistoire :   Découvrir la Préhistoire,Pôle International de la Préhistoire ,,24620,LES EYZIES,24172,+33 4 92 75 21 25,+33 6 76 42 95 83,,,1.016026,44.935307,Oui,,,12/08/2019|17/08/2019|09:30|12:00|14:30|16:30|,
FMAAQU024V50DI5T,17/04/2019,Promotion régionale,Animation patrimoine # Conférence # Visite,,,Journées de la Préhistoire de la SERPE,,,24620,LES EYZIES,24172,,,,,1.01788208,44.9348664,Oui,,,12/08/2019|21/08/2019|||||,
FMAAQU024V50DV8W,14/06/2019,Promotion locale,Animations locales,,,Joutes Nautiques,,,24120,TERRASSON-LAVILLEDIEU,24547,+33 5 53 50 37 56,,,,1.300507,45.129145,Oui,,,09/07/2019|09/07/2019|19:00|21:00||| # 16/07/2019|16/07/2019|19:00|21:00||| # 23/07/2019|23/07/2019|19:00|21:00||| # 30/07/2019|30/07/2019|19:00|21:00||| # 06/08/2019|06/08/2019|19:00|21:00||| # 13/08/2019|13/08/2019|19:00|21:00||| # 20/08/2019|20/08/2019|19:00|21:00||| # 27/08/2019|27/08/2019|19:00|21:00|||,Gratuit|||
FMAAQU024FS00AUQ,10/07/2019,Promotion régionale,Défilé Cortège Parade,Sports nautiques,,Joutes nautiques,Parvis de l'Abbaye,Boulevard Charlemagne,24310,BRANTOME EN PERIGORD,24064,,+33 6 21 69 32 87,,,0.64743154,45.3642144,Oui,,,09/08/2019|09/08/2019|21:00||||,
FMAAQU024V503HAY,10/07/2019,Promotion régionale,Défilé Cortège Parade,Sports nautiques,,Joutes nautiques,Parvis de l'Abbaye,Boulevard Charlemagne,24310,BRANTOME EN PERIGORD,24064,+33 6 21 69 32 87,,,,0.64738327,45.3642145,Oui,,,02/08/2019|02/08/2019|21:00||||,
FMAAQU024V503HAZ,10/07/2019,Promotion régionale,Défilé Cortège Parade,Sports nautiques,,Joutes nautiques,Parvis de l'Abbaye,Boulevard Charlemagne,24310,BRANTOME EN PERIGORD,24064,+33 6 21 69 32 87,,,,0.64738327,45.3642145,Oui,,,30/08/2019|30/08/2019|21:00||||,
FMAAQU024V503HB1,10/07/2019,Promotion régionale,Défilé Cortège Parade,Sports nautiques,,Joutes nautiques,Parvis de l'Abbaye,Boulevard Charlemagne,24310,BRANTOME EN PERIGORD,24064,+33 6 21 69 32 87,,,,0.64738327,45.3642145,Oui,,,23/08/2019|23/08/2019|21:00||||,
FMAAQU024V503HBI,10/07/2019,Promotion régionale,Défilé Cortège Parade,Sports nautiques,,Joutes nautiques,Parvis de l'Abbaye,Boulevard Charlemagne,24310,BRANTOME EN PERIGORD,24064,+33 6 21 69 32 87,,,,0.64738327,45.3642145,Oui,,,16/08/2019|16/08/2019|21:00||||,
FMAAQU033V50E0U4,05/06/2019,Promotion locale,Concert,Musique de variété,,"Julien  loko ""Pop Rock""",Bistrot d'Audenge,"4, avenue du vieux bourg",33980,AUDENGE,33019,+33 5 57 18 35 80,+33 6 30 65 12 60,,, -1.0120586,44.6805172,Oui,,,07/07/2019|07/07/2019|19:00|||| # 23/08/2019|23/08/2019|19:00|||| # 06/09/2019|06/09/2019|19:00||||,
FMAAQU033FS009H8,05/06/2019,Promotion nationale,Compétition sportive # Divertissement,Hippisme # Sport équestre,,Jumping national,Château de Cazeneuve,,33730,PRECHAC,33336,,+33 6 30 29 35 45,,http://www.jumping-cazeneuve.com, -0.3231525,44.3873048,Oui,,,15/08/2019|18/08/2019|||||,
FMAAQU064V59WT3D,09/04/2019,Promotion locale,Animations locales,,,Kanta Kanti,Grand Fronton municipal,Briscous,64240,BRISCOUS,64147,,,,, -1.334814,43.459516,Oui,,,10/08/2019|10/08/2019|||||,
FMAAQU064V59VVZQ,11/04/2019,Promotion locale,Concert,,,Kartsuki,Kiosque,Place Koxe Arbiza,64500,CIBOURE,64189,+33 5 59 47 64 56,,,, -1.6852389,43.3873316,Oui,,,04/08/2019|04/08/2019|11:00||||,
FMAAQU064FS00RAO,18/07/2019,Promotion locale,Animations locales,,,Kermesse,Fronton,450 avenue du Général de Gaulle,64210,GUETHARY,64249,,,,, -1.6087092,43.4241544,Oui,,,03/08/2019|03/08/2019|18:00||||,Plein tarif|||10€ enfants - 20€ adultes
FMAAQU064FS00RB4,18/07/2019,Promotion locale,Animations locales,,,Kermesse,Fronton,Avenue du Général de Gaulle,64210,GUETHARY,64249,,,,, -1.6087898,43.4241161,Oui,,,04/08/2019|04/08/2019|10:00|20:00|||,
FMAAQU040V50LC6L,10/07/2019,Promotion locale,Animations locales,,,Kermesse Les Bruyères Bénessoises,,,40230,BENESSE-MAREMNE,40036,,,,, -1.36037,43.633304,Oui,,,10/08/2019|11/08/2019|||||,
FMAAQU064V55AC1Z,09/04/2019,Promotion locale,Divertissement,Gastronomie,,Kermesse paroissiale,école St François Xavier,rue Bernard de Coral,64122,URRUGNE,64545,,,,, -1.6979670,43.3628325,Oui,,,04/08/2019|04/08/2019|12:00||||,
FMAAQU033V50RKAJ,14/07/2019,Promotion locale,Animation Jeune Public # Divertissement,,,KIDIFRUIT,Esplanade Nord ,Avenue de l'Océan,33930,VENDAYS-MONTALIVET,33540,05 56 73 32 02 ,,,, -1.1585092,45.3787366,Oui,,,16/08/2019|16/08/2019|10:00|20:00|||,Gratuit|||
FMAAQU064V5A4F3P,15/07/2019,Promotion locale,Exposition,Art contemporain,,Koloreak,Galerie d'art Arte Bideak,2 Rue Pocalette,64500,CIBOURE,64189,,,,, -1.667933,43.385257,Oui,,,20/07/2019|08/09/2019|||||,
FMAAQU040V50I99M,03/06/2019,Promotion locale,Animations locales # Compétition sportive,Course à pied # Trail,,L' Ousstrail 5° Edition,Ousse-suzan,,40110,OUSSE-SUZAN,40215,,+33 6 24 62 52 80,,https://lousstrail.wixsite.com/website-2, -0.7610200,43.956533,Oui,,,04/08/2019|04/08/2019|07:00||||,"Plein tarif|7,00|20,00|"
FMAAQU033V50PRF9,13/06/2019,Promotion locale,Animation patrimoine,Vin / œnologie / spiritueux,,L’apér'o Carrelet,Château Tour Castillon,Rue du Fort de Castillon,33340,SAINT-CHRISTOLY-MEDOC,33383,+33 5 56 41 54 98,,,, -0.81867,45.348999,Oui,,,03/07/2019|03/07/2019|18:00|19:30||| # 04/07/2019|04/07/2019|18:00|19:30||| # 10/07/2019|10/07/2019|18:00|19:30||| # 11/07/2019|11/07/2019|18:00|19:30||| # 17/07/2019|17/07/2019|18:00|19:30||| # 18/07/2019|18/07/2019|18:00|19:30||| # 22/07/2019|22/07/2019|18:00|19:30||| # 23/07/2019|23/07/2019|18:00|19:30||| # 29/07/2019|29/07/2019|18:00|19:30||| # 30/07/2019|30/07/2019|18:00|19:30||| # 05/08/2019|05/08/2019|18:00|19:30||| # 06/08/2019|06/08/2019|18:00|19:30||| # 07/08/2019|07/08/2019|18:00|19:30||| # 12/08/2019|12/08/2019|18:00|19:30||| # 19/08/2019|19/08/2019|18:00|19:30||| # 20/08/2019|20/08/2019|18:00|19:30||| # 28/08/2019|28/08/2019|18:00|19:30|||,"Plein tarif|10,00||"
FMAAQU064V5A1SMX,18/06/2019,Promotion locale,Animations locales,,,L’Art de la sieste,Bibliothèque Quintaou,12 rue Albert-le-Barillier,64600,ANGLET,64024,+33 5 59 52 17 55,,bibliotheque@anglet.fr,, -1.5132220,43.4851329,Oui,,,03/08/2019|03/08/2019|16:30||||,"Gratuit|0,00||"
FMAAQU064V5A1SNG,18/06/2019,Promotion locale,Animations locales,,,L’Art de la sieste,Bibliothèque Quintaou,12 rue Albert-le-Barillier,64600,ANGLET,64024,+33 5 59 52 17 55,,bibliotheque@anglet.fr,, -1.5132220,43.4851329,Oui,,,10/08/2019|10/08/2019|16:30||||,"Gratuit|0,00||"
FMAAQU064V5A1SNM,18/06/2019,Promotion locale,Animations locales,,,L’Art de la sieste,Bibliothèque Quintaou,12 rue Albert-le-Barillier,64600,ANGLET,64024,+33 5 59 52 17 55,,bibliotheque@anglet.fr,, -1.5132220,43.4851329,Oui,,,24/08/2019|24/08/2019|16:30||||,"Gratuit|0,00||"
FMAAQU064V59CTYY,18/02/2019,Promotion locale,Exposition,Peinture,,L’autoportrait de Clémentine-Hélène Dufau,Villa Arnaga,Route du Docteur Camino,64250,CAMBO-LES-BAINS,64160,+33 5 59 29 83 92,,,, -0.4541,43.1524,Oui,,,07/06/2019|03/11/2019|||||,
FMAAQU040V50HTMD,21/05/2019,Promotion régionale,Animation patrimoine,Historique,,"L’exposition ""l’art des chasseurs préhistoriques""",,404 Rue du Musée,40330,BRASSEMPOUY,40054,+33 5 58 89 21 73,,contact@prehistoire-brassempouy.fr,http://www.prehistoire-brassempouy.fr, -0.69483,43.63426,Oui,,,16/02/2019|01/12/2019|||||,Gratuit|||Inclus dans le billet d'entrée
FMAAQU040V50M6KR,05/07/2019,Promotion locale,Animation patrimoine # Visite,,,L’histoire de la bastide ,Le Cazérien,Place de l'Ancienne Bastide,40270,CAZERES-SUR-L'ADOUR,40080,+33 5 58 45 45 98,,tourisme@cc-paysgrenadois.fr,http://www.cc-paysgrenadois.fr/tourisme/, -0.3165946,43.7606083,Oui,,,13/08/2019|13/08/2019|10:00|12:00|||,Gratuit|||
FMAAQU047V507OUQ,26/03/2019,Promotion régionale,Animation patrimoine # Exposition,Peinture # Sculpture,,La balade des pinceaux,,,47310,MOIRAX,47169,+33 5 53 67 01 99,,moiraxtourisme@gmail.com,,0.60680500,44.121628,Oui,,,17/08/2019|18/08/2019|10:00|18:00|||,Gratuit|||
FMAAQU047V507RN3,27/02/2019,Promotion régionale,Animation patrimoine # Exposition,Artisanat # Arts créatifs/Arts plastiques # Peinture # Sculpture,,La balade des pinceaux,Foyer rural ,Place Emamnuel Labat,47310,LAPLUME,47137,+33 5 53 67 01 99,,syndicat2@wanadoo.fr,,0.52646747,44.1068386,Oui,,,17/08/2019|18/08/2019|10:00|18:00|||,Gratuit|||
FMAAQU024V5006WI,25/01/2019,Promotion locale,Visite,Historique,,La Belle Sarladaise - Visite théâtralisée en costume  ,3 rue Tourny,,24200,SARLAT-LA-CANEDA,24520,+33 5 53 31 45 45 # +33 5 53 31 45 42,,visites@sarlat-tourisme.com,http://www.sarlat-tourisme.com,1.21661782,44.8884643,Oui,,,20/04/2019|20/04/2019||||| # 27/04/2019|27/04/2019||||| # 04/05/2019|04/05/2019||||| # 11/05/2019|11/05/2019||||| # 01/06/2019|01/06/2019||||| # 03/09/2019|03/09/2019||||| # 10/09/2019|10/09/2019||||| # 01/07/2019|30/08/2019|||||,"Plein tarif|11,00|| # Tarif réduit|5,50||enfant +8 ans, étudiants, demandeurs d'emploi) "
FMAAQU024V50E4FA,14/07/2019,Promotion locale,Animations locales,,,La Biélorussie - Ensemble Maladsik,Parc de la Mairie,,24620,LES EYZIES,24172,,,,,1.0298918,44.9300468,Non,,,02/08/2019|02/08/2019|14:30||||,
FMAAQU040V50IUYX,03/06/2019,Promotion régionale,Animations locales # Divertissement # Visite,Randonnée,,La cabane des résiniers  ,55 place Georges Dufau,,40600,BISCARROSSE,40046,+33 5 58 78 20 96,,,, -1.2512425,44.4445470,Oui,,,12/08/2019|12/08/2019|10:00||15:00||,"Plein tarif|5,00|5,00|"
FMAAQU040V50IUYZ,03/06/2019,Promotion régionale,Animations locales # Divertissement # Visite,Randonnée,,La cabane des résiniers   ,55 place Georges Dufau,,40600,BISCARROSSE,40046,+33 5 58 78 20 96,,,, -1.2512425,44.4445470,Oui,,,26/08/2019|26/08/2019|10:00||15:00||,"Plein tarif|5,00|5,00|"
FMAAQU064V58JVCK,20/04/2019,Promotion locale,Animations locales,Agriculture # Animaux # Apéro-concert,,La cabane en folie,,Route d'Espagne,64570,LA PIERRE SAINT-MARTIN,64040,,+33 6 26 61 09 81,,, -0.744749,42.977181,Oui,,,07/08/2019|07/08/2019|17:30||||,Gratuit|||Entrée libre
FMAAQU064V59Y56T,20/04/2019,Promotion locale,Animations locales,Agriculture # Animaux # Apéro-concert,,La cabane en folie,,Route d'Espagne,64570,LA PIERRE SAINT-MARTIN,64040,,+33 6 26 61 09 81,,, -0.744749,42.977181,Oui,,,14/08/2019|14/08/2019|17:30||||,Gratuit|||Entrée libre
FMAAQU040V50LNK7,26/04/2019,Promotion régionale,Animations locales # Atelier/Stage/Concours,,,Là Café Galerie,Les Halles du marché,Rue Esby,40130,CAPBRETON,40065,,,,, -1.43015,43.638672,Oui,,,01/08/2019|01/08/2019|18:00|22:00|||,Gratuit|||
FMAAQU040V50LNK8,26/04/2019,Promotion régionale,Animations locales # Atelier/Stage/Concours,,,Là Café Galerie,Les Halles du marché,Rue Esby,40130,CAPBRETON,40065,,,,, -1.43015,43.638672,Oui,,,08/08/2019|08/08/2019|18:00|22:00|||,Gratuit|||
FMAAQU040V50LNK9,26/04/2019,Promotion régionale,Animations locales # Atelier/Stage/Concours,,,Là Café Galerie,Les Halles du marché,Rue Esby,40130,CAPBRETON,40065,,,,, -1.43015,43.638672,Oui,,,15/08/2019|15/08/2019|18:00|22:00|||,Gratuit|||
FMAAQU040V50LNKA,26/04/2019,Promotion régionale,Animations locales # Atelier/Stage/Concours,,,Là Café Galerie,Les Halles du marché,Rue Esby,40130,CAPBRETON,40065,,,,, -1.43015,43.638672,Oui,,,22/08/2019|22/08/2019|18:00|22:00|||,Gratuit|||
FMAAQU040V50LNKB,26/04/2019,Promotion régionale,Animations locales # Atelier/Stage/Concours,,,Là Café Galerie,Les Halles du marché,Rue Esby,40130,CAPBRETON,40065,,,,, -1.43015,43.638672,Oui,,,29/08/2019|29/08/2019|18:00|22:00|||,Gratuit|||
FMAAQU033V50F80Y,29/04/2019,Promotion régionale,Compétition sportive,Course à pied,,La Cariokate,Île aux enfants,,33990,HOURTIN,33203,,+33 7 89 52 84 26,,, -1.0844532,45.1838809,Oui,,,04/08/2019|04/08/2019|09:00||||,
FMAAQU024V50E69K,18/07/2019,Promotion locale,Conférence,,,La Chine Conquérante,Salle de la Rode,Place de la Rode,24250,DOMME,24152,,,,,1.214634,44.801262,Oui,,,31/08/2019|31/08/2019|||||,
FMAAQU040V50M2M1,20/06/2019,Promotion locale,Spectacle,,,"La cour des miracles, festival de tréteaux (Marsan sur Scènes)",derrière l'Eglise,,40090,GAILLERES,40103,,,,, -0.3721779,43.9410862,Oui,,,16/08/2019|16/08/2019|20:00|21:30|||,Gratuit|||
FMAAQU040V50M2M4,20/06/2019,Promotion locale,Spectacle,,,"La cour des miracles, festival de tréteaux (Marsan sur Scènes)",Parc Jean Rameau ,,40000,MONT-DE-MARSAN,40192,,,,, -0.4997819,43.893485,Oui,,,17/08/2019|17/08/2019|20:00|21:30|||,Gratuit|||
FMAAQU047V5059PF,26/06/2019,Promotion locale,Animations locales # Atelier/Stage/Concours # Compétition sportive,Vélo,,La course du Comité des Fêtes,dans les rues du village,,47410,LAUZUN,47142,,+33 6 47 70 01 16,,,0.46211939,44.6278238,Oui,,,10/08/2019|10/08/2019|13:30||||,
FMAAQU047V507R1O,17/07/2019,Promotion régionale,Animation patrimoine # Visite,Gastronomie # Historique,,La fabuleuse histoire du pruneau,Centre historique d'Agen,,47000,AGEN,47001,+33 5 53 47 36 09,,vincent.madaule@destination-agen.fr,http://www.destination-agen.com,0.61645837,44.2043704,Oui,,,30/08/2019|31/08/2019|14:30|16:00|||,"Plein tarif|5,00|5,00|Adultes # Gratuit|||Enfants de moins de 12 ans"
FMAAQU033V50QVLP,17/06/2019,Promotion régionale,Divertissement # Exposition # Loisir nature,Photographie,,La Fête à Léo 2019,,,33540,SAUVETERRE-DE-GUYENNE,33400,+33 5 56 71 53 45,+33 6 15 15 20 47,sauveterre@entredeuxmers.com # lesamisdeleodrouyn@gmail.com,, -0.0863928,44.6934777,Oui,,,31/08/2019|31/08/2019|08:45|20:00|||,"Gratuit||| # Plein tarif|5,00||Tarif pour la soirée à la salle Saint-Romain, sur inscription"
FMAAQU064V59VZHP,04/04/2019,Promotion locale,Animations locales,,,La fête au Port,Port des pêcheurs,Boulevard du Maréchal Leclerc,64200,BIARRITZ,64122,+33 5 59 22 44 66,,,https://www.biarritz-evenement.fr/fete-au-port/, -1.5653217,43.4829028,Oui,,,10/08/2019|10/08/2019|18:00|00:00|||,
FMAAQU033V50QIJZ,17/07/2019,Promotion locale,Animations locales,,,La fête de la rosière et du rosier ,,Place de la Prévôté,33670,CREON,33140,+33 5 57 34 54 54,,,, -0.348186,44.77495,Oui,,,24/08/2019|25/08/2019|||||,Gratuit|||
FMAAQU033V504RF5,12/07/2019,Promotion locale,Loisir nature # Visite,Nature,,La forêt en tous sens,Parc de la MGEN,Rue de la garenne,33740,ARES,33011,+33 5 56 60 18 07,,info@ares-tourisme.com,http://www.ares-tourisme.com, -1.1439117,44.7642098,Non,,,13/07/2019|13/07/2019|10:30|12:30||| # 27/07/2019|27/07/2019|10:30|12:30||| # 10/08/2019|10/08/2019|15:00|17:00||| # 24/08/2019|24/08/2019|15:00|17:00||| # 07/09/2019|07/09/2019|15:00|17:00|||,Gratuit|||Pour 1 adulte accompagnant
FMAAQU040V50FD1M,18/07/2019,Promotion régionale,Compétition sportive # Loisir nature,Course à pied,,La foulée Sabraise de Marquèze,Gare de Marquèze,,40630,SABRES,40246,,,,, -0.7473342,44.1491268,Oui,,,24/08/2019|24/08/2019|08:00|12:00|||,"Plein tarif|8,50||"
FMAAQU064V5A4CCL,16/07/2019,Promotion locale,Animations locales # Concert,,,La Garden Party du Pignada,,1 allée de l’Empereur,64600,ANGLET,64024,,,,https://www.lagarden-pignada.fr, -1.5029567,43.5085466,Oui,,,31/08/2019|31/08/2019|12:00|20:00|||,"Plein tarif|33,00||Pass adulte # Tarif réduit|12,50||Pass enfant"
FMAAQU064V59V6O7,29/03/2019,Promotion locale,Compétition sportive,Course à pied,,La Geussoise,,,64370,GEUS-D'ARZACQ,64243,,,,, -0.5213718,43.4810334,Oui,,,31/08/2019|31/08/2019|||||,
FMAAQU024V50DGIG,09/04/2019,Promotion locale,Animations locales # Marché,Gastronomie,,La grande tablée du confluent,,Limeuil,24510,LIMEUIL,24240,,,,,0.888575,44.885223,Oui,,,04/08/2019|04/08/2019|||||,
FMAAQU024V504Y1M,09/07/2019,Promotion locale,Animations locales,Gastronomie,,La grande tablée du confluent,,Place du port,24510,LIMEUIL,24240,+33 5 53 63 38 90,+33 6 19 70 70 04,,,0.88948835,44.8825010,Oui,,,04/08/2019|04/08/2019|19:00||||,
FMAAQU047V50CD9G,24/06/2019,Promotion régionale,Animation patrimoine # Divertissement # Spectacle,Historique # Patrimoine culturel,,La Guinguette Vintage de Villascopia,Villascopia,Rue de Lamarque,47240,CASTELCULIER,47051,+33 5 53 68 08 68,,info@villascopia.com,http://www.villascopia.com/,0.69038299,44.174192,Oui,,,07/08/2019|07/08/2019|17:00||||,Gratuit|||Concert gratuit
FMAAQU024V50DSWT,05/06/2019,Promotion locale,Spectacle,,,La Légende de Pia       ,,Peyzac-le-Moustier,24620,PEYZAC-LE-MOUSTIER,24326,,+33 6 58 99 64 70,medievezere@gmail.com,http://www.lesmedievalesdelavezere.e-monsite.com,1.07227986,44.9884448,Oui,,,06/08/2019|06/08/2019|22:00||||,
FMAAQU024V50DSWV,05/06/2019,Promotion locale,Spectacle,,,La Légende de Pia       ,,Peyzac-le-Moustier,24620,PEYZAC-LE-MOUSTIER,24326,,+33 6 58 99 64 70,medievezere@gmail.com,http://www.lesmedievalesdelavezere.e-monsite.com,1.07227986,44.9884448,Oui,,,07/08/2019|07/08/2019|22:00||||,
FMAAQU024V50DSWY,05/06/2019,Promotion locale,Spectacle,,,La Légende de Pia       ,,Peyzac-le-Moustier,24620,PEYZAC-LE-MOUSTIER,24326,,+33 6 58 99 64 70,medievezere@gmail.com,http://www.lesmedievalesdelavezere.e-monsite.com,1.07227986,44.9884448,Oui,,,13/08/2019|13/08/2019|22:00||||,
FMAAQU024V50DSWZ,05/06/2019,Promotion locale,Spectacle,,,La Légende de Pia       ,,Peyzac-le-Moustier,24620,PEYZAC-LE-MOUSTIER,24326,,+33 6 58 99 64 70,medievezere@gmail.com,http://www.lesmedievalesdelavezere.e-monsite.com,1.07227986,44.9884448,Oui,,,14/08/2019|14/08/2019|22:00||||,
FMAAQU024V50DSX5,05/06/2019,Promotion locale,Spectacle,,,La Légende de Pia       ,,Peyzac-le-Moustier,24620,PEYZAC-LE-MOUSTIER,24326,,+33 6 58 99 64 70,medievezere@gmail.com,http://www.lesmedievalesdelavezere.e-monsite.com,1.07227986,44.9884448,Oui,,,20/08/2019|20/08/2019|22:00||||,
FMAAQU024V50DSX7,05/06/2019,Promotion locale,Spectacle,,,La Légende de Pia       ,,Peyzac-le-Moustier,24620,PEYZAC-LE-MOUSTIER,24326,,+33 6 58 99 64 70,medievezere@gmail.com,http://www.lesmedievalesdelavezere.e-monsite.com,1.07227986,44.9884448,Oui,,,21/08/2019|21/08/2019|22:00||||,
