Id,DATE_DERNIERE_MAJ,TYPE,NOM_OFFRE,PORTE_ESCALIER,BATIMENT_RESIDENCE,RUE,LIEUDIT_BP,CODE_POSTAL,COMMUNE,COMMUNE_INSEE,TEL,TEL_MOB,SITE_WEB,LONGITUDE,LATITUDE,GEOLOC_MANUELLE,INFOS_COMPLEMENTAIRES_1,INFOS_COMPLEMENTAIRES_2,INFOS_COMPLEMENTAIRES_3,LABEL_TOURISME_HANDICAP,MARQUES_LABELS,OUVERTURE,TARIFS,VISITE_CONDITIONS_IND,VISITE_LANGUES_PARLEES,EQUIPEMENTS,SERVICES
ASCAQU040FS0015L,19/05/2015,Activité sportive,Les écuries de Vergoignan,,,,,32720,VERGOIGNAN,40001,+33 5 62 09 41 20,+33 6 80 14 36 12,www.ecuries-de-vergoignan.fr, -0.1986551,43.7200322,Oui,"
",Equitation # Equitation # Equitation # Equitation # Equitation # Equitation # Equitation # Equitation,,,Bienvenue à la Ferme,01/01/2015|31/12/2015|08:00|12:30|13:30|20:00|,"Tarif de base|9,50|40,00|40€ pour la leçon particulière et 9,50€ par heure",,,,
ASCAQU033FS000H7,03/04/2015,Activité sportive # Formule itinérante,Les Ecuries des Louves,"23 bis route de Touilla
",,,,33210,FARGUES,33164,,+33 6 42 32 32 47,, -0.2955412,44.5479234,Oui,"
",Equitation,Equestre,,Bienvenue à la Ferme,01/01/2015|31/12/2015|||||,"Tarif de base|17,00|17,00|1h de balade # Tarif de base|30,00|30,00|2h de balade # Tarif de base|90,00|90,00|Randonnée à la journée # Tarif de base|80,00|80,00|Journée de balade # Tarif de base|30,00|30,00|Attelage 1h # Tarif de base|8,00|8,00|Promenade en mains 30 minutes",,,,
ASCAQU033FS000ST,11/02/2015,Activité sportive,Les Ecuries des Trias,,,,,33920,SAINT-CHRISTOLY-DE-BLAYE,33382,,+33 6 09 44 41 49,, -0.5081830,45.1299550,,"
",Equitation,,,,01/01/2015|31/12/2015|||||,,,,,
ASCAQU033V504FU0,28/05/2015,Activité sportive,Les Ecuries du Bourdiou,,,80 route des Lacs,,33680,LE PORGE,33333,+33 5 56 26 63 74,+33 6 07 86 20 65,, -1.1057142,44.8902906,Oui,"
",Equitation,,,,01/01/2015|31/12/2015|||||,"Tarif de base|25,00|25,00|Balade en forêt du Porge. Durée 1 h # Tarif de base|45,00|45,00|Balade vers le canal des étangs. Durée 2h # Tarif de base|60,00|60,00|Balade à l’océan. Durée 3 h,  galop 4 au minimum",,,,
ASCAQU047FS00005,11/02/2015,Activité sportive,Les Ecuries du Dropt,,,,Banarge,47120,SAINT-PIERRE-SUR-DROPT,47271,+33 5 53 83 84 14,,www.ecuries-du-dropt.com,0.18642425,44.6586412,Oui,"
",Equitation # Equitation # Equitation # Equitation # Equitation # Balade à poney,,,,,,,,,
ASCAQU040FS001CB,11/02/2015,,Les écuries du Grand Ruste,"595, rte de Mont-de-Marsan
",,,,40120,POUYDESSEAUX,40234,+33 5 58 93 98 87,,http://legrandruste.fr, -0.3250966,43.9693693,Oui,"
",Equitation,,,,,,,,,
ASCAQU040FS0017C,11/02/2015,Activité sportive,Les Ecuries du Landran,,,2025 route du Landran,,40380,GAMARDE-LES-BAINS,40104,,+33 6 30 29 54 58 # +33 6 79 65 93 56,www.ecuries-landran.fr, -0.8976173,43.7154726,Oui,"
",Equitation,,,,,,,,,
ASCAQU033FS0002M,11/02/2015,Activité sportive,Les Lacs du Moulin Blanc,,,,,33920,SAINT-CHRISTOLY-DE-BLAYE,33382,+33 5 57 58 47 79,,www.cdc-saintsavin.fr, -0.4755878,45.1525665,Oui,"
",Pêche # Multisport # Equitation,,,,01/01/2015|31/12/2015|||||,Gratuit|||,,,,
ASCAQU033FS00048,11/02/2015,Activité sportive,Les Petits Chevaux,"Route des Lacs
",,,,33780,SOULAC-SUR-MER,33514,+33 5 56 73 91 01,,www.les-petits-chevaux.com, -1.1198329,45.475781,Oui,"
",Equitation,,,,01/01/2015|31/12/2015|||||,,,,,
ASCAQU024V502PQO,17/04/2015,Activité sportive,L'Eté actif sur Causses et Rivières en Périgord,,,,,24160,EXCIDEUIL,24164,+33 5 53 52 29 79,,www.naturellementperigord.fr,1.04914193,45.3352376,Oui,"
",Canoé kayak # Equitation # Escalade # Tir à l’arc,,,,13/07/2015|28/08/2015|||||,"Tarif de base|8,00|18,00|plein # Tarif réduit|5,00|12,00|avec le Pass Dordogne",,,,
ASCAQU047FS0000T,19/03/2015,Activité sportive,L'Etrier Agenais,,,25 route des Landes,,47310,ROQUEFORT,47225,+33 5 53 96 78 17,,www.etrier-agenais.ffe.com,0.587092,44.193383,Oui,"
",Equitation # Equitation # Equitation,,,,,,,,,
ASCAQU024FS000BP,17/04/2015,Activité sportive,L'étrier de Vitrac,,,,Route de Combelongue,24200,VITRAC,24587,,+33 6 87 76 90 34 # +33 6 86 66 72 06,http://etriervitrac.free.fr/,1.2219546,44.8703082,,"
",Equitation,,,,01/01/2015|31/12/2015|09:00|12:00|14:00|18:00|,"Tarif de base||25,00|Tarif pour une heure",,,,
ASCAQU033V504NAO,04/05/2015,Activité sportive,M3L au Galop,"52 rue du Général de Gaulle
",,,,33740,ARES,33011,,+33 7 62 02 78 19,http://m3laugalop.eklablog.com, -1.1404210,44.7718995,,"
",Balade à poney,,,,01/01/2015|31/12/2015|||||,"Tarif de base|30,00|30,00|Atelier de loisirs créatif - Forfait famille à partir de 3 enfants # Tarif de base|2,50|2,50|Balade en poneys (5 min) - Forfait famille à partir de 3 enfants # Tarif de base|10,00|10,00|Balade en poneys (30 min) - Forfait famille à partir de 3 enfants",,,,
ASCAQU064FS000F7,25/03/2015,Activité sportive,Office de Tourisme / Point info montagne,,Maison de la Vallée d'Ossau,Place de la Mairie,,64440,LARUNS,64320,+33 5 59 05 48 94,,www.ossau-resa.com  # www.ossau-pyrenees.com, -0.4260397,42.9880997,,"
",Randonnée pédestre # Escalade # Via ferrata # Canyoning # Canoé kayak # Hydrospeed # Rafting # Marche nordique # Raquettes # Ski de randonnée # Randonnée équestre # Remise en forme # Spéléologie # VTT,,,,01/01/2015|31/12/2015|||||,,,,,
ASCAQU040FS000A4,20/05/2015,Activité sportive,Plage du lac d'Arjuzanx,,,,,40110,ARJUZANX,40009,+33 5 58 08 11 52,,, -0.8511829,44.0151633,Oui,"Faune flore
",Randonnée équestre,,,,26/06/2015|06/09/2015|||||,,,,,
ASCAQU047FS00008,11/02/2015,Activité sportive,Poney Club de la Marsale,,,,La Marsale,47300,VILLENEUVE-SUR-LOT,47323,+33 5 53 70 72 07,+33 6 81 44 65 42,http://poney-club-marsale.com/ ,0.75672626,44.4158502,Oui,"
",Equitation # Attelage # Randonnée équestre # Balade à poney,,,Bienvenue à la Ferme # Sourire du Lot-et-Garonne,01/04/2015|30/09/2015||||| # 01/10/2015|31/12/2015|||||Dimanche - Jeudi - Lundi - Mardi - Vendredi # 01/01/2015|31/03/2015|||||Dimanche - Jeudi - Lundi - Mardi - Vendredi,"Tarif de base|443,00|948,00|Stage de 7 ou 15 jours # Tarif de base|20,00|36,00|activités équestres sur 1/2 journée ou journée en 1/2 pension # Tarif de base|5,00||balade de 30 minutes, à main en poney",,,,
ASCAQU040FS00043,11/02/2015,Activité sportive,Poney club du Grand Lio,,,1343 chemin de Lio,,40170,SAINT-JULIEN-EN-BORN,40266,+33 5 58 42 42 88,+33 6 78 48 24 74,www.grandlio.com , -1.1991539,44.0719045,Oui,"
",Equitation # Equitation # Equitation # Randonnée équestre,,,,01/01/2015|31/12/2015|||||,,,,,
ASCAQU040FS000M0,11/02/2015,Activité sportive,Poney Club Le Manège Enchanté,,,Route de Tyrosse,,40150,ANGRESSE,40004,,+33 6 84 79 42 44,, -1.3450741,43.6577041,Oui,"
",Equitation # Equitation # Equitation,,,,01/01/2015|31/12/2015|||||,,,,,
ASCAQU033FS0005U,11/02/2015,Activité sportive,Poney-Club de Bazas,"lieu-dit Garlope
",,,,33430,BAZAS,33036,+33 5 56 25 98 63,,http://poneyclubdebazas.com, -0.2581787,44.4440753,Oui,"
",Equitation,,,,01/01/2015|31/12/2015|||||,"Tarif de base|23,00|38,00|selon durée de la séance",,,,
ASCAQU047FS0000P,19/03/2015,Activité sportive,Poney-Club de Darel en Agenais,,,,Darel,47480,PONT-DU-CASSE,47209,+33 5 53 96 90 33,,,0.6812780,44.2321170,,"
",Equitation # Randonnée équestre # Equitation # Equitation # Equitation,,,,,,,,,
ASCAQU033FS000VN,06/05/2015,Activité sportive,Poney-Club du Château Perron,"Château Perron
",,,,33210,ROAILLAN,33357,,+33 6 14 51 20 64,www.poneyperron.com, -0.2760970,44.5067460,,"
",Equitation,,,,01/01/2015|31/12/2015|||||,"Tarif de base|38,00|38,00|1/2 journée # |55,00|55,00|Journée complète",,,,
ASCAQU033FS000VM,13/03/2015,Activité sportive,Poney-Club les Galop-pins,"Chemin Bacquey
",,,,33430,BERNOS-BEAULAC,33046,,+33 6 87 31 31 09,www.galop-pins.ffe.com, -0.2393388,44.376646,Oui,"
",Equitation,,,Bienvenue à la Ferme,01/01/2015|31/12/2015|||||,"Tarif de base|10,00||promenade 1/2h (3 - 9 ans) # Tarif de base|14,00||cours 1h (4 - 5 ans) # Tarif de base|17,00|24,00|cours 1h (à partir de 6 ans)",,,,
ASCAQU064FS000GT,11/02/2015,Activité sportive,Pottok land,,,,Quartier du lac,64310,SAINT-PEE-SUR-NIVELLE,64495,,+33 6 16 33 26 88,www.pottok-land.fr, -1.5264397,43.3440431,Oui,"
",Randonnée équestre # Randonnée équestre # Equitation # Equitation,,,,,,,,,
ASCAQU033FS0015B,11/02/2015,Activité sportive,Quali-Fourchon,"Majouraou
",,,,33430,SAUVIAC,33507,+33 5 56 25 56 73,,www.quali-fourchon.weebly.com, -0.1763869,44.4104987,Oui,"
",Equitation,,,,01/01/2015|31/12/2015|||||,"Tarif de base|40,00||la balade par personne (durée 1h30 - 2h)",,,,
ASCAQU033FS00062,07/05/2015,Activité sportive,Queyran'ch,"Lieu-dit Queyran
",,,,33430,BERNOS-BEAULAC,33046,+33 5 56 25 41 33,+33 6 03 19 17 89,www.queyranch.com, -0.252989,44.379777,Oui,"
",Equitation,,,,01/01/2015|31/12/2015|||||,"Tarif de base|28,00||l'heure de promenade # Tarif de base|28,00||(à partir de) cours d'équitation western / attelage",,,,
ASCAQU047FS0000U,11/02/2015,Activité sportive # Formule itinérante,Ranch du Bel Air,,,,,47350,LABRETONIE,47122,,+33 6 74 87 46 39,www.ranch-du-bel-air.com,0.37714004,44.4912399,Oui,"
",Balade à poney # Equitation # Equitation # Equitation # Equitation # Randonnée équestre,Equestre,,Bienvenue à la Ferme,01/01/2015|31/12/2015|||||,"Tarif de base|17,00||1 heure # Tarif de base|45,00||Demi-journée # Tarif de base|65,00||Journée # Tarif de base|10,00||Balade à poney # Tarif de base|180,00||Pension Poney # Tarif de base|220,00||Pension Cheval près # Tarif de base|250,00||Pension Chaval box # Tarif de base|40,00||Stage journée # Tarif de base|400,00||Stage semaine # Tarif de base|130,00||Carte de 10 heures # Tarif de base|29,00||Balade deux heures # Tarif de base|25,00||Licence - 16 ans # Tarif de base|36,00||Licence + 16 ans",,,,
ASCAQU04001WV7JQ,11/02/2015,Activité sportive,Ranch Eldorado,,,1910 Chemin d'En Hill,,40600,BISCARROSSE VILLE,40046,+33 5 58 82 89 94,+33 6 81 67 77 50,www.rancheldorado.fr, -1.1197651,44.3998511,,"
",Equitation # Equitation # Equitation,,,,01/01/2015|31/12/2015|||||,,,,,
ASCAQU047FS0000V,09/03/2015,Activité sportive,Randonnées Equestres de Claverie ,,,,Claverie,47180,SAINT-SAUVEUR-DE-MEILHAN,47277,,+33 6 14 90 90 29,http://randoequestreclaverie.wifeo.com/    , -0.001525,44.481065,Oui,"
",Equitation # Randonnée équestre,,,,01/01/2015|31/12/2015|||||,"Tarif de base|20,00||une heure adulte ou enfant",,,,
ASCAQU064FS000B9,11/02/2015,Activité sportive,SCEA Les Trois Maisons,,,,,64490,OSSE-EN-ASPE,64433,+33 5 59 34 77 89,,www.lestroismaisons.com, -0.6333446,43.0011634,Oui,"
",Equitation # VTT # Randonnée équestre,,,,01/01/2015|31/12/2015|||||,"Tarif de base|6,00|6,00|Location 2h # Tarif de base|10,00|10,00|Location 4h # Tarif de base|20,00|20,00|Location journée",,,,
ASCAQU024FS0007G,11/02/2015,Formule itinérante,Travaux et Activités du Cheval en Traction,,,,Moncalou,24250,FLORIMONT-GAUMIER,24184,,+33 6 32 74 47 01,www.cheval-en-traction.com,1.22952461,44.7110001,Oui,"
",Equitation,,,,,,,,,
ASCAQU064FS000QT,11/02/2015,Activité sportive,Ttiki Poneys Côte Basque,"Centre équestre Sainte Hélène
",,Chemin de Serres,,64310,ASCAIN,64065,+33 5 59 43 90 42,+33 6 66 88 99 81,www.poneycotebasque.fr, -1.6356593,43.3625497,Oui,"
",Equitation,,,,,,,,,
ASCAQU033FS0000G,27/03/2015,Activité sportive,Villetorte Loisirs,"30 rue du Pont Neuf
",,,,33470,LE TEICH,33527,+33 5 56 22 66 80,+33 6 66 28 21 24,www.loisirs-arcachon.com # www.leteich-tourisme.com, -1.0140895,44.6377576,Oui,"
",Canoé kayak # Randonnée équestre # Cyclotourisme,,,,15/06/2015|15/09/2015|||||,,,,,Location de vélo
ASCAQU024FS000AE,11/02/2015,Formule itinérante,Visite en calèche,"Association Calbalade
",,,,24310,SAINT-JULIEN-DE-BOURDEILLES,24430,+33 5 53 08 28 93,,,0.5898850,45.3604930,,"
",Equitation,,,,,,,,,
ASCAQU024FS000BN,02/06/2015,Activité sportive,West Wood Ranch,,,,La Donie,24530,CONDAT-SUR-TRINCOU,24129,,+33 6 88 49 58 75,www.vacances-enfants-western.fr,0.7075620,45.3815650,,"
",Equitation,,,Bienvenue à la Ferme,01/01/2015|31/12/2015|||||,"Tarif de base|25,00|25,00|Pour les adultes # Tarif réduit|15,00|15,00|Pour les enfants jusqu'à 12 ans",,,Espace jeux,
