Politique publique,Code du site,Nom du site,Adresse,code commune,commune,Statut juridique,NB_BATIMENT,NB_PARCELLE,Loyer au m²,Ratio_Eau,Ratio_Gaz,Ratio_Elec,Ratio_Fioul,Ratio_GazProp,Ratio_Total,Gaz_Prop,Gaz,Fioul,Elec,Eau,Total,Montant_TF,Mtassneuf,Mtassvet,Mtht_Annuel_Dep,Mtht_Annuel_Rec,Nombre de personne au m²,Surface de plancher (m²),ValImo,ValVNC,latitude,longitude,result_label,code insee
03 Collège et éducation,S0222,LORMONT CLG GEORGES-LAPIERRE,2 Rue Pierre Brossolette,33310,LORMONT,Propriétaire,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1359,46","6797,3","1746728,97","1502222,56",44.874214,-0.52216,Rue Pierre Brossolette 33310 Lormont,33249
03 Collège et éducation,S0223,LORMONT CLG MICHEL-MONTAIGNE,1 Rue Michel Montaigne,33310,LORMONT,Propriétaire,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1262,692","6313,46","16293382,62","15132541,62",44.871413,-0.516374,1 Rue Michel de Montaigne 33310 Lormont,33249
08 Solidarité autonomie et santé,S0226,BEGLES MDSI,13 Rue du Maréchal Joffre,33130,BEGLES,Propriétaire,1,2,0,"0,3935756982","111,5664565355","44,715506865",0,0,"156,2819634005",0,"54686,53",0,"21918,2","192,919","76604,73",0,"968758,56","852507,56",0,0,"28,833529","490,17","64590,22","56197,22",44.806365,-0.549735,13 Rue du Maréchal Joffre 33130 Bègles,33039
03 Collège et éducation,S0227,BEGLES CLG BERTHELOT,25 Rue Berthelot,33130,BEGLES,Propriétaire,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"930,07666","5580,46","753458,36","650721,36",44.807581,-0.566948,25 Rue Berthelot 33130 Bègles,33039
03 Collège et éducation,S0228,BEGLES CLG PABLO-NÉRUDA,1 Chemin de Mussonville,33130,BEGLES,Propriétaire,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"866,34283","6064,4","4118235,93","3444430,93",44.794197,-0.562393,1 Chemin de Mussonville 33130 Bègles,33039
08 Solidarité autonomie et santé,S0231,BEGLES MECS RABA,13 Avenue Lucien Lerousseau,33130,BEGLES,Propriétaire,2,2,0,"0,8388239053","170,4499611025","47,8578573016",0,0,"218,3078184041",0,"122696,7",0,34450,"603,819","157146,7",0,"1767984,4","1563811,5",0,0,0,"719,84","982013,72","773270,72",44.807804,-0.554571,13 Avenue Lucien Lerousseau 33130 Bègles,33039
06 Performance de collectivité,S0232,BORDEAUX EX-MDSI BASTIDE,23 Rue Leyronneire,33100,BORDEAUX,Propriétaire,1,3,0,"0,5153451586","118,9808866092","58,9310829011",0,0,"177,9119695103",0,"41520,76",0,"20565,18","179,84","62085,94",0,"968758,56","755631,7",0,0,"21,810625","348,97","3823119,61","3815841,61",44.844051,-0.549349,23 Rue Leyronneire 33100 Bordeaux,33063
03 Collège et éducation,S0233,BORDEAUX CLG JACQUES-ELLUL,2 Rue du Professeur Calmette,33100,BORDEAUX,Propriétaire,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"423,72144","5932,1","1819334,75","1524929,75",44.844439,-0.541399,2 Rue du Professeur Calmette 33100 Bordeaux,33063
03 Collège et éducation,S0234,BORDEAUX CLG LEONARD-LENOIR,16 Rue Léonard Lenoir,33100,BORDEAUX,Propriétaire,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1591,82","3183,64","519943,21","462935,21",44.841539,-0.553824,16 Rue Léonard Lenoir 33100 Bordeaux,33063
08 Solidarité autonomie et santé,S0236,BORDEAUX MDSI THIERS,253 Avenue Thiers,33100,BORDEAUX,Propriétaire,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1510,15","3390275,1","3389361,1",44.84821,-0.546662,253 Avenue Thiers 33100 Bordeaux,33063
03 Collège et éducation,S0237,CREON CLG FRANÇOIS-MITTERRAND,24 Bd de Verdun,33670,CREON,Propriétaire,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"576,39667","8645,95","4298945,74","3600590,74",44.772995,-0.350559,24 Boulevard de Verdun 33670 Créon,33140
03 Collège et éducation,S0238,LATRESNE CLG CAMILLE-CLAUDEL,6 Rue du stade,33360,LATRESNE,Affectataire par la loi,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"986,7254","12827,43","8318698,75","7280118,75",44.786346,-0.492574,6 Chemin du Stade 33360 Latresne,33234
03 Collège et éducation,S0238,LATRESNE CLG CAMILLE-CLAUDEL,6 Rue du stade,33360,LATRESNE,Propriétaire,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"986,7254","12827,43","8318698,75","7280118,75",44.786346,-0.492574,6 Chemin du Stade 33360 Latresne,33234
05 Mobilité,S0240,CREON CRD-SIEGE,2 Chemin Peyrouney,33670,CREON,Propriétaire,1,2,0,"0,2007739897","73,4150887812","37,3659712365",0,0,"110,7810600177",0,"27412,46",0,"13952,08","74,967","41364,54",0,"496488,78","387258,9",0,0,"31,115833","373,39","27390,45","24029,45",44.779879,-0.352254,2 Chemin Peyrouney 33670 Créon,33140
06 Performance de collectivité,S0245,CREON GIE,1 Av De l'Entre Deux Mers,33670,CREON,Propriétaire,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"888,18","11052,82","7127,82",44.773087,-0.34623,2 Avenue de l'Entre Deux Mers 33670 Créon,33140
06 Performance de collectivité,S0246,LATRESNE GIE,9 Rue du Stade,33360,LATRESNE,Propriété d'un tiers,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1261808,"1110369,6","29386,44",0,0,"921,28","1934,58","1454,58",44.787046,-0.491569,9 Chemin du Stade 33360 Latresne,33234
08 Solidarité autonomie et santé,S0247,FLOIRAC MDSI,25 Avenue du Président F. Mitterrand,33270,FLOIRAC,Propriétaire,1,1,0,"0,1503915761","92,3844474008","29,6199954818",0,0,"122,0044428826",0,"73610,08",0,"23600,62","119,829","97210,7",0,"1289659,9","1199374,4",0,0,"46,86941","796,78",79096,65522,44.832693,-0.523667,25 Avenue du Président François Mitterrand 33270 Floirac,33167
03 Collège et éducation,S0248,FLOIRAC CLG GEORGES-RAYET,42 Chemin de Cornier,33270,FLOIRAC,Propriétaire,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1011,995","6071,97","2910581,29","2709002,29",44.842111,-0.515439,42 Chemin de Cornier 33270 Floirac,33167
03 Collège et éducation,S0250,BRANNE CLG PAUL-EMILE-VICTOR,Route de Naujan,33420,BRANNE,N.R.,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5784,23","13749407,64","12339547,64",44.857084,-0.253452,Route de Branne 33420 Génissac,33185
06 Performance de collectivité,S0251,BRANNE GIE,32 Rue du Fort Bayard,33420,BRANNE,Propriétaire,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"959,47","31783,68","20142,68",44.827358,-0.184561,32 Rue Fort Bayard 33420 Branne,33071
08 Solidarité autonomie et santé,S0252,CADILLAC MDSI,21 Route de Sauveterre,33410,CADILLAC,Propriétaire,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1206,01","4611964,2","4606748,2",44.636493,-0.315872,21 Route de Sauveterre 33410 Cadillac,33081
03 Collège et éducation,S0253,CADILLAC CLG ANATOLE-FRANCE,28 Chemin des Baries,33410,CADILLAC,Propriétaire,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"788,2489","7094,24","7864569,68","6839271,68",44.630632,-0.305943,Chemin des Baries 33410 Cadillac,33081
05 Mobilité,S0254,CADILLAC CRD-CE,3 Avenue Joseph Caussil,33410,CADILLAC,Propriétaire,1,4,0,"0,4309570163","128,2107842065","16,7848058624",0,0,"144,9955900689",0,"58611,56",0,"7673,174","197,012","66284,734",0,"484379,28","377815,84","291,55",0,0,"457,15","181889,5","174269,5",44.635307,-0.312018,Avenue Joseph Caussil 33410 Cadillac,33081
06 Performance de collectivité,S0255,CADILLAC GIE,2 Av Joseph Caussil,33410,CADILLAC,Propriétaire,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1071,68","58516,97","36080,97",44.635727,-0.311297,2 Avenue Joseph Caussil 33410 Cadillac,33081
08 Solidarité autonomie et santé,S0256,LA-REOLE MDSI,9 rue Camille Braylens,33190,LA REOLE,Propriétaire,2,4,0,"0,396120953","0,6510003054","83,0352397679",0,0,"83,6862400733",0,"170,51",0,"21748,59","103,752","21919,1",0,"565839,6","411722,4",0,0,"15,407059","261,92","392255,98","322498,56",44.583801,-0.037437,,
03 Collège et éducation,S0257,LA-REOLE CLG PAUL-ESQUINANCE,1 Port Mahon,33190,LA REOLE,Propriétaire,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"721,74225","6495,68","1184847,77","988407,77",44.58414,-0.031599,Au Port Mahon 33190 La Réole,33352
05 Mobilité,S0259,LA-REOLE CRD-CE,Chemin de Peyrefitte,33190,LA REOLE,Propriétaire,1,3,0,"0,4512862164","179,5832127352","21,5472666056",0,0,"201,1304704805",0,"60805,08",0,"7295,689","152,801","68100,766",0,"484379,28","411722,4",0,0,0,"338,59","255151,37","232244,37",44.587721,-0.039788,Chemin de Peyreffite 33190 La Réole,33352
05 Mobilité,S0259,LA-REOLE CRD-CE,Chemin de Peyrefitte,33190,LA REOLE,Affectataire par la loi,2,3,0,"0,4512862164","179,5832127352","21,5472666056",0,0,"201,1304704805",0,"60805,08",0,"7295,689","152,801","68100,766",0,0,0,0,0,0,"338,59","255151,37","232244,37",44.587721,-0.039788,Chemin de Peyreffite 33190 La Réole,33352
06 Performance de collectivité,S0260,LA-REOLE IMPOTS CENTRE,10 Place Albert Riboulet,33190,LA REOLE,Propriétaire,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10086384,8472562,0,0,0,"1210,23","286601,57","244655,57",44.580797,-0.04435,10 Place Albert Rigoulet 33190 La Réole,33352
06 Performance de collectivité,S0261,LA-REOLE DIVERS (ex-GIE),8 Place Albert Rigoulet,33190,LA REOLE,Propriétaire,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1443,48","72,94",0,44.581636,-0.041977,8 Place Albert Rigoulet 33190 La Réole,33352
05 Mobilité,S0263,MONSEGUR CRD-CE,34 Route des Sources,33580,MONSEGUR,Propriétaire,1,2,0,"0,4683353275",0,"63,5997915782",0,0,"63,5997915782",0,0,0,"16478,07","121,341","16478,07",0,"181642,23","154395,89",0,0,0,"259,09","133825,32","127180,32",44.642522,0.077673,34 Route des Sources 33580 Monségur,33289
06 Performance de collectivité,S0266,MONSEGUR GIE,1 Rue de l'Hôpital,33580,MONSEGUR,Propriétaire,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1204,83","12091,29","7505,29",44.651115,0.083326,1 Rue de l'Hôpital 33580 Monségur,33289
03 Collège et éducation,S0267,PELLEGRUE CLG CHAMP-D'EYMET,8 Rue des Ecoles,33790,PELLEGRUE,Affectataire par la loi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"463,87","1391,61","280988,66","239006,66",44.743415,0.07393,8 Rue des Écoles 33790 Pellegrue,33316
03 Collège et éducation,S0267,PELLEGRUE CLG CHAMP-D'EYMET,8 Rue des Ecoles,33790,PELLEGRUE,Propriétaire,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"463,87","1391,61","280988,66","239006,66",44.743415,0.07393,8 Rue des Écoles 33790 Pellegrue,33316
06 Performance de collectivité,S0268,PELLEGRUE GIE,16 Rte de Duras,33790,PELLEGRUE,Propriétaire,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1020,13",0,0,44.742309,0.078555,16 Route de Duras 33790 Pellegrue,33316
03 Collège et éducation,S0269,RAUZAN CLG PIERRE-MARTIN,1 Le Faure,33420,RAUZAN,Propriétaire,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"553,318","2766,59","3502923,87","2960522,87",44.77779,-0.117021,LE FAURE 33420 Rauzan,33350
06 Performance de collectivité,S0270,GENSAC GIE,13 Cours de la Viguerie,33890,GENSAC,Propriétaire,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"644,83",0,0,44.803758,0.071706,13 Cours de la Viguerie 33890 Gensac,33186
06 Performance de collectivité,S0271,RAUZAN GIE,16 Rue Peyruc,33420,RAUZAN,Propriétaire,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"893,68","3607,14","2199,14",44.780184,-0.124084,16 Rue Peyruc 33420 Rauzan,33350
03 Collège et éducation,S0272,SAUVETERRE-DE-GUYENNE CLG ROBERT-BARRIÈRE,,33540,SAUVETERRE DE GUYENNE,Propriétaire,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1174,45","4697,8","650699,97","548102,97",44.686948,-0.070781,Bouey 33540 Sauveterre-de-Guyenne,33506
05 Mobilité,S0273,SAUVETERRE-DE-GUYENNE CRD-CE,42 Bd du XI Novembre,33540,SAUVETERRE DE GUYENNE,Propriétaire,2,2,0,"0,6493594467","138,0722181282","13,246207698",0,0,"151,3184286605",0,"48714,64",0,"4673,527","229,107","53388,168",0,591546,"492949,06",0,0,0,"352,82","156135,45","148986,45",44.693601,-0.088835,42 Boulevard du 11 Novembre 1918 33540 Sauveterre-de-Guyenne,33506
02 Cohésion vie sociale et épanouissement,S0274,BLASIMON BASE-SPORTS-ET-LOISIRS,5398 Fillenarde,33540,BLASIMON,Propriétaire,10,190,0,"14,0484503019",0,"85,1872917241",0,0,"85,1872917241",0,0,0,"67998,2","11213,754","67998,2",0,"1695327,5","1523116,8",0,0,0,"798,22","3216939,07","3186762,32",44.756984,-0.090487,5398 Fillenarde 33540 Blasimon,33057
06 Performance de collectivité,S0275,SAUVETERRE-DE-GUYENNE GIE,5 Rue du 8 mai 45,33540,SAUVETERRE DE GUYENNE,Propriétaire,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"901,21","21276,9","13835,9",44.692185,-0.084534,5 Rue du Huit Mai 1945 33540 Sauveterre-de-Guyenne,33506
06 Performance de collectivité,S0276,ST-MACAIRE GIE,3 Place Tourny,33490,ST MACAIRE,Propriétaire,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"912,05","32244,73","20967,73",44.563723,-0.228777,3 Place Tourny 33490 Saint-Macaire,33435
08 Solidarité autonomie et santé,S0277,STE-FOY-LA-GRANDE MDSI,85 B Rue W. Rousseau,33220,STE FOY LA GRANDE,Propriétaire,1,2,0,"0,3012994148","91,8019109041","36,4070225726",0,0,"128,2089334767",0,"38432,87",0,"15241,8","126,139","53674,67",0,"920320,6","782272,56",0,0,"38,05909","418,65","5935,78","5935,78",44.840894,0.219917,85 BIS Rue Waldeck Rousseau 33220 Sainte-Foy-la-Grande,33402
03 Collège et éducation,S0278,STE-FOY-LA-GRANDE CLG ELIE-FAURE,Port Ste Foy,33220,STE FOY LA GRANDE,Propriétaire,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"694,27625","5554,21","6567330,71","5944936,71",44.836761,0.180146,La Grace 33220 Port-Sainte-Foy-et-Ponchapt,24335
06 Performance de collectivité,S0281,STE-FOY-LA-GRANDE GIE,22 Av de Verdun,33220,STE FOY LA GRANDE,Propriétaire,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1043,77","38203,16","24740,16",44.838479,0.216206,22 Avenue de Verdun 33220 Sainte-Foy-la-Grande,33402
05 Mobilité,S0283,AUROS CRD-CE,10,33124,AUROS,Propriétaire,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"207840,62","182899,75",0,0,0,"66,16","159278,53","152361,53",44.497117,-0.139935,10 Le Pin 33124 Auros,33021
06 Performance de collectivité,S0284,AUROS GIE,84 Rte De Grignols,33124,AUROS,Propriétaire,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1021,72","13093,13","8522,13",44.492015,-0.140659,Route de Grignols 33124 Auros,33021
06 Performance de collectivité,S0285,BAZAS EX-MDSI,Rue de l'Hôpital,33430,BAZAS,Propriétaire,1,1,0,"0,6158006495","35,9147639271","69,3335415105",0,0,"105,248301274",0,"8626,008",0,"16652,53","147,903","25278,537",0,"399612,9","339670,97",0,0,"18,475384","240,18","16804,97","15023,97",44.431941,-0.208365,Rue Taillade 33430 Bazas,33036
03 Collège et éducation,S0286,BAZAS CLG AUSONE,5 Avenue F. Cazenave,33430,BAZAS,Propriétaire,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"664,99","7314,89","819177,23","654384,23",44.426896,-0.219328,5 Avenue Franck Cazenave 33430 Bazas,33036
08 Solidarité autonomie et santé,S0287,BAZAS MDSI REPUBLIQUE,14 Avenue de la République,33430,BAZAS,Propriétaire,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1366,21",5214432,5214320,44.433779,-0.22585,14 Avenue de la République 33430 Bazas,33036
06 Performance de collectivité,S0290,BAZAS GIE,8 Rte de Bordeaux,33430,BAZAS,Propriétaire,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"938,1","68491,35","41222,35",44.424037,-0.206763,8 Route de Sauviac 33430 Bazas,33036
05 Mobilité,S0291,CAPTIEUX CRD-CE,Rte de Lucmau,33840,CAPTIEUX,Propriétaire,2,1,0,"0,9211983351",0,"102,1797986642",0,0,"102,1797986642",0,0,0,"21112,39","190,338","21112,39",0,0,0,0,0,0,"206,62","740047,16","710631,49",44.295017,-0.267551,Route de Lucmau 33840 Captieux,33095
06 Performance de collectivité,S0293,CAPTIEUX GIE,54 Rte de Bazas,33840,CAPTIEUX,Propriétaire,5,4,0,"0,060731818",0,"9,6912864568",0,0,"9,6912864568",0,0,0,"9397,059","58,888","9397,059",0,0,0,0,0,0,"969,64","606,96","396,96",44.296481,-0.258865,54 Route de Bazas 33840 Captieux,33095
06 Performance de collectivité,S0296,GRIGNOLS GIE,33 Rte de Casteljaloux,33690,GRIGNOLS,Propriétaire,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1076,45","3643,15","2376,15",44.385754,-0.041638,33 Route de Casteljaloux 33690 Grignols,33195
03 Collège et éducation,S0297,LA-BREDE CLG MONTESQUIEU,14 Avenue Edouard Capdeville,33650,LABREDE,Propriétaire,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"581,8789","5236,91","12945010,33","12139136,33",44.683942,-0.529097,"14 Avenue Edouard Capdeville, 33650 La Brède",
03 Collège et éducation,S0298,LEOGNAN CLG FRANÇOIS-MAURIAC,2 Avenue de la Ferme de Richemont,33850,LEOGNAN,Propriétaire,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"691,38336","4148,3","2494707,14","2284175,14",44.728789,-0.592136,Rue de la Ferme de Richemont 33850 Léognan,33238
05 Mobilité,S0299,LA-BREDE CRD-CE,15 Allée de la Gare,33650,LABREDE,Propriétaire,2,2,0,"0,2486962299","76,2538407241","22,2757847534",0,0,"98,5296254775",0,"36729,95",0,"10729,8","119,792","47459,75",0,"808366,1","637005,3",0,0,0,"481,68","246099,47","228913,47",44.684421,-0.524092,15 Allée Barons de Lalande 33650 La Brède,33213
04 Economie solidaire,S0301,MARTILLAC CENTRE-DE-RESSOURCES,1 Allée Jean Rostand,33650,LABREDE,Propriétaire,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,6660215,"5860989,5",0,0,0,0,"17521,4","7885,4",44.713184,-0.581381,1 Allée Jean Rostand 33650 Martillac,33274
06 Performance de collectivité,S0302,CASTRES-GIRONDE GIE,46 Rue Du Président Carnot,33640,CASTRES GIRONDE,Propriétaire,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"979,03","34367,5","22008,5",44.69619,-0.442705,46 Rue du Président Carnot 33640 Castres-Gironde,33109
06 Performance de collectivité,S0303,LEOGNAN GIE,9 Av de Bordeaux,33850,LEOGNAN,Propriétaire,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1124,82","24177,27","14791,27",44.735056,-0.599433,9 Avenue de Bordeaux 33850 Léognan,33238
08 Solidarité autonomie et santé,S0304,LANGON MDSI,34  B cours Général Leclerc,33210,LANGON,Locataire,1,1,0,"0,5753195278",0,"96,8196863262",0,0,"96,8196863262",0,0,0,"79388,27","471,739","79388,27",0,0,0,"109888,62",0,"31,536922","819,96","14592,26","13649,26",44.555231,-0.251162,34 BIS Cours du Général Leclerc 33210 Langon,33227
03 Collège et éducation,S0305,LANGON CLG JULES-FERRY,22 Rue Jules Ferry,33210,LANGON,Propriétaire,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1189,33","5946,65","2277936,58","2198892,58",44.549058,-0.252896,22 Rue Jules Ferry 33210 Langon,33227
03 Collège et éducation,S0306,LANGON CLG TOULOUSE-LAUTREC,1 Avenue Léon Blum,33210,LANGON,Propriétaire,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"491,7153","8359,16","1381214,17","1254763,17",44.545152,-0.25298,1 Boulevard Léon Blum 33210 Langon,33227
06 Performance de collectivité,S0310,LANGON GIE,23 Rue Jules Ferry,33210,LANGON,Propriétaire,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3003151,5","2342439,5",0,0,0,"1803,08","123395,86","107868,86",44.549984,-0.251765,23 Rue Jules Ferry 33210 Langon,33227
03 Collège et éducation,S0311,PODENSAC CLG GEORGES-BRASSENS,3 B Rue du Mal. Joffre,33720,PODENSAC,Propriétaire,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"725,19775","6526,78","954242,24","839619,24",44.647739,-0.351659,3 BIS Cours du Mal Joffre 33720 Podensac,33327
05 Mobilité,S0312,PODENSAC CRD-CE,6 Rue du Salans,33720,PODENSAC,Propriétaire,4,8,"5,5259431339","0,4563149505",0,"24,4808036873",0,0,"24,4808036873",0,0,0,"19811,58","369,282","19811,58",0,"1295714,6","1098073,9",0,"4471,98",0,"809,27","247806,03","222719,03",44.65314,-0.35591,6 Rue Salans 33720 Podensac,33327
06 Performance de collectivité,S0315,PODENSAC GIE,23 Cours du Mal Foch,33720,PODENSAC,Propriétaire,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1162,05","679,3","448,3",44.651832,-0.357159,23 Cours du Mal Foch 33720 Podensac,33327
06 Performance de collectivité,S0316,VILLANDRAUT GIE,1 Rte De Bazas,33730,VILLANDRAUT,Propriétaire,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1021,88","1055,24","691,24",44.459947,-0.365824,1 Route Bazas 33730 Villandraut,33547
08 Solidarité autonomie et santé,S0317,VILLENAVE-D'ORNON MDSI,601 B Route de Toulouse,33140,VILLENAVE D'ORNON,Propriétaire,1,1,0,"0,225627596",0,"107,6929926065",0,0,"107,6929926065",0,0,0,"88414,87","185,238","88414,87",0,"1537904,2","1199560,6",0,0,"273,66333","820,99","85125,51","72044,51",44.782263,-0.566097,601 BIS Route de Toulouse 33140 Villenave-d'Ornon,33550
03 Collège et éducation,S0318,VILLENAVE-D'ORNON CLG CHAMBÉRY,138 Route de Léognan,33140,VILLENAVE D'ORNON,Propriétaire,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6944,47","2778764,48","2490433,48",44.756305,-0.584608,138 Route de Léognan 33140 Villenave-d'Ornon,33550
03 Collège et éducation,S0319,VILLENAVE-D'ORNON CLG PONT-DE-LA-MAYE,5 Allée du Commandant Moos,33140,VILLENAVE D'ORNON,Propriétaire,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"980,6514","6864,56","1295643,42","1147795,42",44.780443,-0.567677,5 Allée du Commandant Moos 33140 Villenave-d'Ornon,33550
08 Solidarité autonomie et santé,S0337,PAUILLAC MDSI,5 Place du Mal de Lattre de Tassigny,33250,PAUILLAC,Propriétaire,1,2,0,"0,4068145475","266,6067079421","38,8799704785",0,0,"305,4866948214",0,"65022,71",0,"9482,436","99,218","74505,15",0,"520707,72","442601,56",0,0,"18,760769","243,89","109494,61","95623,61",45.200664,-0.747978,5 Place Maréchal de Lattre de Tassigny 33250 Pauillac,33314
03 Collège et éducation,S0342,BORDEAUX CLG LA-BENATTE,51 Rue de la Benatte,33000,BORDEAUX,Propriétaire,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1486,42","116157,26","107556,26",44.844365,-0.593844,51 Rue de la Benatte 33000 Bordeaux,33063
08 Solidarité autonomie et santé,S0344,TALENCE POLE-SOLIDARITE,226 Cours Gambetta,33400,cedex TALENCE,Propriétaire,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"968758,56","891257,9",0,0,0,"2077,36","7217073,77","7216860,77",44.813679,-0.589301,226 Cours Gambetta 33400 Talence,33522
03 Collège et éducation,S0346,LE-PIAN-SUR-GARONNE CLG,1 Lalieyre nord,33490,LE PIAN SUR GARONNE,Propriétaire,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"902,05334","5412,32","1303876,37","1142865,37",44.570257,-0.228972,Lalieyre Nord 33490 Le Pian-sur-Garonne,33323
06 Performance de collectivité,S0347,PESSAC TECHNOPOLE-CONDORCET,Avenue de Gradignan,33600,PESSAC,Propriétaire,1,2,0,"0,1096128469","41,3200131675","16,2428974223",0,0,"57,5629105898",0,"288698,8",0,"113487,5","765,854","402186,3",0,5449267,4795355,0,0,"58,224167","6986,9","3613585,04","3439125,01",44.803067,-0.624978,Avenue de Gradignan 33600 Pessac,33318
03 Collège et éducation,S0348,STE-EULALIE CLG FRANÇOIS-MAURIAC,33 Rue Georges Porthmann,33560,STE EULALIE,Propriétaire,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"696,9257","4878,48","1679765,61","1477519,61",44.902475,-0.472231,33 Rue du Professeur Georges Portmann 33560 Sainte-Eulalie,33397
06 Performance de collectivité,S0350,CASTELNAU-DE-MEDOC EX-MDSI,1 Rue Gambetta,33480,CASTELNAU DE MEDOC,Propriétaire,2,4,0,"0,3685138905","60,681680809","69,2215215622",0,0,"129,9032023713",0,"20881,78",0,"23820,51","126,813","44702,29",0,"932430,1","792565,6",0,0,"26,47077","344,12","20795,66","17675,66",45.028431,-0.798684,1 Avenue Gambetta 33480 Castelnau-de-Médoc,33104
06 Performance de collectivité,S0351,CESTAS GIE,3 Av Du 19 Mars 1962,33610,CESTAS,Propriétaire,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1763,06","16796,35","10923,35",44.742328,-0.683623,3 Avenue du 19 Mars 1962 33610 Cestas,33122
