Id,DATE_DERNIERE_MAJ,TYPE,CATEGORIE,SPECIALITES,NOM_OFFRE,PORTE_ESCALIER,BATIMENT_RESIDENCE,RUE,LIEUDIT_BP,CODE_POSTAL,COMMUNE,COMMUNE_INSEE,TEL,TEL_MOB,MEL,SITE_WEB,LONGITUDE,LATITUDE,GEOLOC_MANUELLE,LABEL_TOURISME_HANDICAP,MARQUES_LABELS,CHAINES,LOGIS_CLASSEMENT,NBRE_MAX_COUVERTS,OUVERTURE,TARIFS,EQUIPEMENTS,SERVICES
RESAQU033V50D8UB,03/01/2020,Hôtel restaurant,Restaurant gastronomique,Cuisine gastronomique,Le Skiff Club,,,1 avenue Louis Gaume,,33115,LA TESTE-DE-BUCH,33529,+33 5 56 22 06 06,,,http://haitza.com, -1.2068093,44.6058932,Oui,,,,,,01/01/2020|31/12/2020|||||,,,Wifi
RESAQU064FS001I4,03/01/2020,Restaurant,Brasserie # Pizzeria # Restaurant traditionnel,Burger # Fromagerie # Glaces # Pizzas # Régionale française # Salades # Sandwichs # Tapas # Tartes # Viandes,Le Snow Bar 64,,,,,64570,ARETTE,64040,+33 5 59 66 20 60,,contact@snowbar.fr,http://www.snowbar.fr, -0.744861,42.977603,Oui,,,,,100,01/01/2020|13/04/2020|||||,"A la carte|14,50|16,20|Burgers # A la carte|10,50|15,90|Salades # A la carte|11,50|12,90|Pâtes",Bar # Matériel enfant # Terrasse,Plats à emporter # Wifi
RESAQU064FS000ES,03/01/2020,Restaurant,Restaurant traditionnel,Cuisine traditionnelle # Poisson / fruits de mer # Viandes,Le Soko-Ona,,,121 boulevard de la Mer,,64700,HENDAYE,64260,+33 5 59 48 02 48,,,https://www.casino-hendaye.com/restaurant, -1.7847928,43.3714958,Oui,,,,,90,01/01/2020|31/12/2020|||||,"Menu adulte|13,50|| # Menu enfant|8,00||",Bar # Terrasse,Banquet # Séminaire
RESAQU064V56P5CP,03/01/2020,Restaurant,Brasserie # Restaurant traditionnel,Burger # Cuisine traditionnelle # Poisson / fruits de mer # Salades,Le Sol Sol,,,123 Boulevard de la Mer,,64700,HENDAYE,64260,+33 5 35 39 83 06,,,, -1.7851456,43.3714494,Oui,,,,,26,||09:00|14:30|18:00|21:00|Jeudi # ||09:00|14:30|18:00|21:30|Lundi,,,
RESAQU033FS0009T,03/01/2020,Restaurant,Pizzeria,Cuisine européenne # Salades,Le Soleil Levant,,,204 rue Nationale,,33240,SAINT-ANDRE-DE-CUBZAC,33366,+33 5 57 43 43 94,,atnexpress1@aol.com,http://www.pizzerialesoleillevant.fr/index.html, -0.4445493,44.9966375,Oui,,,,,44,01/01/2020|31/12/2020|||||Dimanche midi,"Menu enfant|10,00|10,00| # A la carte|9,00|13,00|",Climatisation,Plats à emporter
RESAQU033FS000OU,30/01/2020,Restaurant,Pizzeria,Cuisine européenne,Le Solendo,,,60 rue Armand Caduc,,33190,LA REOLE,33352,+33 5 56 61 46 31,+33 7 70 39 82 15,lesolendo@sfr.fr,http://lesolendo.com, -0.0395475,44.5819464,Oui,,Maître Restaurateur,,,40,01/01/2020|31/12/2020|||||,"Menu adulte|12,00|25,00|",Cave à vin # Terrasse,Banquet # Plats à emporter # Traiteur # Wifi
RESAQU064FS0014B,03/01/2020,Restaurant,Restaurant traditionnel,Cuisine traditionnelle,Le Soly'Less,,,95 avenue de Montbrun,Montbrun,64600,ANGLET,64024,+33 5 59 52 92 98,,,, -1.5103628,43.5030178,Oui,,,,,70,,,Bar # Matériel enfant # Parking privé # Terrasse,Banquet # Plats à emporter # Wifi
RESAQU024FS000IL,01/03/2018,Hôtel restaurant,Restaurant à thème # Restaurant traditionnel,Cuisine gastronomique # Cuisine traditionnelle # Régionale française,Le Sorbier,,,6 route de bordeaux,,24430,RAZAC-SUR-L'ISLE,24350,+33 5 53 03 55 65,,lesorbier2@orange.fr,http://www.lesorbier.eu,0.6001980,45.1652710,,,Maître Restaurateur,,2 cocottes,60,,,Climatisation # Parking privé # Piscine # Terrasse,Banquet # Séminaire # Wifi
RESAQU064FS000M8,09/01/2020,Restaurant,Bistrot / bar à vin # Restaurant gastronomique,Cuisine gastronomique # Régionale française # Tapas,Le Sorbier,,,Col du Pourtalet,,64440,LARUNS,64320,+33 5 59 05 32 00,+33 6 88 33 07 54,contact@hotel-pourtalet.com,http://www.hotel-pourtalet.com, -0.4189931,42.8066889,Oui,,,Logis,1 cocotte,58,01/01/2020|31/12/2020|||||,Menu adulte|||Menu Tant'Aimée # Menu enfant|||Jusqu'à 12 ans,Bar,
RESAQU000V501266,06/03/2019,Restaurant,Restauration rapide,Viandes,Le Spécial Kebab,,,15 Rue Dominique de Gourgues,,40000,MONT-DE-MARSAN,40192,,,,, -0.5027573,43.8925099,Oui,,,,,,,,,
RESAQU04001G8PO8,31/01/2020,Hôtel restaurant,Restaurant gastronomique # Restaurant traditionnel,Cuisine gastronomique,Le Splendid,Cours de Verdun,,,,40100,DAX,40088,+33 5 58 35 20 10,,rsplendid@vacancesbleues.fr,, -1.0548045,43.7113097,Oui,,,,,300,01/01/2020|31/12/2020|12:00|14:00|19:00|21:45|,"A la carte|22,00|26,00|",Ascenseur # Bar # Climatisation # Jardin # Terrasse,Séminaire # Wifi
RESAQU040FS00095,31/01/2020,Restaurant,Restaurant traditionnel,Cuisine traditionnelle # Poisson / fruits de mer,Le Sporting Grill,,,119 avenue Maurice Martin,,40150,SOORTS-HOSSEGOR,40304,+33 5 58 41 99 99,,,http://www.casino-hossegor.com , -1.4348810,43.6597568,Oui,,,,,110,,,Ascenseur # Bar # Parc # Parking privé # Piscine # Terrasse,Banquet # Séminaire # Wifi
RESAQU040V50DQF7,14/01/2019,Restauration ambulante / Vente à emporter ,Restauration rapide,Sandwichs,Le Spot ,,,78 avenue du Maréchal Delattre de Tassigny,,40130,CAPBRETON,40065,,+33 6 74 56 54 41,,, -1.4446980,43.650063,Oui,,,,,,,,,
RESAQU040FS000H3,31/01/2020,Restaurant,Restaurant traditionnel # Restauration rapide,Régionale française,Le Spot,,,Le Balcon de l'Adour,,40100,DAX,40088,,+33 7 88 17 26 37,contact@lespot-dax.fr,http://lespot-dax.fr/restauration/, -1.0568106,43.7114650,Non,,,,,,02/01/2020|31/12/2020|10:00|||23:00|,"Menu adulte|10,00|14,00|3 formules midi au choix # A la carte|11,00|16,00|",Bar # Jeux pour enfants # Terrasse,
RESAQU064V504P3B,03/01/2020,Restaurant,Bistrot / bar à vin # Brasserie # Restauration rapide,Cuisine traditionnelle # Salades,Le Spot,Technopôle Izarbel,Rond Point Antoine d'Abbadie,,,64210,BIDART,64125,+33 5 59 54 85 41,,contact@le-spot.rest,http://www.le-spot.rest, -1.5559657,43.4479682,Oui,,,,,,,,Bar # Climatisation # Terrasse,Banquet # Plats à emporter
RESAQU064V5A0R59,03/01/2020,Restauration ambulante / Vente à emporter ,Guinguette # Restauration rapide,Cuisine traditionnelle,Le spot - Ste Barbe ,,,6 Promenade Feodor Chaliapine,,64500,SAINT-JEAN-DE-LUZ,64483,,+33 6 07 74 47 59,bixente.duhart@hotmail.fr,, -1.661046,43.398142,Oui,,,,,,,,,
RESAQU040V50NF8C,03/01/2020,Restauration ambulante / Vente à emporter ,Restauration rapide # Traiteur,Salades # Sandwichs # Tapas,Le Spot Beach Food,,,251 av. des Menuisiers,,40150,SOORTS-HOSSEGOR,40304,,+33 6 45 78 89 81,,https://lespotbeachfood.fr, -1.3873402,43.6724591,Oui,,,,,80,,,,Plats à emporter # Traiteur
RESAQU064V58FD6D,23/01/2019,Restaurant,Restaurant traditionnel,Régionale française # Salades # Tapas # Viandes,Le spot des 2 Jumeaux,,,1 Boulevard de la Mer,,64700,HENDAYE,64260,+33 5 59 01 88 40,,,, -1.7626139,43.3754955,Oui,,,,,,,,,
RESAQU047V50C6IG,30/01/2020,Restaurant,Restaurant gastronomique,Cuisine gastronomique,Le Square de Julien Amat,,,5 place de la Craste,,47220,ASTAFFORT,47015,+33 5 53 47 08 24,,restaurant@lesquareastaffort.fr,,0.65071851,44.0639713,Oui,,,,,90,,,Climatisation # Matériel enfant # Terrasse,Séminaire # Wifi
RESAQU064V57SROX,03/01/2020,Restaurant,Restaurant traditionnel,Cuisine traditionnelle,"Le square gourmand, chez Philippe",,,2 boulevard Jean d'Amou,,64100,BAYONNE,64102,,+33 7 67 33 67 83,,, -1.4672425,43.4949756,Oui,,,,,25,,A la carte|||Plat à la carte à partir de 8€,Bar # Terrasse,Banquet # Plats à emporter # Traiteur
RESAQU024FS0002N,31/12/2018,Restaurant,Restaurant traditionnel,Cuisine traditionnelle # Régionale française,Le St Jean,7 rue de la Mairie,,,,24800,SAINT-JEAN-DE-COLE,24425,+33 5 53 52 23 20,,,http://www.le-stjean.com,0.83855509,45.4202589,Oui,,,,,80,,,Bar # Terrasse,Wifi
RESAQU064V508ATK,30/01/2019,Restaurant,Grill # Restaurant à thème,Viandes,Le Steak House,,,62 avenue de Bayonne,Le Busquet,64600,ANGLET,64024,+33 5 59 50 02 35,,,http://www.lesteakhouse.fr, -1.5061829,43.4822790,Oui,,,,,110,,,Bar # Climatisation,Plats à emporter # Wifi
RESAQU033FS000D8,03/01/2020,Restauration ambulante / Vente à emporter ,Restauration rapide # Rôtisserie,Salades # Sandwichs,Le Stop Eat,,,Grand Crohot Océan,,33950,LEGE-CAP-FERRET,33236,,+33 6 63 43 42 88,,, -1.226595,44.79779,Oui,,,,,,,,,
RESAQU064FS0004M,03/01/2020,Restaurant,Restaurant gastronomique,Cuisine traditionnelle,Le Sud,,,44 avenue Alfred Nobel,,64000,PAU,64445,+33 5 59 02 30 64,,contact@restaurant-lesud-pau.com,http://www.restaurant-lesud-pau.com, -0.3273797,43.3087851,Oui,,Maître Restaurateur,,,80,||12:00|13:30|19:30|21:30|Dimanche,"Menu adulte|19,00|19,00|Formule du jour # A la carte|39,00|45,00|",Bar # Jardin # Parking privé # Terrasse,
RESAQU024FS000H7,03/01/2020,Restaurant,Restaurant à thème,Cuisine méditerranéenne # Cuisine traditionnelle,Le Sud,"19, rue de l'ancien pont",,"19, rue de l'ancien pont",,24100,BERGERAC,24037,+33 5 53 27 26 81,+33 6 31 67 87 79,omanihacini@hotmail.fr,,0.4838651,44.849756,Oui,,,,,40,,Menu enfant|||jusqu'à 10 ans,Climatisation # Terrasse,Plats à emporter # Traiteur
RESAQU024FS000AS,03/01/2020,Hôtel restaurant,Restaurant traditionnel,Cuisine traditionnelle # Régionale française,Le Sully,4 Place de la résistance,,,,24470,SAINT-SAUD-LACOUSSIERE,24498,+33 5 53 56 97 70,,lesully24@orange.fr,http://www.le-sully-en-perigord.com,0.81893205,45.5435691,Oui,,,,,,,,Bar # Parking privé # Terrasse,Séminaire # Wifi
RESAQU024FS0006P,28/04/2016,Restaurant,Restaurant traditionnel,Cuisine traditionnelle,Le Sully,Le Bourg,,,,24270,ANGOISSE,24008,+33 5 53 52 32 16,,,,1.1370727,45.3884646,,,,,,,,,,
RESAQU064FS00136,30/01/2019,Restaurant,Restaurant traditionnel,Régionale française # Tapas,Le Sunset,,,Plage Marinella,Promenade Littorale,64600,ANGLET,64024,+33 9 50 19 14 33,,lesunsetanglet@free.fr,, -1.5393245,43.5043892,,,,,,16,,,Bar # Terrasse,
RESAQU033FS000RC,03/01/2020,Restaurant,Pizzeria # Restaurant traditionnel,Cuisine traditionnelle,Le Surf,,,25 avenue Jean Lafitte,,33990,HOURTIN,33203,+33 5 56 09 11 39,,le-surf@wanadoo.fr,https://www.restaurant-hourtin-plage.fr/?fbclid=IwAR0O-AMctJvWb-KQOwMUsB4_Hbplr8YAG56aAYhTNRUDgBnwoqfGxLKyFfk, -1.1693967,45.2230821,Oui,,,,,,04/04/2020|31/10/2020|||||,,Bar # Parking privé # Terrasse,
RESAQU033FS001IS,03/01/2020,Restaurant,Bistrot / bar à vin,Tapas,Le Surf Café,,,7 rue Camille Pelletan,,33260,LA TESTE-DE-BUCH,33529,+33 5 56 66 38 61,,contact@surfcafe.fr,http://www.surfcafe.fr, -1.1473022,44.6387261,Oui,,,,,,01/01/2020|31/12/2020|||||,,Terrasse,
RESAQU040V5060DC,19/01/2020,Restaurant,Brasserie,Cuisine nord-américaine # Cuisine traditionnelle # Cuisine végétarienne # Poisson / fruits de mer # Salades,Le Surfing,,,6 Place des Estagnots,,40510,SEIGNOSSE,40296,+33 5 58 47 99 76,,hello@lesurfing.com,http://www.lesurfing.com, -1.4384584,43.6869456,Oui,,,,,,,,,
RESAQU047V509POC,30/01/2020,Restaurant,Restaurant traditionnel,Cuisine traditionnelle # Nouvelle cuisine française # Régionale française,Le Survolté,,,29 bis rue Voltaire,,47000,AGEN,47001,+33 7 69 71 06 88,+33 6 88 19 55 87,ttinma11@hotmail.com,,0.61430812,44.2039347,Oui,,,,,35,01/01/2020|31/12/2020|||||,"Menu adulte|9,00|39,00|Formule entrée-plat-dessert",Bar # Jeux pour enfants # Terrasse,Banquet # Plats à emporter # Wifi
RESAQU033FS000E7,03/01/2020,Restauration ambulante / Vente à emporter ,Pizzeria,Cuisine méditerranéenne,Le Tablier,,,18 bis allée Ernest de Boissière,,33980,AUDENGE,33019,+33 5 56 26 46 94,,,, -1.015923,44.683959,Oui,,,,,,,,Terrasse,Plats à emporter
RESAQU033FS000O0,03/01/2020,Restaurant,Restaurant traditionnel,Cuisine traditionnelle # Régionale française,Le Taille Roc,,,25 route de Langon,,33210,ROAILLAN,33357,+33 5 56 76 66 30,,tailleroc33210@gmail.com,, -0.2803991,44.5001422,Non,,,,,50,01/01/2020|31/12/2020|12:00|14:00|||Dimanche - Jeudi soir - Lundi soir - Mardi soir - Mercredi - Samedi soir - Vendredi soir,"Menu adulte|12,90|| # Menu enfant|9,90||",Bar # Terrasse,Plats à emporter # Wifi
RESAQU040FS000DC,30/01/2020,Restaurant,Restaurant à thème,Cuisine indienne,Le Taj,,,11 route de Tercis,,40100,DAX,40088,+33 5 58 42 38 85,,letaj40@gmail.com,, -1.0635658,43.7015561,Oui,,,,,,01/01/2020|31/12/2020|12:00|14:30|19:00|22:30|Lundi - Vendredi midi,"A la carte|10,90|16,90|",Terrasse,
RESAQU064V50B3YI,08/01/2020,Restaurant,Restaurant à thème,Cuisine méditerranéenne,Le Tajinier ,,,11 rue des entrepreneurs,,64140,BILLERE,64129,+33 5 59 62 46 10,,phcapy64@gmail.com,http://www.tajinier.fr/, -0.4091616,43.3004586,Oui,,,,,180,02/01/2020|31/12/2020|12:00|14:00|18:45|22:00|,"Menu adulte|13,90|13,90|Formule du midi en semaine # Menu adulte|19,90|19,90|Formule du soir et du week-end # Menu enfant|8,90|8,90|",Bar # Climatisation # Parking privé # Terrasse,
RESAQU040V50A6PQ,30/01/2020,Restaurant,Restaurant à thème,Cuisine méditerranéenne,Le Tajinier,,,2276 avenue de la Résistance,,40990,SAINT-PAUL-LES-DAX,40279,+33 5 58 73 99 57,,restauranttajinier@gmail.com,https://tajinier.fr/dax/, -1.0792341,43.7268295,Oui,,,,,,01/01/2020|31/12/2020|12:00|14:00|19:00|22:00|Lundi soir,"Menu adulte|12,90||Buffet à volonté le midi en semaine. # Menu adulte|18,90||Buffet à volonté les soirs et week-end.",Climatisation # Parking privé # Terrasse,
RESAQU024V507H46,01/01/2017,Restaurant,Restaurant à thème,Cuisine asiatique,Le Tan Dat,,,Place de l'église,,24110,SAINT-ASTIER,24372,,,,,0.52894633,45.1461744,Oui,,,,,,,,,
RESAQU064FS000PA,03/01/2020,Restaurant,Brasserie # Restaurant traditionnel,Burger # Cuisine traditionnelle # Cuisine végétarienne # Glaces # Poisson / fruits de mer # Régionale française # Salades # Tapas # Triperies # Viandes,Le Tandem,,,10 Place Sainte Eugénie,,64200,BIARRITZ,64122,+33 5 59 54 08 97,,tandemcafe.btz@gmail.com,, -1.5635677,43.482798,Oui,,,,,150,01/01/2020|31/12/2020|||||,"A la carte|12,00|58,00|",Climatisation # Terrasse,Banquet # Plats à emporter # Séminaire # Wifi
RESAQU040V50GFY5,29/01/2020,Restaurant,Bistrot / bar à vin,Tapas,Le Tapasoif,,,11 Avenue de l'Océan,,40660,MESSANGES,40181,+33 9 63 40 95 28,,,, -1.3796135,43.8153952,Oui,,,,,,01/01/2020|31/12/2020|||||,,Bar # Terrasse,Wifi
RESAQU024V50731F,01/01/2017,Restaurant,Restaurant traditionnel # Restauration rapide,Cuisine traditionnelle,Le taraval café,,,4 place de la cité,,24000,PERIGUEUX,24322,+33 5 53 07 06 61,,,,0.7142527,45.1818684,,,,,,,,,,
RESAQU064V5AA9BX,03/01/2020,Restaurant,Brasserie,Cuisine traditionnelle,Le Tavernier,,,19 Avenue du Maréchal Foch,,64200,BIARRITZ,64122,,+33 7 86 13 41 29,contact@letavernierbiarritz.com,, -1.558546,43.479931,Oui,,,,,,01/01/2020|31/12/2020|||||,"A la carte|9,50|21,00|",,
RESAQU064V52DFGU,08/01/2020,Restaurant,Brasserie,Cuisine traditionnelle,Le Taylor,,,11 rue Alexander Taylor,,64000,PAU,64445,+33 5 59 40 26 61,,letaylorbistro@gmail.com,, -0.3689408,43.2973423,Oui,,,,,30,02/01/2020|31/12/2020|12:00|14:30|||,"Menu adulte|12,90|12,90|Plat du jour + dessert # A la carte|9,90|9,90|Plat",Terrasse,
RESAQU033V50IQEP,03/01/2020,Restaurant,Restaurant traditionnel,Régionale française,Le Temple,,,RD 137,Le Bourg,33820,SAINT-AUBIN-DE-BLAYE,33374,,+33 6 08 16 82 36,letemple33820@gmail.com,, -0.5611390,45.2688291,Oui,,,,,,01/01/2020|31/12/2020|||||,,,
RESAQU047FS0009E,06/01/2020,Restaurant,Restaurant traditionnel,Cuisine traditionnelle,Le Temps de Vivre,,,Blanchard 318 route du péage ,Le péage ,47450,SAINT-HILAIRE-DE-LUSIGNAN,47246,+33 5 53 67 67 17,,,,0.5128420,44.2259810,,,,,,25,14/02/2020|22/12/2020|12:00|14:00|20:00|21:30|Dimanche soir - Jeudi soir - Lundi soir - Mardi soir - Mercredi soir - Samedi midi,"Menu adulte|26,00|31,00| # Menu enfant|14,00|14,00| # Menu adulte|12,00|17,00|Formule midi",Jardin # Parking privé # Terrasse,Banquet # Séminaire # Wifi
RESAQU024FS00039,31/12/2018,Restaurant,Restaurant traditionnel,Cuisine traditionnelle # Nouvelle cuisine française # Régionale française,Le Temps des Mets,,,1 Place du Vieux Pont,,24800,SAINT-JEAN-DE-COLE,24425,+33 9 67 78 25 72,,letempsdesmets24@gmail.com,facebook.comletempsdesmets24,0.83761096,45.4216634,Oui,,,,,30,,,Bar # Matériel enfant # Terrasse,
RESAQU040V50NW7P,30/01/2020,Restaurant,Crêperie,Régionale française,Le temps d'une crêp',,,181 avenue de la résistance,,40990,SAINT-PAUL-LES-DAX,40279,+33 5 58 57 63 50,,letempsdunecrep@gmail.com,https://letempsdunecrep.eatbu.com, -1.0534442,43.7239259,Non,,,,,,01/01/2020|31/12/2020|11:30|||23:00|Dimanche midi - Samedi midi,"Menu adulte|8,90|9,80| # A la carte|5,00|8,00|",Terrasse,Plats à emporter # Wifi
RESAQU024FS000MO,07/01/2020,Restaurant,Pizzeria,Cuisine végétarienne # Tartes,Le Temps d'une Pause,,,7 rue Paul Bert,,24100,BERGERAC,24037,+33 5 53 73 98 48,,,,0.48430182,44.8520997,Oui,,,,,20,01/01/2020|31/12/2020|||||Dimanche - Jeudi soir - Lundi soir - Mardi soir - Mercredi soir - Samedi soir - Vendredi soir,"Menu enfant|8,00|8,00|jusqu'à 12 ans # Menu adulte|11,00|12,00| # A la carte|||13.5 prix moyen",Terrasse,
RESAQU064FS0000S,03/01/2020,Hôtel restaurant,Restaurant traditionnel,Cuisine traditionnelle,Le Terminus,,,14 rue Saint Gilles ,,64300,ORTHEZ,64430,+33 5 59 69 02 07,,hotel.terminus.orthez@hotmail.com,, -0.7678842,43.4862911,Oui,,,,,20,07/01/2020|21/12/2020|11:00|14:00|18:00|21:00|Dimanche - Samedi,"Menu adulte|12,50||",Bar,
RESAQU047FS000LM,03/01/2020,Hôtel restaurant,Restaurant traditionnel,Cuisine traditionnelle,Le Terminus,,,2 avenue Foch,,47300,VILLENEUVE-SUR-LOT,47323,+33 5 53 49 29 02,,nicolas.weilenmann@gmail.com,,0.7023996,44.4021870,Non,,,,,110,01/01/2020|31/12/2020|09:00|14:00|18:00|23:30|Dimanche - Samedi,"Menu adulte|10,00|15,00|le midi uniquement # A la carte|6,00|19,50| # Menu enfant|8,00||Menu enfant jusqu'à et jusqu'à 12 ans",Bar # Climatisation # Terrasse,Wifi
RESAQU033FS000NG,03/01/2020,Restaurant,Restaurant gastronomique,Cuisine gastronomique,Le Tertre,,,5 rue du Tertre de la Tente,,33330,SAINT-EMILION,33394,+33 5 57 74 46 33,,restaurant.letertre@orange.fr,http://www.restaurant-le-tertre.com, -0.1561696,44.8936721,Oui,,,,,34,01/01/2020|31/12/2020|||||,"Autre tarif|7,00||Vin au verre # Autre tarif|35,00||Bouteille # Menu adulte|28,00||",Climatisation # Terrasse,
RESAQU040V50ENFO,19/01/2020,Restaurant,Restauration rapide # Salon de thé,Cuisine diététique # Salades # Sandwichs # Tartes,Le Thaïm's,,,2 Place de Castille,,40510,SEIGNOSSE,40296,,+33 7 81 13 59 19,,https://www.facebook.com/lethaims/, -1.4325231,43.7085298,Oui,,,,,,,,,
RESAQU024FS0005N,03/01/2020,Restaurant,Restaurant à thème,Cuisine européenne # Cuisine indienne # Cuisine végétarienne # Glaces # Sandwichs # Tartes,Le Thé Vert,,,Le Pont,,24250,DAGLAN,24150,+33 5 53 30 47 94,+33 6 71 18 43 55,lethevert@orange.fr,http://www.lethevert.fr,1.19630813,44.7409113,Oui,,,,,30,,,Jeux pour enfants # Terrasse,Wifi
RESAQU064FS001TD,03/01/2020,Restaurant,Brasserie,Cuisine européenne # Viandes,Le Théo,,,Cours de la République,,64330,GARLIN,64233,+33 5 59 33 64 92,,courregesn@aol.com,, -0.2718820,43.5605143,Oui,,,,,,,Menu adulte|||Menu,Terrasse,
RESAQU064V50FQWQ,03/01/2020,Restaurant,Brasserie,Cuisine traditionnelle,Le Thiers,,,3 rue Thiers,,64100,BAYONNE,64102,+33 5 59 25 52 37,,,, -1.4759562,43.493055,Oui,,,,,,,,,
RESAQU033FS000F7,03/01/2020,Restaurant,Brasserie,Cuisine traditionnelle # Poisson / fruits de mer,Le Thiers,,,9 boulevard Veyrier Montagnères,,33120,ARCACHON,33009,+33 5 56 83 33 17,,restaurantlethiers@gmail.com,http://www.lethiers.com , -1.1665540,44.6632790,,,,,,110,01/01/2020|31/12/2020|||||,,Bar # Terrasse,Séminaire
RESAQU033FS000GI,03/01/2020,Restaurant,Pizzeria # Restaurant traditionnel,Cuisine traditionnelle # Sandwichs,Le Ti Pont,,,31 Aillas Le Grand,,33124,AILLAS,33002,+33 5 56 65 30 25,,cetm33@orange.fr,, -0.021420,44.470236,Oui,,,,,90,01/01/2020|31/12/2020|||||Jeudi - Jeudi après midi - Jeudi matin - Jeudi midi - Jeudi soir - Lundi - Lundi matin - Lundi midi - Mardi - Mardi matin - Mardi midi - Mercredi - Mercredi matin - Mercredi midi - Vendredi - Vendredi après midi - Vendredi matin - Vendredi midi - Vendredi soir,"A la carte|9,00|47,00| # Menu adulte|13,00|30,00| # Menu enfant|8,50|8,50|",Bar # Terrasse,Panier randonneur # Plats à emporter
RESAQU040V501449,31/01/2020,Restaurant,Restaurant traditionnel # Restauration rapide # Salon de thé,Salades # Tartes,Le Tiap en ville,,,16 rue Saint-Vincent,,40100,DAX,40088,+33 5 58 70 68 03,,,, -1.0540151,43.7089743,Oui,,,,,40,01/01/2020|31/12/2020|10:30|||19:00|Dimanche - Lundi,,Climatisation # Terrasse,Plats à emporter # Traiteur # Wifi
RESAQU064FS0008K,03/01/2020,Restaurant,Brasserie # Restaurant traditionnel,Cuisine traditionnelle,Le Tirant d'eau,,,Place de la Fontaine,,64800,BENEJACQ,64109,+33 5 59 13 97 19,,letirantdeau@gmail.com,, -0.2091499,43.1899611,Oui,,Café de Pays,,,60,01/01/2020|31/12/2020|||||,"Menu enfant|8,00|8,00|Pour les moins de 12 ans # Menu adulte|12,00|16,00|Menu ""Bâtelet"" avec buffets d'entrées et de desserts # Menu adulte|14,00|14,00|Menu ""Fluvial"" entrée + plat ou plat + dessert # Menu adulte|16,00|16,00|Menu ""Mignole"" entrée plat et dessert # A la carte|9,50|16,00|",Bar # Climatisation # Matériel enfant # Parking privé # Terrasse,Banquet # Plats à emporter # Traiteur
RESAQU04001K7GJB,03/01/2020,Restaurant,Restauration rapide,Cuisine européenne,Le Tivoli,,,Promenade du Mail,,40480,VIEUX-BOUCAU,40328,+33 5 58 48 27 75,,eurltivoli@gmail.com,, -1.4040976,43.7848382,Oui,,,,,250,03/04/2020|01/11/2020|||||,"A la carte|17,00|| # Menu adulte|17,00|17,00| # Menu enfant|8,00|8,00|",Bar # Terrasse,Wifi
RESAQU040FS000QR,31/01/2020,Restaurant,Restaurant traditionnel,Cuisine asiatique,Le toky,,,44 route de Montfort,,40100,DAX,40088,+33 5 58 97 16 02,,restaurant.le.toky@gmail.com,, -1.0352453,43.7057897,Oui,,,,,,01/01/2020|31/12/2020|12:00|14:00|19:00|21:30|Mercredi,"Menu adulte|13,00||Menu du jour le midi en semaine.",Climatisation # Parking privé # Terrasse,Plats à emporter
RESAQU033V50EXE1,03/01/2020,Restaurant,Restaurant gastronomique,Cuisine asiatique # Cuisine gastronomique,Le Tokyo,,,274 route de Pauillac,,33290,LE PIAN-MEDOC,33322,+33 5 56 18 51 65,,,http://www.tokyo-restaurant.fr, -0.6292957,44.9567849,Oui,,,,,,01/01/2020|31/12/2020|||||,"A la carte|3,00|16,80| # Menu adulte|9,80|88,00|",,Wifi
RESAQU064V59JC8T,30/01/2020,Restaurant,Restaurant traditionnel,Cuisine traditionnelle,Le Toquet,,,90 place du Foyer,,64530,GER,64238,+33 9 83 06 54 35,+33 7 63 32 14 15,,, -0.0524500,43.2528539,Oui,,,,,60,,,Bar # Terrasse,Banquet # Plats à emporter # Séminaire # Traiteur # Wifi
RESAQU064V5058KQ,02/01/2018,Restaurant,Restaurant traditionnel,Cuisine traditionnelle,Le toro d'argent,,,5 boulevard Alsace Lorraine,,64100,BAYONNE,64102,+33 5 59 31 37 74,,,, -1.4692635,43.4951125,Oui,,,,,,,,,
RESAQU047FS0009S,03/01/2020,Restaurant,Brasserie,Cuisine traditionnelle,Le Tortoni,,,5 boulevard Georges Leygues,,47300,VILLENEUVE-SUR-LOT,47323,+33 5 53 70 04 02,,letortoni0906@orange.fr,http://www.tortoni.net,0.70674061,44.4082323,Oui,,,,,80,01/01/2020|30/05/2020|12:00|14:30|||Dimanche soir - Jeudi soir - Lundi soir - Mardi soir - Mercredi soir - Samedi soir - Vendredi soir # 01/06/2020|30/09/2020|12:00|14:30|19:00|21:30| # 01/11/2020|31/12/2020|12:00|14:30|||Dimanche soir - Jeudi soir - Lundi soir - Mardi soir - Mercredi soir - Samedi soir - Vendredi soir,"Menu adulte|9,00|15,00|formules uniquement le midi # Menu adulte|18,00|24,50|le menu du tortoni # A la carte|9,00|22,00| # Menu enfant|8,50||Jusqu'à 12 ans",Bar # Climatisation # Terrasse,Banquet # Wifi
RESAQU047FS0005R,03/01/2020,Restaurant,Brasserie # Pizzeria,Cuisine traditionnelle # Régionale française,Le Toscan,,,Place des Ecuries Royales,,47400,TONNEINS,47310,+33 5 53 79 53 95,,toscan.le@sfr.fr,,0.30940890,44.3898809,Oui,,,,,100,01/01/2020|31/12/2020|||||,Menu adulte|||Menu du jour,Bar # Terrasse,Séminaire
