typologie;spécialité;FINESS;nom;"type handicap principal";adresse;CP;commune;"commune (COG)";département;région;"région (COG)";"longitude (X)";"latitude (Y)";marker-url;marker-size
Etablissement;"Etablissement médicosocial";570005058;"Institut d'éducation motrice de Moselle, antenne de Saint-Avold";"Handicap moteur";"1 avenue de l'Etang";57500;Saint-Avold;57606;Moselle;Grand-Est;44;6.70531;49.129;http://opendata.onisep.fr/uploads/Image/88/52_819_picto_handicap_moteur.png;[32,32]
Etablissement;"Etablissement médicosocial";330781071;"Institut d'éducation motrice de Talence";"Handicap moteur";"rue Ronsard";33400;Talence;33522;Gironde;Nouvelle-Aquitaine;75;-0.59281998872757;44.804061889648;http://opendata.onisep.fr/uploads/Image/88/52_819_picto_handicap_moteur.png;[32,32]
Etablissement;"Etablissement médicosocial";770690287;"Institut d'éducation motrice de Voisenon";"Handicap moteur";"2 rue des Closeaux";77950;Voisenon;77528;Seine-et-Marne;Ile-de-France;11;2.6644699573517;48.570850372315;http://opendata.onisep.fr/uploads/Image/88/52_819_picto_handicap_moteur.png;[32,32]
Etablissement;"Etablissement médicosocial";770813798;"Institut d'éducation motrice Ellen Poidatz";"Handicap moteur";"1 rue du Coudray";77310;Saint-Fargeau-Ponthierry;77407;Seine-et-Marne;Ile-de-France;11;2.5124800205231;48.526138305664;http://opendata.onisep.fr/uploads/Image/88/52_819_picto_handicap_moteur.png;[32,32]
Etablissement;"Etablissement médicosocial";950690073;"Institut d'éducation motrice Fockenberghe";"Handicap moteur";"2 avenue Robert Shumann";95500;Gonesse;95277;Val-d'Oise;Ile-de-France;11;2.4492199420929;48.986400604248;http://opendata.onisep.fr/uploads/Image/88/52_819_picto_handicap_moteur.png;[32,32]
Etablissement;"Etablissement médicosocial";590785523;"Institut d'éducation motrice Jacques Collaché";"Handicap moteur";"62 rue Arago";59210;Coudekerque-Branche;59155;Nord;Hauts-de-France;32;2.3974199295044;51.020118713379;http://opendata.onisep.fr/uploads/Image/88/52_819_picto_handicap_moteur.png;[32,32]
Etablissement;"Etablissement médicosocial";440000222;"Institut d'éducation motrice la Buissonnière";"Handicap moteur";"28 rue Charles de Gaulle";44240;"La Chapelle-sur-Erdre";44035;Loire-Atlantique;"Pays de la Loire";52;-1.5500400066376;47.299499511719;http://opendata.onisep.fr/uploads/Image/88/52_819_picto_handicap_moteur.png;[32,32]
Etablissement;"Etablissement médicosocial";590796348;"Institut d'éducation motrice la Marelle";"Handicap moteur";"60 boulevard de Cambrai";59100;Roubaix;59512;Nord;Hauts-de-France;32;3.174439907074;50.691848754883;http://opendata.onisep.fr/uploads/Image/88/52_819_picto_handicap_moteur.png;[32,32]
Etablissement;"Etablissement médicosocial";810000323;"Institut d'éducation motrice Lardaillé";"Handicap moteur";"boulevard Maréchal Lyautey";81100;Castres;81065;Tarn;Occitanie;76;2.23361992836;43.61307144165;http://opendata.onisep.fr/uploads/Image/88/52_819_picto_handicap_moteur.png;[32,32]
Etablissement;"Etablissement médicosocial";680000080;"Institut d'éducation motrice les Acacias";"Handicap moteur";"18 rue d'Illzach";68120;Pfastatt;68256;Haut-Rhin;Grand-Est;44;7.3021402359009;47.768379211426;http://opendata.onisep.fr/uploads/Image/88/52_819_picto_handicap_moteur.png;[32,32]
Etablissement;"Etablissement médicosocial";120781083;"Institut d'éducation motrice les Babissous";"Handicap moteur";Saint-Mayme;12850;Onet-le-Château;12176;Aveyron;Occitanie;76;2.608558;44.373323;http://opendata.onisep.fr/uploads/Image/88/52_819_picto_handicap_moteur.png;[32,32]
Etablissement;"Etablissement médicosocial";670780303;"Institut d'éducation motrice les Grillons";"Handicap moteur";"116 route de la Ganzau";67100;Strasbourg;67482;Bas-Rhin;Grand-Est;44;7.7616589;48.5321203;http://opendata.onisep.fr/uploads/Image/88/52_819_picto_handicap_moteur.png;[32,32]
Etablissement;"Etablissement médicosocial";420780926;"Institut d'éducation motrice Maxime le Forestier";"Handicap moteur";"8 allée de la Bibliothèque";42340;Veauche;42323;Loire;Auvergne-Rhône-Alpes;84;4.2827801704407;45.561901092529;http://opendata.onisep.fr/uploads/Image/88/52_819_picto_handicap_moteur.png;[32,32]
Etablissement;"Etablissement médicosocial";760780957;"Institut d'éducation motrice Paul Durand Viel";"Handicap moteur";"22 route Croismare";76133;Saint-Martin-du-Bec;76615;Seine-Maritime;Normandie;28;0.20906999707222;49.601959228516;http://opendata.onisep.fr/uploads/Image/88/52_819_picto_handicap_moteur.png;[32,32]
Etablissement;"Etablissement médicosocial";060781119;"Institut d'éducation motrice Rossetti";"Handicap moteur";"400 boulevard de la Madeleine";6200;Nice;06088;Alpes-Maritimes;"Provence-Alpes-Côte d'Azur";93;7.2722101211548;43.6989402771;http://opendata.onisep.fr/uploads/Image/88/52_819_picto_handicap_moteur.png;[32,32]
Etablissement;"Etablissement médicosocial";590815064;"Institut d'éducation motrice Vancauwenberghe";"Handicap moteur";"boulevard Vancauwenberghe";59123;Zuydcoote;59668;Nord;Hauts-de-France;32;2.4911201000214;51.064659118652;http://opendata.onisep.fr/uploads/Image/88/52_819_picto_handicap_moteur.png;[32,32]
Etablissement;"Etablissement médicosocial";100007210;"Institut d'éducation sensorielle Chanteloup";"Handicap visuel";"11 rue de Chanteloup";10300;Sainte-Savine;10362;Aube;Grand-Est;44;4.04984998703;48.293418884277;http://opendata.onisep.fr/uploads/Image/28/53_852_picto_handicap_visuel.png;[32,32]
Etablissement;"Institut médico-éducatif";570004812;"Institut d'éducation sensorielle de Metz";"Handicap visuel";"8 rue de la Monnaie";57000;Metz;57463;Moselle;Grand-Est;44;6.1798684;49.1158155;http://opendata.onisep.fr/uploads/Image/28/53_852_picto_handicap_visuel.png;[32,32]
Etablissement;"Etablissement médicosocial";750710691;"Institut d'éducation sensorielle jeunes déficients visuels";"Handicap visuel";"88 avenue Denfert Rochereau";75014;Paris;75100;Paris;Ile-de-France;11;2.3231999874115;48.831699371338;http://opendata.onisep.fr/uploads/Image/28/53_852_picto_handicap_visuel.png;[32,32]
Etablissement;"Etablissement médicosocial";690790571;"Institut d'éducation sensorielle les Primevères";"Handicap visuel";"6 impasse des jardins";69009;Lyon;69380;Rhône;Auvergne-Rhône-Alpes;84;4.8038001060486;45.770900726318;http://opendata.onisep.fr/uploads/Image/28/53_852_picto_handicap_visuel.png;[32,32]
Etablissement;"Etablissement médicosocial";060781234;"Institut d'éducation sensorielle pour déficients auditifs de Nice";"Handicap auditif";"12 rue Berlioz";6000;Nice;06088;Alpes-Maritimes;"Provence-Alpes-Côte d'Azur";93;7.2592933;43.699584;http://opendata.onisep.fr/uploads/Image/08/51_780_picto_handicap_auditif.png;[32,32]
Etablissement;"Etablissement médicosocial";920690062;"Institut de jeunes sourds de Bourg-la-Reine";"Handicap auditif";"5 rue Ravon";92340;Bourg-la-Reine;92014;Hauts-de-Seine;Ile-de-France;11;2.3159201145172;48.779098510742;http://opendata.onisep.fr/uploads/Image/08/51_780_picto_handicap_auditif.png;[32,32]
Etablissement;"Etablissement médicosocial";630780252;"Institut départemental des jeunes sourds les Gravouses";"Handicap auditif";"4 rue Barante";63100;Clermont-Ferrand;63113;Puy-de-Dôme;Auvergne-Rhône-Alpes;84;3.0823900699616;45.776931762695;http://opendata.onisep.fr/uploads/Image/08/51_780_picto_handicap_auditif.png;[32,32]
Etablissement;"Etablissement médicosocial";060791217;"Institut les Chanterelles";"Handicap auditif";"337 chemin de la Ginestière";6200;Nice;06088;Alpes-Maritimes;"Provence-Alpes-Côte d'Azur";93;7.2722101211548;43.6989402771;http://opendata.onisep.fr/uploads/Image/08/51_780_picto_handicap_auditif.png;[32,32]
Etablissement;"Institut médico-éducatif";970467114;"Institut médico-éducatif et médico-social Charles Isautier";"Handicap moteur";"3 rue Marius et Ary Leblond";97899;Saint-Louis;97414;"La Réunion";"La Réunion";4;7.563934;47.5859949;http://opendata.onisep.fr/uploads/Image/88/52_819_picto_handicap_moteur.png;[32,32]
Etablissement;"Institut médico-éducatif";300780541;"Institut médico-éducatif la Cigale";"Handicap moteur";"250 avenue Villard de Honnecourt";30900;Nîmes;30189;Gard;Occitanie;76;4.3604001998901;43.834190368652;http://opendata.onisep.fr/uploads/Image/88/52_819_picto_handicap_moteur.png;[32,32]
Etablissement;"Etablissement médicosocial";690781166;"Institut médico-pédagogique Judith Surgot";"Handicap moteur";"3 chemin des Cytises";69340;Francheville;69089;Rhône;Auvergne-Rhône-Alpes;84;4.7703353;45.7511447;http://opendata.onisep.fr/uploads/Image/88/52_819_picto_handicap_moteur.png;[32,32]
Etablissement;"Etablissement médicosocial";330780941;"Institut national de jeunes sourds de Bordeaux";"Handicap auditif";"25 cours du Général de Gaulle";33170;Gradignan;33192;Gironde;Nouvelle-Aquitaine;75;-0.6093299984932;44.7724609375;http://opendata.onisep.fr/uploads/Image/08/51_780_picto_handicap_auditif.png;[32,32]
Etablissement;"Etablissement médicosocial";750690299;"Institut national de jeunes sourds de Paris";"Handicap auditif";"254 rue Saint-Jacques";75005;Paris;75100;Paris;Ile-de-France;11;2.354199886322;48.844699859619;http://opendata.onisep.fr/uploads/Image/08/51_780_picto_handicap_auditif.png;[32,32]
Etablissement;"Etablissement médicosocial";680000254;"Institut pour déficients sensoriels le Phare";"Handicap visuel";"16 rue de Kingersheim";68110;Illzach;68154;Haut-Rhin;Grand-Est;44;7.3469800949097;47.781440734863;http://opendata.onisep.fr/uploads/Image/28/53_852_picto_handicap_visuel.png;[32,32]
Etablissement;"Etablissement médicosocial";260000419;"Institut régional d'éducation et d'enseignement spécialisé pour déficients auditifs";"Handicap auditif";"74 rue de la Providence";26190;Saint-Laurent-en-Royans;26311;Drôme;Auvergne-Rhône-Alpes;84;5.326058;45.026927;http://opendata.onisep.fr/uploads/Image/08/51_780_picto_handicap_auditif.png;[32,32]
Etablissement;"Etablissement médicosocial";130784572;"Institut régional des sourds  de Provence les Hirondelles";"Handicap auditif";"73 traverse des Fabres";13011;Marseille;13200;Bouches-du-Rhône;"Provence-Alpes-Côte d'Azur";93;5.4773001670837;43.279800415039;http://opendata.onisep.fr/uploads/Image/08/51_780_picto_handicap_auditif.png;[32,32]
Etablissement;"Etablissement médicosocial";130797988;"Institut régional des sourds de Provence - Centre d'enseignement professionnel pour déficients auditifs la Rémusade";"Handicap auditif";"rue de Ruissatel";13011;Marseille;13200;Bouches-du-Rhône;"Provence-Alpes-Côte d'Azur";93;5.4773001670837;43.279800415039;http://opendata.onisep.fr/uploads/Image/08/51_780_picto_handicap_auditif.png;[32,32]
Etablissement;"Etablissement médicosocial";860780113;"Institution régionale de jeunes sourds de la région Poitou-Charentes";"Handicap auditif";"116 avenue de la Libération";86000;Poitiers;86194;Vienne;Nouvelle-Aquitaine;75;0.33008998632431;46.582981109619;http://opendata.onisep.fr/uploads/Image/08/51_780_picto_handicap_auditif.png;[32,32]
Service;"service d'éducation spéciale et de soins à domicile";320003700;"Pôle enfances plurielles, SESSAD régional";"Handicap auditif";"10 rue Pierre Mendès France";32000;Auch;32013;Gers;Occitanie;76;0.5960995;43.646667;http://opendata.onisep.fr/uploads/Image/39/54_801_picto_handicap_auditif_inverse.png;[32,32]
Service;"service d'éducation spéciale et de soins à domicile";430008490;"SAAAIS du CRDV de Clermont-Ferrand, antenne de Chadrac";"Handicap visuel";"67 rue de l'Aubette";43770;Chadrac;43046;Haute-Loire;Auvergne-Rhône-Alpes;84;3.902476;45.06722;http://opendata.onisep.fr/uploads/Image/8c/56_870_picto_handicap_visuel_inverse.png;[32,32]
Etablissement;"Etablissement médicosocial";600011258;"Section d'éducation motrice de Lacroix-Saint-Ouen";"Handicap moteur";"rue Gabrielle Chanel";60610;Lacroix-Saint-Ouen;60338;Oise;Hauts-de-France;32;2.7762403;49.3570728;http://opendata.onisep.fr/uploads/Image/88/52_819_picto_handicap_moteur.png;[32,32]
Service;"service d'éducation spéciale et de soins à domicile";770813913;"Service bilingue Laurent Clerc";"Handicap auditif";"7 cours des Roches";77186;Noisiel;77337;Seine-et-Marne;Ile-de-France;11;2.6281599998474;48.854999542236;http://opendata.onisep.fr/uploads/Image/39/54_801_picto_handicap_auditif_inverse.png;[32,32]
Service;"service d'éducation spéciale et de soins à domicile";910018183;"Service d'accompagnement familial et d'éducation précoce de l'Etablissement  intégré Gatinot";"Handicap auditif";"place Joffre";91230;Montgeron;91421;Essonne;Ile-de-France;11;2.4598999023438;48.704460144043;http://opendata.onisep.fr/uploads/Image/39/54_801_picto_handicap_auditif_inverse.png;[32,32]
Service;"service d'éducation spéciale et de soins à domicile";290018217;"Service d'accompagnement familial et d'éducation précoce de l'Institut pour l'insertion des déficients visuels";"Handicap visuel";"rue Alfred Sauvy";29480;"Le Relecq-Kerhuon";29235;Finistère;Bretagne;53;-4.3979802131653;48.40784072876;http://opendata.onisep.fr/uploads/Image/8c/56_870_picto_handicap_visuel_inverse.png;[32,32]
Service;"service d'éducation spéciale et de soins à domicile";120006226;"Service d'accompagnement familial et d'éducation précoce du CDDS de Rodez";"Handicap visuel";"15 boulevard François Fabié";12000;Rodez;12202;Aveyron;Occitanie;76;2.5721299648285;44.351039886475;http://opendata.onisep.fr/uploads/Image/8c/56_870_picto_handicap_visuel_inverse.png;[32,32]
Service;"service d'éducation spéciale et de soins à domicile";910018167;"Service d'accompagnement familial et d'éducation précoce du Centre Surdité Langage Albert Camus";"Handicap auditif";"allée de Nancy";91300;Massy;91377;Essonne;Ile-de-France;11;2.2720799446106;48.730529785156;http://opendata.onisep.fr/uploads/Image/39/54_801_picto_handicap_auditif_inverse.png;[32,32]
Service;"service d'éducation spéciale et de soins à domicile";310019922;"Service d'accompagnement familial et d'éducation précoce du CESDDA Paulin Andrieu";"Handicap auditif";"25 rue des 36 ponts";31400;Toulouse;31555;Haute-Garonne;Occitanie;76;1.4432499408722;43.604900360107;http://opendata.onisep.fr/uploads/Image/39/54_801_picto_handicap_auditif_inverse.png;[32,32]
Service;"service d'éducation spéciale et de soins à domicile";180006553;"Service d'accompagnement familial et d'éducation précoce l'Arbre à mots";"Handicap auditif";"6 rue de la Fontaine";18000;Bourges;18033;Cher;"Centre-Val de Loire";24;2.3881214;47.0772118;http://opendata.onisep.fr/uploads/Image/39/54_801_picto_handicap_auditif_inverse.png;[32,32]
Service;"service d'éducation spéciale et de soins à domicile";830216255;"Service d'aide à l'acquisition de l'autonomie et à l'intégration scolaire Charles Loupot";"Handicap visuel";"1139 route de Fréjus";83490;"Le Muy";83086;Var;"Provence-Alpes-Côte d'Azur";93;6.5861541;43.4684578;http://opendata.onisep.fr/uploads/Image/8c/56_870_picto_handicap_visuel_inverse.png;[32,32]
Service;"service d'éducation spéciale et de soins à domicile";360004758;"Service d'aide à l'acquisition de l'autonomie et à l'intégration scolaire de Châteauroux";"Handicap visuel";"10 rue Albert Aurier";36000;Châteauroux;36044;Indre;"Centre-Val de Loire";24;1.7065631;46.8152279;http://opendata.onisep.fr/uploads/Image/8c/56_870_picto_handicap_visuel_inverse.png;[32,32]
Service;"service d'éducation spéciale et de soins à domicile";440029726;"Service d'aide à l'acquisition de l'autonomie et à l'intégration scolaire de l'IESV La Durantière";"Handicap visuel";"14 boulevard Winston Churchill";44100;Nantes;44109;Loire-Atlantique;"Pays de la Loire";52;;;http://opendata.onisep.fr/uploads/Image/8c/56_870_picto_handicap_visuel_inverse.png;[32,32]
Service;"service d'éducation spéciale et de soins à domicile";290018217;"Service d'aide à l'acquisition de l'autonomie et à l'intégration scolaire de l'Institut pour l'insertion des déficients visuels";"Handicap visuel";"rue Alfred Sauvy";29480;"Le Relecq-Kerhuon";29235;Finistère;Bretagne;53;-4.3979802131653;48.40784072876;http://opendata.onisep.fr/uploads/Image/8c/56_870_picto_handicap_visuel_inverse.png;[32,32]
Service;"service d'éducation spéciale et de soins à domicile";770000123;"Service d'aide à l'acquisition de l'autonomie et à l'intégration scolaire de Lognes";"Handicap visuel";"18 rue de la Maison Rouge";77185;Lognes;77258;Seine-et-Marne;Ile-de-France;11;2.6324300765991;48.838241577148;http://opendata.onisep.fr/uploads/Image/8c/56_870_picto_handicap_visuel_inverse.png;[32,32]
Service;"service d'éducation spéciale et de soins à domicile";860011436;"Service d'aide à l'acquisition de l'autonomie et à l'intégration scolaire de Saint-Benoît";"Handicap visuel";"12 rue du Pré Médard";86280;Saint-Benoît;86214;Vienne;Nouvelle-Aquitaine;75;0.3663394;46.5607333;http://opendata.onisep.fr/uploads/Image/8c/56_870_picto_handicap_visuel_inverse.png;[32,32]
Service;"service d'éducation spéciale et de soins à domicile";970212973;"Service d'aide à l'acquisition de l'autonomie et à l'intégration scolaire de Schoelcher";"Handicap visuel";"20 voie principale Batelière";97233;Schoelcher;97229;Martinique;Martinique;2;-61.116600036621;14.616700172424;http://opendata.onisep.fr/uploads/Image/8c/56_870_picto_handicap_visuel_inverse.png;[32,32]
Service;"service d'éducation spéciale et de soins à domicile";330799818;"Service d'aide à l'acquisition de l'autonomie et à l'intégration scolaire du Centre Alfred Peyrelongue";"Handicap visuel";"12 rue Alfred de Musset";33565;Carbon-Blanc;33096;Gironde;Nouvelle-Aquitaine;75;-0.50619000196457;44.893989562988;http://opendata.onisep.fr/uploads/Image/8c/56_870_picto_handicap_visuel_inverse.png;[32,32]
Service;"service d'éducation spéciale et de soins à domicile";220014484;"Service d'aide à l'acquisition de l'autonomie et à l'intégration scolaire du CERADV de Plenée-Jugon";"Handicap visuel";"la Villeneuve Sainte-Odile";22640;Plenée-Jugon;22185;Côtes-d'Armor;Bretagne;53;-2.4002690315247;48.364719390869;http://opendata.onisep.fr/uploads/Image/8c/56_870_picto_handicap_visuel_inverse.png;[32,32]
Service;"service d'éducation spéciale et de soins à domicile";440043172;"Service d'aide à l'acquisition de l'autonomie et à l'intégration scolaire Les Hauts Thébaudières";"Handicap visuel";"2 rue Meuris";44100;Nantes;44109;Loire-Atlantique;"Pays de la Loire";52;;;http://opendata.onisep.fr/uploads/Image/8c/56_870_picto_handicap_visuel_inverse.png;[32,32]
Service;"service d'éducation spéciale et de soins à domicile";680017464;"Service d'aide à l'acquisition de l'autonomie et à la scolarisation de l'Institut Le Phare";"Handicap visuel";"16 rue de Kingersheim";68110;Illzach;68154;Haut-Rhin;Grand-Est;44;7.3469800949097;47.781440734863;http://opendata.onisep.fr/uploads/Image/8c/56_870_picto_handicap_visuel_inverse.png;[32,32]
Service;"service d'éducation spéciale et de soins à domicile";510023955;"Service d'aide à l'acquisition de l'autonomie et à la scolarisation de l'Institut Michel Fandre";"Handicap visuel";"51 rue Léon Mathieu";51573;Reims;51454;Marne;Grand-Est;44;4.0264401435852;49.256481170654;http://opendata.onisep.fr/uploads/Image/8c/56_870_picto_handicap_visuel_inverse.png;[32,32]
Service;"service d'éducation spéciale et de soins à domicile";080009905;"Service d'aide à l'acquisition de l'autonomie et à la scolarisation du CAES de Charleville-Mézières";"Handicap visuel";"15 avenue Jean Jaurès";8107;Charleville-Mézières;08105;Ardennes;Grand-Est;44;4.7122402191162;49.771739959717;http://opendata.onisep.fr/uploads/Image/8c/56_870_picto_handicap_visuel_inverse.png;[32,32]
Service;"service d'éducation spéciale et de soins à domicile";250011293;"Service d'aide à l'acquisition de l'autonomie et à la scolarisation du CREESDEV de Besançon";"Handicap visuel";"7 chemin des Monts-de-Brégille Haut";25000;Besançon;25056;Doubs;Bourgogne-Franche-Comté;27;;;http://opendata.onisep.fr/uploads/Image/8c/56_870_picto_handicap_visuel_inverse.png;[32,32]
Service;"service d'éducation spéciale et de soins à domicile";030785729;"Service d'aide à l'acquisition de l'autonomie et de l'intégration scolaire de l'IJA Les Charmettes";"Handicap visuel";"21 route de Bourgogne";3400;Yzeure;03321;Allier;Auvergne-Rhône-Alpes;84;3.353569984436;46.566291809082;http://opendata.onisep.fr/uploads/Image/8c/56_870_picto_handicap_visuel_inverse.png;[32,32]
Service;"service d'éducation spéciale et de soins à domicile";460786759;"Service d'aide et de soutien à l'intégration des enfants déficients sensoriels de Cahors (SAAAIS)";"Handicap visuel";"1154 chemin du Mas de Mansou";46000;Cahors;46042;Lot;Occitanie;76;1.44837;44.46525;http://opendata.onisep.fr/uploads/Image/8c/56_870_picto_handicap_visuel_inverse.png;[32,32]
Service;"service d'éducation spéciale et de soins à domicile";530033034;"Service d'éducation et de rééducation à domicile pour aveugles et amblyopes";"Handicap visuel";"3 rue Saint-André";53000;Laval;53130;Mayenne;"Pays de la Loire";52;-0.7680190205574;48.071071624756;http://opendata.onisep.fr/uploads/Image/8c/56_870_picto_handicap_visuel_inverse.png;[32,32]
Service;"service d'éducation spéciale et de soins à domicile";640795738;"Service d'éducation et de soins à domicile Jeunes Sourds de Bayonne";"Handicap auditif";"55 bis avenue du Docteur Léon Moynac";64104;Bayonne;64102;Pyrénées-Atlantiques;Nouvelle-Aquitaine;75;-1.476359963417;43.492740631104;http://opendata.onisep.fr/uploads/Image/39/54_801_picto_handicap_auditif_inverse.png;[32,32]
Service;"service d'éducation spéciale et de soins à domicile";940800121;"Service d'éducation et de soins spécialisés à domicile de Bonneuil-sur-Marne";"Handicap moteur";"1 route de l'Ile Barbière";94380;Bonneuil-sur-Marne;94011;Val-de-Marne;Ile-de-France;11;2.4875199794769;48.774040222168;http://opendata.onisep.fr/uploads/Image/58/55_831_picto_handicap_moteur_inverse.png;[32,32]
Service;"service d'éducation spéciale et de soins à domicile";380000505;"Service d'éducation et de soins spécialisés à domicile de Grenoble";"Handicap moteur";"3 rue de l'Industrie";38320;Eybens;38158;Isère;Auvergne-Rhône-Alpes;84;5.7429673;45.1586779;http://opendata.onisep.fr/uploads/Image/58/55_831_picto_handicap_moteur_inverse.png;[32,32]
Service;"service d'éducation spéciale et de soins à domicile";750002651;"Service d'éducation et de soins spécialisés à domicile de Paris";"Handicap moteur";"4 rue Zadkine";75013;Paris;75100;Paris;Ile-de-France;11;2.3666000366211;48.82740020752;http://opendata.onisep.fr/uploads/Image/58/55_831_picto_handicap_moteur_inverse.png;[32,32]
Service;"service d'éducation spéciale et de soins à domicile";620016659;"Service d'éducation et de soins spécialisés à domicile de Saint-Pol-sur-Ternoise";"Handicap moteur";"20 rue Oscar Ricque";62166;Saint-Pol-sur-Ternoise;62767;Pas-de-Calais;Hauts-de-France;32;2.336964;50.3813062;http://opendata.onisep.fr/uploads/Image/58/55_831_picto_handicap_moteur_inverse.png;[32,32]
Service;"service d'éducation spéciale et de soins à domicile";970303343;"Service d'éducation et de soutien aux malvoyants, antenne de Saint Laurent du Maroni";"Handicap visuel";"9 rue Albert Sarrault";97320;Saint-Laurent-du-Maroni;97311;Guyane;Guyane;3;-54.0275377;5.5050218;http://opendata.onisep.fr/uploads/Image/8c/56_870_picto_handicap_visuel_inverse.png;[32,32]
Service;"service d'éducation spéciale et de soins à domicile";560000093;"Service d'éducation spéciale et de soins à domicile A Denn Askell";"Handicap moteur";"14 rue Colbert";56325;Lorient;56121;Morbihan;Bretagne;53;-3.359604;47.751232;http://opendata.onisep.fr/uploads/Image/58/55_831_picto_handicap_moteur_inverse.png;[32,32]
Service;"service d'éducation spéciale et de soins à domicile";790007637;"Service d'éducation spéciale et de soins à domicile APF de Niort";"Handicap moteur";"171 avenue de Nantes";79000;Niort;79191;Deux-Sèvres;Nouvelle-Aquitaine;75;;;http://opendata.onisep.fr/uploads/Image/58/55_831_picto_handicap_moteur_inverse.png;[32,32]
Service;"service d'éducation spéciale et de soins à domicile";210985438;"Service d'éducation spéciale et de soins à domicile Clos Chauveau";"Handicap moteur";"9 rue du Fort de la Motte Giron";21000;Dijon;21231;Côte-d'Or;Bourgogne-Franche-Comté;27;5.038959980011;47.322151184082;http://opendata.onisep.fr/uploads/Image/58/55_831_picto_handicap_moteur_inverse.png;[32,32]
Service;"service d'éducation spéciale et de soins à domicile";930811435;"Service d'éducation spéciale et de soins à domicile d'Aulnay-sous-Bois";"Handicap moteur";"103 rue Pierre Jouhet";93600;Aulnay-sous-Bois;93005;Seine-Saint-Denis;Ile-de-France;11;2.5062944;48.9196027;http://opendata.onisep.fr/uploads/Image/58/55_831_picto_handicap_moteur_inverse.png;[32,32]
Service;"service d'éducation spéciale et de soins à domicile";680013810;"Service d'éducation spéciale et de soins à domicile d'Illzach";"Handicap moteur";"2 A rue des Alouettes";68110;Illzach;68154;Haut-Rhin;Grand-Est;44;7.3021402359009;47.768379211426;http://opendata.onisep.fr/uploads/Image/58/55_831_picto_handicap_moteur_inverse.png;[32,32]
Service;"service d'éducation spéciale et de soins à domicile";250004843;"Service d'éducation spéciale et de soins à domicile de Besançon";"Handicap moteur";"1 chemin Français";25000;Besançon;25056;Doubs;Bourgogne-Franche-Comté;27;6.0232801437378;47.237049102783;http://opendata.onisep.fr/uploads/Image/58/55_831_picto_handicap_moteur_inverse.png;[32,32]
Service;"service d'éducation spéciale et de soins à domicile";190001669;"Service d'éducation spéciale et de soins à domicile de Brive-la-Gaillarde";"Handicap moteur";"26 avenue Louis Pons";19100;Brive-la-Gaillarde;19031;Corrèze;Nouvelle-Aquitaine;75;;;http://opendata.onisep.fr/uploads/Image/58/55_831_picto_handicap_moteur_inverse.png;[32,32]
Service;"service d'éducation spéciale et de soins à domicile";730790300;"Service d'éducation spéciale et de soins à domicile de Chambéry";"Handicap moteur";"533 square du Docteur Zamenhof";73000;Chambéry;73065;Savoie;Auvergne-Rhône-Alpes;84;5.9236698150635;45.566898345947;http://opendata.onisep.fr/uploads/Image/58/55_831_picto_handicap_moteur_inverse.png;[32,32]
Service;"service d'éducation spéciale et de soins à domicile";770800043;"Service d'éducation spéciale et de soins à domicile de Champs-sur-Marne";"Handicap moteur";"10 allée Lorentz";77420;Champs-sur-Marne;77083;Seine-et-Marne;Ile-de-France;11;;;http://opendata.onisep.fr/uploads/Image/58/55_831_picto_handicap_moteur_inverse.png;[32,32]
Service;"service d'éducation spéciale et de soins à domicile";780802211;"Service d'éducation spéciale et de soins à domicile de Conflans-Sainte-Honorine";"Handicap moteur";"15 rue Pierre-Philippe Crépin";78700;Conflans-Sainte-Honorine;78172;Yvelines;Ile-de-France;11;;;http://opendata.onisep.fr/uploads/Image/58/55_831_picto_handicap_moteur_inverse.png;[32,32]
Service;"service d'éducation spéciale et de soins à domicile";050006386;"Service d'éducation spéciale et de soins à domicile de Gap";"Handicap moteur";"Les Marronniers";5000;Gap;05061;Hautes-Alpes;"Provence-Alpes-Côte d'Azur";93;6.0759012;44.5599012;http://opendata.onisep.fr/uploads/Image/58/55_831_picto_handicap_moteur_inverse.png;[32,32]
Service;"service d'éducation spéciale et de soins à domicile";920803434;"Service d'éducation spéciale et de soins à domicile de l'EREA de Vaucresson";"Handicap moteur";"131 avenue de La Celle Saint Cloud";92420;Vaucresson;92076;Hauts-de-Seine;Ile-de-France;11;2.158936;48.8468356;http://opendata.onisep.fr/uploads/Image/58/55_831_picto_handicap_moteur_inverse.png;[32,32]
Service;"service d'éducation spéciale et de soins à domicile";100008952;"Service d'éducation spéciale et de soins à domicile de l'IEM Chanteloup";"Handicap moteur";"11 rue de Chanteloup";10300;Sainte-Savine;10362;Aube;Grand-Est;44;4.04984998703;48.293418884277;http://opendata.onisep.fr/uploads/Image/58/55_831_picto_handicap_moteur_inverse.png;[32,32]
Service;"service d'éducation spéciale et de soins à domicile";590049425;"Service d'éducation spéciale et de soins à domicile de l'IEM Jules-Ferry";"Handicap moteur";"40 rue de Rivoli";59007;Lille;59350;Nord;Hauts-de-France;32;3.0922497;50.6360023;http://opendata.onisep.fr/uploads/Image/58/55_831_picto_handicap_moteur_inverse.png;[32,32]
