CD_DEPOT,LB_DEPOT,TYPE_DEPOT,LB_TYPE_DEPOT,COORD_TEL,COORD_FAX,COORD_MAIL,COORD_SITEWEB,ADR_L1,ADR_L2,ADR_L3,ADR_L4_NUM,ADR_L4_NUMEXT,ADR_L4_VOIE,ADR_L5,ADR_L6_CP,ADR_L6_COMM,INSEE_COMMUNE,CD_CANTON,RESPONSABLE,FL_DESSERVI,FL_INTERNET,NB_POSTEINT,NB_POSTEPUB,NB_MULT,ACCESS_HANDICAPES,H_DEB_MATIN_LUNDI,H_FIN_MATIN_LUNDI,H_DEB_APRM_LUNDI,H_FIN_APRM_LUNDI,H_DEB_MATIN_MARDI,H_FIN_MATIN_MARDI,H_DEB_APRM_MARDI,H_FIN_APRM_MARDI,H_DEB_MATIN_MERCREDI,H_FIN_MATIN_MERCREDI,H_DEB_APRM_MERCREDI,H_FIN_APRM_MERCREDI,H_DEB_MATIN_JEUDI,H_FIN_MATIN_JEUDI,H_DEB_APRM_JEUDI,H_FIN_APRM_JEUDI,H_DEB_MATIN_VENDREDI,H_FIN_MATIN_VENDREDI,H_DEB_APRM_VENDREDI,H_FIN_APRM_VENDREDI,H_DEB_MATIN_SAMEDI,H_FIN_MATIN_SAMEDI,H_DEB_APRM_SAMEDI,H_FIN_APRM_SAMEDI,H_DEB_MATIN_DIMANCHE,H_FIN_MATIN_DIMANCHE,H_DEB_APRM_DIMANCHE,H_FIN_APRM_DIMANCHE,latitude,longitude,result_label,result_score,result_type,result_id,result_housenumber,result_name,result_street,result_postcode,result_city,result_context,result_citycode
1159,Bernos-Beaulac,21,,556254476,556254644,mairie.bernos.beaulac@wanadoo.fr,,BDP Bernos-Beaulac,,,27,,ROUTE DE BERNOS,,33430,BERNOS BEAULAC,33046,4,,Oui,0,0,,0,,,,,,,, 16h00, 18h00,,, 16h00, 18h00,,,,,,,,,,,,,,,,,44.375793,-0.24973,27 Route de Bernos 33430 Bernos-Beaulac,0.91,housenumber,ADRNIVX_0000000276620462,27,Route de Bernos,,33430,Bernos-Beaulac,"33, Gironde, Aquitaine",33046
1195,Savignac,20,,556654086,,savignac3@wanadoo.fr,,BDP Savignac,,,,,BOURG,,33124,SAVIGNAC,33508,3,,Oui,0,0,,0,Accès aux personnes à mobiblité réduite,,,,,,,,,,,,,,,,,,,,,,, 18h00, 19h00,,,,,44.522893,-0.108642,Le Bourg 33124 Savignac,0.79,locality,33508_B009_22ebe7,,Le Bourg,,33124,Savignac,"33, Gironde, Aquitaine",33508
1751,Cadaujac,17,,556235761,,bibliotheque.cadaujac@orange.fr,,BDP Cadaujac,,,45,,AVENUE DU GÉNÉRAL DE GAULLE,,33140,CADAUJAC,33080,27,,Oui,0,0,,0,,,,,,,, 16h00, 19h00,10h00, 12h00, 14h00, 19h00,,,,,10h00, 12h00,,,10h00, 12h00,,,,,,,44.755265,-0.530292,45 Avenue du Général de Gaulle 33140 Cadaujac,0.91,housenumber,ADRNIVX_0000000335675960,45,Avenue du Général de Gaulle,,33140,Cadaujac,"33, Gironde, Aquitaine",33080
1752,Vayres,22,,557551930,557552556,bibliotheque@wanadoo.fr,http://bibliotheque-vayres.over-blog.com,BDP Vayres,,,44,,AVENUE DE LIBOURNE,,33870,VAYRES,33539,30,,Oui,1,1,,0,,,,,,,,,,09h00, 12h30, 14h00, 18h00,,,,,,, 16h00, 19h00,09h00, 12h30,,,,,,,44.896864,-0.318591,44 Avenue de Libourne 33870 Vayres,0.91,housenumber,ADRNIVX_0000000332274536,44,Avenue de Libourne,,33870,Vayres,"33, Gironde, Aquitaine",33539
1770,Vérac,20,,557844126,557848467,biblio.verac@wanadoo.fr,,BDP Vérac,,,,,BOURG,,33240,VÉRAC,33542,24,,Oui,1,1,,0,Accès aux personnes à mobilité réduite,,, 16h00, 17h00,,,,,,,,,,, 16h00, 17h00,,,,,,, 11h00, 12h00,,,,,44.990998,-0.340725,Le Bourg 33240 Vérac,0.77,locality,33542_B017_f128c1,,Le Bourg,,33240,Vérac,"33, Gironde, Aquitaine",33542
1166,Cudos,20,,556254408,556254739,E.cudos@ac-bordeaux.fr,,BDP Cudos,,,,,LE BOURG,,33430,CUDOS,33144,4,,Oui,0,0,,0,Accès aux personnes à mobilité réduite,,,,,,, 13h30, 16h30,10h30, 12h00,,,,, 15h00, 16h30,,, 16h30, 18h00,,,,,,,,,44.387893,-0.218854,Le Bourg-Est 33430 Cudos,0.75,locality,33144_B041_427fd4,,Le Bourg-Est,,33430,Cudos,"33, Gironde, Aquitaine",33144
1718,Saint-Louis-de-Montferrand,15,,556774721,556774028,bibliothequedestlouis@wanadoo.fr,,BDP Saint-Louis-de-Montferrand,,,,,RUE LOUIS MONTEAU,,33440,SAINT LOUIS DE MONTFERRAND,33434,60,,Oui,0,0,,0,Accès aux personnes à mobilité réduite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.951394,-0.533721,Rue Louis Monteau 33440 Saint-Louis-de-Montferrand,0.91,street,33434_0580_8ae49c,,Rue Louis Monteau,,33440,Saint-Louis-de-Montferrand,"33, Gironde, Aquitaine",33434
1507,Mongauzy,26,,556617016,556617705,mongauzy@wanadoo.fr,,BDP Mongauzy,,,4,,LE BOURG SUD,,33190,MONGAUZY,33287,38,,Oui,1,0,,0,Accès aux personnes à mobilité réduite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.566808,0.035977,4 Bourg Sud 33190 Mongauzy,0.81,housenumber,ADRNIVX_0000000332256157,4,Bourg Sud,,33190,Mongauzy,"33, Gironde, Aquitaine",33287
1524,Saint-Christophe-de-Double,26,,557695111,557495720,communedestchristophededouble@orange.fr,,BDP Saint-Christophe-de-Double,,MAIRIE,46,,LE BOURG,,33230,SAINT CHRISTOPHE DE DOUBLE,33385,22,BOUVRY Liliane,Oui,0,0,,0,Accès aux personnes à mobilité réduite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.080164,0.01529,46 Le Bourg 33230 Saint-Christophe-de-Double,0.91,housenumber,ADRNIVX_0000000275988519,46,Le Bourg,,33230,Saint-Christophe-de-Double,"33, Gironde, Aquitaine",33385
1476,Grézillac,26,,557845210,557846751,mairie.grezillac33@wanadoo.fr,,BDP Grézillac,,MAIRIE,,B,,,33420,GRÉZILLAC,33194,16,PERRET Isabelle,Non,0,0,,0,,,,,,,,,,,,,,,, 13h30, 15h30,,,,,,,,,,,,,44.827126,-0.200454,Jos 33420 Grézillac,0.72,locality,33194_B056_03f7bd,,Jos,,33420,Grézillac,"33, Gironde, Aquitaine",33194
1555,Puybarban,25,,556611094,556612535,mairie.puybarban@wanadoo.fr,,BDP Puybarban,,MAIRIE,,B,,,33190,PUYBARBAN,33346,3,CARMAGNAC Christine,Oui,0,0,,0,,,,,,,, 16h30, 18h30,,,,,,, 16h30, 18h30,,,,,,,,,,,,,44.534256,-0.069944,Jeudi 33190 Puybarban,0.65,locality,33346_B034_0ae182,,Jeudi,,33190,Puybarban,"33, Gironde, Aquitaine",33346
2011,Villenave d'Ornon,32,,557965630,557965640,service.mediatheque@mairie-villenavedornon.fr,,BDP Villenave d'Ornon,,,46,B,RUE JEAN-JACQUES ROUSSEAU,,33140,VILLENAVE D ORNON,33550,57,,Non,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.763711,-0.584681,46 BIS Rue Jean-Jacques Rousseau 33140 Villenave-d'Ornon,0.86,housenumber,ADRNIVX_0000000276419371,46 BIS,Rue Jean-Jacques Rousseau,,33140,Villenave-d'Ornon,"33, Gironde, Aquitaine",33550
1635,Cissac-Médoc,15,,556739353,556739481,bibliotheque.cissac-medoc@orange.fr,,BDP Cissac-Médoc,,,7,,RUE DU COMMERCE,,33250,CISSAC MÉDOC,33125,33,,Oui,0,0,,0,Accès aux personnes à mobilité réduite,,,,,,, 15h00, 17h30,,, 15h30, 17h30,,,,,,,,,10h30, 12h00,,,,,,,45.226779,-0.831823,Rue du Commerce 33250 Cissac-Médoc,0.86,street,33125_0018_887c94,,Rue du Commerce,,33250,Cissac-Médoc,"33, Gironde, Aquitaine",33125
1682,Latresne,10,,556207234,,bibliotheque@mairie-latresne.fr,,BDP Latresne,,,3,,RUE DES ARPÈGES,,33360,LATRESNE,33234,23,,Oui,1,1,,0,accès aux personnes à mobilité réduite,,,,,,, 15h30, 19h30,10h00, 12h00, 14h00, 19h00,,, 15h30, 19h30,,, 15h30, 19h00,10h00, 13h00,,,,,,,44.787106,-0.484868,3 Rue des Arpèges 33360 Latresne,0.91,housenumber,ADRNIVX_0000000276389155,3,Rue des Arpèges,,33360,Latresne,"33, Gironde, Aquitaine",33234
1479,Sainte-Hélène,16,,557886168,556585104,bibmunsh@gmail.com,,BDP Sainte-Hélène,,,,,PLACE DU 11 NOVEMBRE,,33480,SAINTE HÉLÈNE,33417,20,,Oui,0,0,,0,Accès aux personnes à mobilité réduite,,,,,,,,,,, 15h00, 17h00,,,,,,,,,10h00, 12h00,,,,,,,44.964573,-0.884456,Place du Onze Novembre 33480 Sainte-Hélène,0.75,street,33417_0026_59f98b,,Place du Onze Novembre,,33480,Sainte-Hélène,"33, Gironde, Aquitaine",33417
2030,Martillac,4,,616244586,556726578,bibliotheque@mairie-martillac.fr,,BDP Martillac,,,,,IMPASSE DU BOURG,,33650,MARTILLAC,,27,,Oui,0,0,,0,,,,,,,, 16h00, 18h00,,, 15h00, 18h00,,,,,,,,,10h00, 12h00,,,,,,,44.713033,-0.542869,Impasse du Bourg 33650 Martillac,0.91,street,33274_0140_afd5ea,,Impasse du Bourg,,33650,Martillac,"33, Gironde, Aquitaine",33274
2007,Pessac,32,,557936700,557936701,biblio.admin@mairie-pessac.fr,http://mediatheque.mairie-pessac.fr/,BDP Pessac,,,21,,RUE DE CAMPONAC,,33600,PESSAC,33318,97,,Non,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.799853,-0.643188,21 Rue Camponac 33600 Pessac,0.83,housenumber,ADRNIVX_0000000276362520,21,Rue Camponac,,33600,Pessac,"33, Gironde, Aquitaine",33318
1576,Vertheuil,9,,556418489,556733819,bibliothequedevertheuil@orange.fr,http://www.vertheuil-medoc.com/la-bibiotheque,BDP Vertheuil,,,,,COUR DE L'HONNEUR,,33180,VERTHEUIL,33545,33,,Oui,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.247998,-0.879886,Rue de la Source 33180 Vertheuil,0.46,street,33545_0306_227173,,Rue de la Source,,33180,Vertheuil,"33, Gironde, Aquitaine",33545
1526,Les Lèves-et-Thoumeyragues,20,,557412115,557412088,leslevesetthoumeyragues@bdp33.fr,,BDP Les Lèves-et-Thoumeyragues,,MAIRIE,,B,,,33220,LES LÈVES ET THOUMEYRAGUES,33242,41,QUEYREAU GONZALEZ Alexandra,Non,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.778827,0.170068,Rait 33220 Les Lèves-et-Thoumeyragues,0.79,locality,33242_B079_56fa8f,,Rait,,33220,Les Lèves-et-Thoumeyragues,"33, Gironde, Aquitaine",33242
1604,Saint-Gervais,27,,557430206,557431510,,,BDP Saint-Gervais,,MAIRIE,,,CHÂTEAU DU BART,,33240,SAINT GERVAIS,33415,39,MORISSEL,Non,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.016943,-0.464465,CHATEAU DU BART 33240 Saint-Gervais,0.91,street,33415_XXXX_987432,,CHATEAU DU BART,,33240,Saint-Gervais,"33, Gironde, Aquitaine",33415
1687,Laruscade,20,,557685792,557681484,biblio@mairie-laruscade.fr,,BDP Laruscade,,,106,,LE BOURG,,33620,LARUSCADE,33233,44,,Oui,0,1,,0,Accès aux personnes à mobilité réduite,,,,,10h00, 12h00,,,,, 14h00, 17h00,,,,,,,,,10h00, 12h00,,,,,,,45.10839,-0.343337,106 Le Bourg 33620 Laruscade,0.91,housenumber,ADRNIVX_0000000275967428,106,Le Bourg,,33620,Laruscade,"33, Gironde, Aquitaine",33233
1377,Saint-Magne-de-Castillon,21,,557400087,557404073,chateaublanzac@cegetel.net,,BDP Saint-Magne-de-Castillon,,MAIRIE,81,,AVENUE DU GÉNÉRAL DE GAULLE,,33350,SAINT MAGNE DE CASTILLON,33437,21,DEPONS Véronique,Oui,0,0,,0,,,,,,,,,,,, 14h00, 18h00,,,,,,,,,,,,,,,,,44.864565,-0.07086,81 Avenue du Général de Gaulle 33350 Saint-Magne-de-Castillon,0.91,housenumber,ADRNIVX_0000000276221959,81,Avenue du Général de Gaulle,,33350,Saint-Magne-de-Castillon,"33, Gironde, Aquitaine",33437
1035,Cabanac-et-Villagrains,16,,556687051,556687183,bibliotheque@cabanac-villagrains.fr,,BDP Cabanac-et-Villagrains,,,14,,PLACE SAINT MARTIN,,33650,CABANAC ET VILLAGRAINS,33077,27,,Oui,0,0,,0,accès aux personnes à mobilité réduite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.605572,-0.554727,14 Place Saint-Martin 33650 Cabanac-et-Villagrains,0.91,housenumber,ADRNIVX_0000000353970168,14,Place Saint-Martin,,33650,Cabanac-et-Villagrains,"33, Gironde, Aquitaine",33077
1451,Guîtres,9,,557691562,557561940,bibliotheque.guitres@orange.fr,,BDP Guîtres,,,2,,RUE DU COLOMBIER,,33230,GUÎTRES,33198,26,,Oui,0,0,,0,Accés aux personnes à mobilité réduite,,, 14h00, 17h00,,,,,10h00, 12h00, 14h00, 17h00,,,,,,,,,,, 14h00, 17h00,,,,,45.0407,-0.18614,2 Rue du Colombier 33230 Guîtres,0.92,housenumber,ADRNIVX_0000000311874989,2,Rue du Colombier,,33230,Guîtres,"33, Gironde, Aquitaine",33198
1620,Lapouyade,7,,557494289,557494743,bm.lapouyade@wanadoo.fr,,BDP Lapouyade,,,,,ESPACE GÉRARD DENOËL,,33620,LAPOUYADE,33230,26,,Oui,1,1,,1,Accès aux personnes à mobilité réduite,,, 14h30, 17h30,,, 14h30, 17h30,,, 14h30, 18h00,,, 14h30, 17h30,,, 14h30, 17h30,,,,,,,,,,,,,,,,,,,,,
1788,Saint-Caprais-de-Blaye,19,,557327430,557327907,pointlecture.caprais@laposte.net,,BDP Saint-Caprais-de-Blaye,,MAIRIE,,B,,,33820,SAINT CAPRAIS DE BLAYE,33380,40,RAFFENAUD,Oui,1,1,,1,,,, 17h00, 18h30,,,,,11h00, 12h00,,,,,,,,,,,,,,,,,,,45.286422,-0.549301,Marot 33820 Saint-Caprais-de-Blaye,0.75,locality,33380_B017_d9553e,,Marot,,33820,Saint-Caprais-de-Blaye,"33, Gironde, Aquitaine",33380
1096,Saint-Ciers-sur-Gironde,4,,557328436,557328437,mediatheque.st-ciers-gironde@wanadoo.fr,http://mediatheque.saintcierssurgironde.fr,BDP Saint-Ciers-sur-Gironde,,,5,,RUE DU PETIT VILLAGE,,33820,SAINT CIERS SUR GIRONDE,33389,40,,Oui,1,4,,0,Accès aux personnes à mobilité réduite,,,,,,, 14h00, 18h00,09h30, 12h30, 14h00, 18h00,,, 15h30, 18h00,,, 14h00, 19h00,09h30, 12h30, 14h00, 17h00,,,,,45.291874,-0.614975,5 Rue du Petit Village 33820 Saint-Ciers-sur-Gironde,0.92,housenumber,ADRNIVX_0000000275916845,5,Rue du Petit Village,,33820,Saint-Ciers-sur-Gironde,"33, Gironde, Aquitaine",33389
1655,Pauillac,11,,556590220,556590194,bibliotheque.pauillac@wanadoo.fr,,BDP Pauillac,,,13,,RUE ARISTIDE BRIAND,,33250,PAUILLAC,33314,33,,Oui,1,1,,0,,,,,,,, 15h00, 18h00,10h00, 18h00,,,10h00, 12h00,,,,, 15h00, 18h00,10h00, 15h00,,,,,,,45.198996,-0.746828,13 Rue Aristide Briand 33250 Pauillac,0.92,housenumber,ADRNIVX_0000000275934809,13,Rue Aristide Briand,,33250,Pauillac,"33, Gironde, Aquitaine",33314
1721,Tresses,10,,557340424,557340618,mediatheque@tresses.org,mediathequetresses.wordpress.com/,BDP Tresses,,,5,,AVENUE DES ÉCOLES,,33370,TRESSES,33535,58,,Oui,1,0,,0,,,,,,,, 16h30, 19h00,,, 14h00, 18h30,,,,,,, 16h00, 18h30,10h00, 12h00,,,,,,,44.848206,-0.463161,5 Avenue des Écoles 33370 Tresses,0.91,housenumber,ADRNIVX_0000000354325816,5,Avenue des Écoles,,33370,Tresses,"33, Gironde, Aquitaine",33535
1769,Saucats,16,,556722155,516440537,biblio@mairie-saucats.fr,,BDP Saucats,,,4,,CHEMIN DE LA MAIRIE,,33650,SAUCATS,33501,27,,Oui,0,1,,0,,,, 17h00, 18h00,,, 17h00, 18h00,,,,,,,,,11h30, 13h00,,,10h00, 12h00,,,,,,,44.651087,-0.597208,4 Chemin de la Mairie 33650 Saucats,0.91,housenumber,ADRNIVX_0000000276518610,4,Chemin de la Mairie,,33650,Saucats,"33, Gironde, Aquitaine",33501
1501,Lalande-de-Pomerol,26,,557514006,557519490,mairie.lalande.pomerol@orange.fr,,BDP Lalande-de-Pomerol,,MAIRIE,6,,LANDE,,33500,LALANDE DE POMEROL,33222,30,LAGARDE,Oui,1,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.956642,-0.21166,6 Rue de Lalande 33500 Lalande-de-Pomerol,0.71,housenumber,ADRNIVX_0000000340186764,6,Rue de Lalande,,33500,Lalande-de-Pomerol,"33, Gironde, Aquitaine",33222
1486,Asques,25,,557581572,557581826,asquesmairie@orange.fr,,BDP Asques,,,95,,RUE DE L'ÉCOLE,,33240,ASQUES,33016,24,,Oui,0,0,,0,,,,,,,,,,,,,,,, 16h30, 18h00,,,,,,,,,,,,,44.952196,-0.413242,95 Rue de l'École 33240 Asques,0.91,housenumber,ADRNIVX_0000000276073808,95,Rue de l'École,,33240,Asques,"33, Gironde, Aquitaine",33016
1012,Saint-Magne,20,,556885109,556885403,,,BDP Saint-Magne,,MAIRIE,,B,,,33125,SAINT MAGNE,33436,5,DE ROBERT Nicole,Oui,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.589883,-0.628584,Treytin 33125 Saint-Magne,0.62,locality,33436_XXXX_a89bdc,,Treytin,,33125,Saint-Magne,"33, Gironde, Aquitaine",33436
1717,Saint-Loubès,6,,556789882,556686980,bibliotheque-municipale@saint-loubes.fr,,BDP Saint-Loubès,,,32,,CHEMIN DE NICE,,33450,SAINT LOUBÈS,33433,19,,Oui,1,4,,0,accès aux personnes à mobilité réduite,,,,,,, 14h00, 18h00,10h00, 12h00, 14h00, 17h30,,,,,,, 14h00, 18h00,10h00, 12h00, 14h00, 17h30,,,,,44.91375,-0.421796,32 Chemin de Nice 33450 Saint-Loubès,0.91,housenumber,ADRNIVX_0000000276110952,32,Chemin de Nice,,33450,Saint-Loubès,"33, Gironde, Aquitaine",33433
1586,Soulignac,25,,556239212,556234105,mairie.soulignac@wanadoo.fr,,BDP Soulignac,,MAIRIE,,B,,,33760,SOULIGNAC,33515,48,NADEAU Patricia,Oui,0,0,,0,Accès aux personnes à mobilité réduite,,,,,09h00, 12h00,,,,,,,09h00, 12h00,,,,,,,09h00, 12h00,,,,,,,44.682994,-0.289115,Sas 33760 Soulignac,0.72,locality,33515_B128_ceee62,,Sas,,33760,Soulignac,"33, Gironde, Aquitaine",33515
1467,Saint-Médard-de-Guizières,16,,557564545,557697619,s.mairie@saintmedarddeguizieres.fr,,BDP Saint-Médard-de-Guizières,,,,,IMPASSE DU CHÂTEAU D'EAU,,33230,SAINT MÉDARD DE GUIZIÈRES,33447,22,,Oui,0,0,,0,,,,,,,, 15h00, 18h30,,, 15h00, 18h00,,, 15h00, 18h30,,,,,,,,,,,,,45.017994,-0.056646,Impasse du Château d'Eau 33230 Saint-Médard-de-Guizières,0.91,street,33447_0032_2b6276,,Impasse du Château d'Eau,,33230,Saint-Médard-de-Guizières,"33, Gironde, Aquitaine",33447
1103,Baurech,20,,556213154,,clubdelecture.baurech@gmail.com,,BDP Baurech,,MAIRIE,,,LE BOURG,,33880,BAURECH,33033,23,BAUSTERT Ariane,Oui,0,0,,0,Accès aux personnes à mobilité réduite,,,,,,, 16h00, 18h00,,,,,,,,,,,,,11h00, 12h00,,,,,,,44.725488,-0.439553,Impasse du Bourg 33880 Baurech,0.61,street,33033_XXXX_176b8d,,Impasse du Bourg,,33880,Baurech,"33, Gironde, Aquitaine",33033
1552,Bagas,25,,556713590,556714046,,,BDP Bagas,,,43,,ROUTE DU DROPT,,33190,BAGAS,33024,38,,Oui,0,0,,0,Accès aux personnes à mobilité réduite,,,,,,,,,,, 14h30, 16h30,,,,,,,,,,,,,,,,,44.624992,-0.055895,43 Route du Dropt 33190 Bagas,0.91,housenumber,ADRNIVX_0000000276552088,43,Route du Dropt,,33190,Bagas,"33, Gironde, Aquitaine",33024
1748,Soussans,21,,557883304,557883708,mairie.soussans33@wanadoo.fr,,BDP Soussans,,,16,,ROUTE DE PAUILLAC,,33460,SOUSSANS,33517,20,,Oui,0,0,,0,Accès aux personnes à mobilité réduite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.056151,-0.699942,16 Route de Pauillac 33460 Soussans,0.91,housenumber,ADRNIVX_0000000354014524,16,Route de Pauillac,,33460,Soussans,"33, Gironde, Aquitaine",33517
1662,Saint-Seurin-de-Cadourne,20,,556593110,556597255,mairiesaintseurincadourne@wanadoo.fr,,BDP Saint-Seurin-de-Cadourne,,,,,PLACE DU 11 NOVEMBRE 1918,,33180,SAINT SEURIN DE CADOURNE,33476,33,,Oui,0,0,,0,,,,,,,,,,,, 14h00, 17h30,,,,,,,,,,,,,,,,,45.286202,-0.789397,Place du 11 Novembre 1918 33180 Saint-Seurin-de-Cadourne,0.91,street,33476_XXXX_e4c855,,Place du 11 Novembre 1918,,33180,Saint-Seurin-de-Cadourne,"33, Gironde, Aquitaine",33476
2080,Listrac-Médoc,4,,,,,,BDP Listrac-Médoc,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1178,La Réole,17,,556619494,556712157,philippe.saujeon@lareole.fr,,BDP La Réole,,,,,ESPLANADE DU GÉNÉRAL DE GAULLE,,33190,LA RÉOLE,33352,38,,Oui,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.581128,-0.041074,Esplanade Charles de Gaulle 33190 La Réole,0.59,street,33352_XXXX_ee08aa,,Esplanade Charles de Gaulle,,33190,La Réole,"33, Gironde, Aquitaine",33352
1716,Sainte-Eulalie,11,,556383521,,bibliotheque@mairie-ste-eulalie.fr,,BDP Sainte-Eulalie,,,5,,PLACE FRANZ LISZT,,33560,SAINTE EULALIE,33397,19,,Oui,1,3,,0,,,,,,,, 14h00, 18h00,10h00, 12h00, 14h00, 18h30,,, 14h00, 18h00,,, 14h00, 18h00,10h00, 13h00,,,,,,,44.908607,-0.475529,5 Place Frantz Liszt 33560 Sainte-Eulalie,0.85,housenumber,ADRNIVX_0000000332938395,5,Place Frantz Liszt,,33560,Sainte-Eulalie,"33, Gironde, Aquitaine",33397
1651,Civrac-en-Médoc,26,,556415102,556413744,mairie.civrac.medoc@wanadoo.fr,,BDP Civrac-en-Médoc,,,2,,RUE DU 08 MAI 1945,,33340,CIVRAC EN MÉDOC,33128,29,,Oui,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.338443,-0.898333,Rue du Huit Mai 1945 33340 Civrac-en-Médoc,0.71,street,33128_0320_5c3c2b,,Rue du Huit Mai 1945,,33340,Civrac-en-Médoc,"33, Gironde, Aquitaine",33128
1180,Préchac,21,,556652017,556652687,mairie-prechac33@prechac33.fr,,BDP Préchac,,MAIRIE,,B,,,33730,PRÉCHAC,33336,50,DUPRAT Monique,Oui,0,0,,0,,,,,,,,,,,,,,,,,,,, 14h00, 17h00,10h00, 12h00,,,,,,,44.389113,-0.360048,Bron 33730 Préchac,0.66,locality,33336_B031_f15ef1,,Bron,,33730,Préchac,"33, Gironde, Aquitaine",33336
1744,Saint-Romain-la-Virvée,26,,557582138,557582533,mairiestromainlavirvee@wanadoo.fr,,BDP Saint-Romain-la-Virvée,,,,,PLACE DE LA MAIRIE,,33240,SAINT ROMAIN LA VIRVÉE,33470,24,,Oui,0,0,,0,Accès aux personnes à mobilité réduite,,, 14h30, 15h30,,,,,,,,,,,,,,,,,11h00, 12h00,,,,,,,44.965681,-0.400109,Place de la Mairie 33240 Saint-Romain-la-Virvée,0.91,street,33470_0150_0983a9,,Place de la Mairie,,33240,Saint-Romain-la-Virvée,"33, Gironde, Aquitaine",33470
1162,Caudrot,20,,556628123,556627122,mairiecaudrot@orange.fr,,BDP Caudrot,,,,,CENTRE SOCIO-CULTUREL,,33490,CAUDROT,33111,43,,Oui,0,0,,0,Accès aux personnes à mobilité réduite,,,,,,,,,,, 15h00, 17h30,,, 15h00, 16h30,,,,,,, 14h00, 15h30,,,,,44.569962,-0.152798,L'Île 33490 Caudrot,0.37,locality,33111_B012_24d1cc,,L'Île,,33490,Caudrot,"33, Gironde, Aquitaine",33111
2089,Saint Julien Beychevelle,0,,,,,,BDP Saint Julien Beychevelle,,,,,,,,,,,,Oui,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680,Castelnau-de-Médoc,16,,556582389,,contact@mairie-castelnau-medoc.fr,,BDP Castelnau-de-Médoc,,,34,,RUE VICTOR HUGO,,33480,CASTELNAU DE MÉDOC,33104,20,,Oui,0,0,,0,Accès aux personnes à mobilité réduite,,,,,09h00, 11h30,,,,, 14h00, 19h00,,,,,,, 16h30, 19h00,,,,,,,,,45.027268,-0.800963,34 Rue Victor Hugo 33480 Castelnau-de-Médoc,0.92,housenumber,ADRNIVX_0000000276007044,34,Rue Victor Hugo,,33480,Castelnau-de-Médoc,"33, Gironde, Aquitaine",33104
2079,Saint-Yzans-de-Médoc,0,,,,,,BDP Saint-Yzans-de-Médoc,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1580,Saint-Sève,25,,556612829,556612829,saint-seve@wanadoo.fr,,BDP Saint-Sève,,MAIRIE,,B,,,33190,SAINT SÈVE,33479,38,BRETON Aurélie,Oui,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.610914,-0.02557,Bayle 33190 Saint-Sève,0.66,locality,33479_B002_95aded,,Bayle,,33190,Saint-Sève,"33, Gironde, Aquitaine",33479
1549,Lagorce,21,,557560530,557560531,mairie.de.lagorce@wanadoo.fr,,BDP Lagorce,,,11,,LIEU DIT MONTIGAUD,,33230,LAGORCE,33218,26,,Oui,0,0,,0,,,, 14h00, 18h00,,, 14h00, 18h00,,, 14h00, 18h00,,, 14h00, 18h00,,, 14h00, 18h00,,,,,,,,,,,,,,,,,,,,,
1595,Bayas,13,,557692001,,mairiedebayas@wanadoo.fr,,BDP Bayas,,,13,,AVENUE DE L'EUROPE,,33230,BAYAS,33034,26,,Oui,0,0,,0,Accès aux personnes à mobilité réduite,,, 17h00, 19h00,,,,,,,,,,,,,,, 16h00, 18h00,,,,,,,,,45.060926,-0.205335,13 Avenue de l'Europe 33230 Bayas,0.91,housenumber,ADRNIVX_0000000275995855,13,Avenue de l'Europe,,33230,Bayas,"33, Gironde, Aquitaine",33034
1737,Brach,19,,556581631,556581297,bibli.brach@wanadoo.fr,,BDP Brach,,,,,ALLÉE DES AJONCS,,33480,BRACH,33070,20,,Oui,1,1,,0,Accès aux personnes à mobilité réduite,,,,,,, 17h00, 18h30,,,,,,,,,,,,,10h00, 11h00,,,,,,,45.041864,-0.939719,Allée des Ajoncs 33480 Brach,0.91,street,33070_0001_e125d0,,Allée des Ajoncs,,33480,Brach,"33, Gironde, Aquitaine",33070
