objectid,entite,thematique,categorie,typologie,statut,nom,adresse,cp,commune,telephone,email,web,type_erp,nature_exploitation_erp,categorie_erp,effectif_admissible_erp,capacite_accueil_erp,unite_capacite_accueil_erp,nom_responsable,fonction_responsable,id_accessibilite,x,y,id_commune,id_thematique,id_sig,quartier,shape
476,Lieu de culte,Religion,Lieu de culte,Eglise Catholique,Public,Chapelle Sainte Clotilde,Place Élisabeth Brasseur,78000,Versailles,01 39 02 14 87,secretariat@jeannedarc-versailles.com,http://jeannedarc-versailles.com/,V,Lieu de culte,,,,,nr,nr,,636674.1896,6857133.0197,VER,REL,VER_REL_1755,Clagny-Glatigny,
477,Lieu de culte,Religion,Lieu de culte,Eglise Catholique,Public,Chapelle Saint-François de Sales,9 Rue de l'École des Postes,78000,Versailles,01 39 51 46 82,nr,http://paroisse-saint-symphorien.fr/,V,Lieu de culte,,,,,nr,nr,,638078.2774,6856236.8769,VER,REL,VER_REL_1756,Montreuil,
478,Lieu de culte,Religion,Lieu de culte,Eglise Catholique,Public,Chapelle Saint-Joseph,29 Boulevard de Glatigny,78000,Versailles,nr,nr,http://jeannedarc-versailles.com/,V,Lieu de culte,,,,,nr,nr,,637013.5011,6858279.5707,VER,REL,VER_REL_1757,Clagny-Glatigny,
479,Lieu de culte,Religion,Lieu de culte,Eglise Catholique,Public,Chapelle Saint-Paul,Place Saint-Paul,78220,Viroflay,nr,nr,nr,V,Lieu de culte,,,,,nr,nr,,639240.8395,6856520.1937,VIR,REL,VIR_REL_1758,Non renseigné,
480,Lieu de culte,Religion,Lieu de culte,Eglise Catholique,Public,Eglise Saint-Martin,23 Place de l'Église,91570,Bièvres,01 69 41 20 47,nr,http://catholique-evry.cef.fr/Bievres,V,Lieu de culte,,,,,nr,nr,,642469.6618,6850764.0587,BIE,REL,BIE_REL_1759,Non renseigné,
481,Lieu de culte,Religion,Lieu de culte,Eglise Catholique,Public,Eglise Saint Gilles,3 Place de l'Église,78390,Bois-d'Arcy,01 34 60 04 85,paroisseboisdarcy78@gmail.com,http://www.boisdarcy.fr/batiments-communaux.aspx,V,Lieu de culte,,,,,nr,nr,,627929.5149,6856206.4546,BOI,REL,BOI_REL_1760,Non renseigné,
482,Lieu de culte,Religion,Lieu de culte,Eglise Catholique,Public,Paroisse Notre-Dame de l'Assomption,1 Rue de la Croix aux Vents,78380,Bougival,01 39 69 01 50,eglisebougival@free.fr,http://www.paroissebougival.fr/,V,Lieu de culte,,,,,nr,nr,,636955.4371,6862959.5499,BOU,REL,BOU_REL_1761,Non renseigné,
483,Lieu de culte,Religion,Lieu de culte,Eglise Catholique,Public,Eglise Saint Jean Baptiste,2 Rue des Frères Robin,78350,Buc,01 39 56 26 23,stjbabuc78@wanadoo.fr,http://bucjouylesloges.cef.fr/,V,Lieu de culte,,,,,nr,nr,,635815.5297,6853022.0015,BUC,REL,BUC_REL_1762,Non renseigné,
484,Lieu de culte,Religion,Lieu de culte,Eglise Catholique,Public,Eglise Saint-Germain,Place Honoré d'Estienne d'Orves,78330,Fontenay-le-Fleury,01 34 60 06 05,accueil@paroisse-fontenay.com,http://www.paroisse-fontenay.com/,V,Lieu de culte,,,,,nr,nr,,630189.9078,6857519.6738,FON,REL,FON_REL_1763,Non renseigné,
485,Lieu de culte,Religion,Lieu de culte,Eglise Catholique,Public,Eglise Saint Martin,11 Rue Bonnard,78350,Jouy-en-Josas,01 39 56 42 64,stbabuc78@wanadoo.fr,http://bucjouylesloges.cef.fr/,V,Lieu de culte,,,,,nr,nr,,638837.1859,6851812.5106,JOU,REL,JOU_REL_1764,Non renseigné,
486,Lieu de culte,Religion,Lieu de culte,Eglise Catholique,Public,Eglise Notre Dame de Beauregard,Place du Jumelage,78170,La Celle-Saint-Cloud,01 39 69 19 79,secretariatndb@paroisse-lacellesaintcloud.com,http://www.paroisse-lacellesaintcloud.com/,V,Lieu de culte,,,,,nr,nr,,636317.03,6860930.3474,CEL,REL,CEL_REL_1765,Non renseigné,
487,Lieu de culte,Religion,Lieu de culte,Eglise Catholique,Public,Eglise Sainte-Marie de la Visitation,18 Avenue de la Jonchère,78170,La Celle-Saint-Cloud,09 52 59 35 95,http://www.paroisse-lacellesaintcloud.com/%22mailto:secretariatspsp@pa,http://www.paroisse-lacellesaintcloud.com/,V,Lieu de culte,,,,,nr,nr,,637635.6013,6862817.3618,CEL,REL,CEL_REL_1766,Non renseigné,
488,Lieu de culte,Religion,Lieu de culte,Eglise Catholique,Public,Eglise Saint-Pierre - Saint-Paul,Place de l'Église,78170,La Celle-Saint-Cloud,09 52 59 35 95,secretariatspsp@paroisse-lacellesaintcloud.com,http://www.paroisse-lacellesaintcloud.com/,V,Lieu de culte,,,,,nr,nr,,637158.4067,6861757.0067,CEL,REL,CEL_REL_1767,Non renseigné,
489,Lieu de culte,Religion,Lieu de culte,Eglise Catholique,Public,Eglise Notre Dame de la Résurrection,2 Avenue du Docteur Schweitzer,78150,Le Chesnay,01 39 54 41 69,nr,http://paroisselechesnay.com/,V,Lieu de culte,,,,,nr,nr,,635628.5653,6858738.9667,CHE,REL,CHE_REL_1768,Non renseigné,
490,Lieu de culte,Religion,Lieu de culte,Eglise Catholique,Public,Eglise Saint-Antoine de Padoue,3 Place Saint-Antoine de Padoue,78150,Le Chesnay,01 39 54 26 55,nr,http://paroisselechesnay.com/,V,Lieu de culte,,,,,nr,nr,,636168.2181,6857916.4354,CHE,REL,CHE_REL_1769,Non renseigné,
491,Lieu de culte,Religion,Lieu de culte,Eglise Catholique,Public,Eglise Saint-Germain,Place du Souvenir Français,78150,Le Chesnay,01 39 54 41 69,nr,http://paroisselechesnay.com/,V,Lieu de culte,,,,,nr,nr,,635577.4478,6859408.1627,CHE,REL,CHE_REL_1770,Non renseigné,
492,Lieu de culte,Religion,Lieu de culte,Eglise Catholique,Public,Eglise Sainte Eustache,1 Grande Rue,78350,Les Loges-en-Josas,01 39 56 26 23,stjbabuc78@wanadoo.fr,http://bucjouylesloges.cef.fr/,V,Lieu de culte,,,,,nr,nr,,636832.4386,6851967.6214,LOG,REL,LOG_REL_1771,Non renseigné,
493,Lieu de culte,Religion,Lieu de culte,Eglise Catholique,Public,Eglise Sainte Julitte de Saint-Cyr-l'Ecole,Rue Gambetta,78210,Saint-Cyr-l'Ecole,01 30 45 00 25,par.saint-cyr@wanadoo.fr,http://www.saintcyr78.fr/cultes.html#,V,Lieu de culte,,,,,nr,nr,,631273.7342,6855879.6834,CYR,REL,CYR_REL_1772,Non renseigné,
494,Lieu de culte,Religion,Lieu de culte,Eglise Catholique,Public,Eglise Sain-Jean-Baptiste - Saint-Denis,16 Rue Clément Ader,78140,Vélizy-Villacoublay,01 39 46 04 92,sjb-velizy.paroisse@wanadoo.fr,http://www.paroissedevelizy.org/,V,Lieu de culte,,,,,nr,nr,,639783.8389,6854234.2325,VEL,REL,VEL_REL_1773,Non renseigné,
495,Lieu de culte,Religion,Lieu de culte,Eglise Catholique,Public,Cathédrale Saint-Louis de Versailles,4 Place Saint-Louis,78000,Versailles,01 39 50 40 65,secretariat@cathedrale-versailles.org,http://www.cathedrale-versailles.org/,V,Lieu de culte,,,,,nr,nr,,635690.6951,6855750.0336,VER,REL,VER_REL_1774,Saint-Louis,
496,Lieu de culte,Religion,Lieu de culte,Eglise Catholique,Privé,Diocèse de Versailles,16 Rue Monseigneur Gibier,78000,Versailles,01 30 97 67 60,nr,http://www.catholique78.fr/,V,Lieu de culte,,,,,nr,nr,,635629.0092,6855164.4056,VER,REL,VER_REL_1775,Saint-Louis,
497,Lieu de culte,Religion,Lieu de culte,Eglise Catholique,Public,Eglise Notre-Dame de Versailles,2 Rue Baillet Reviron,78000,Versailles,01 30 97 69 70,contact@notredameversailles.org,http://notredameversailles.org/,V,Lieu de culte,,,,,nr,nr,VERACCERP81,636019.4592,6856747.5967,VER,REL,VER_REL_1776,Notre-Dame,
498,Lieu de culte,Religion,Lieu de culte,Eglise Catholique,Public,Eglise Notre-Dame des Armées,4 Impasse des Gendarmes,78000,Versailles,01 30 83 95 40,secretariat@notredamedesarmees.com,http://notredamedesarmees.com/,V,Lieu de culte,,,,,nr,nr,VERACCERP80,636170.9288,6855963.9223,VER,REL,VER_REL_1777,Chantiers,
499,Lieu de culte,Religion,Lieu de culte,Eglise Mormone,Privé,Eglise de Jésus-Christ des Saints des Derniers Jours,5 Rond-Point de l'Alliance,78000,Versailles,01 39 55 39 14,nr,http://www.eglisedejesuschrist.fr/,V,Lieu de culte,,,,,nr,nr,,637248.8769,6857701.0944,VER,REL,VER_REL_1778,Clagny-Glatigny,
500,Lieu de culte,Religion,Lieu de culte,Eglise Musulmane,Privé,Associations des Musulmans de Versailles,31 Rue Jean Mermoz,78000,Versailles,01 39 53 06 06,asso3.m.v@gmail.com,http://www.mosquee-versailles.fr/,V,Lieu de culte,,,,,nr,nr,,636792.0485,6855440.6579,VER,REL,VER_REL_1779,Chantiers,
501,Lieu de culte,Religion,Lieu de culte,Eglise Protestante,Privé,Communauté des Diaconesses de Reuilly,10 Rue de la Porte de Buc,78000,Versailles,01 39 24 18 80,contact.diaconesses@fondationdiaconesses.org,http://www.diaconesses-reuilly.fr/,V,Lieu de culte,,,,,nr,nr,,636455.0907,6855229.2073,VER,REL,VER_REL_1781,Chantiers,
502,Lieu de culte,Religion,Lieu de culte,Eglise Protestante,Privé,Eglise Protestante Unie - Temple protestant La Celle Saint-Cloud,Avenue du Pré d'Orient,78170,La Celle-Saint-Cloud,01 47 71 83 92,agnes.von.kirchbach@orange.fr,https://www.eglise-protestante-unie.fr/fiche/saint-cloud-la-celle-saint-cloud-5786,V,Lieu de culte,,,,,nr,nr,,636164.0653,6861134.2643,CEL,REL,CEL_REL_1782,Non renseigné,
503,Lieu de culte,Religion,Lieu de culte,Eglise Protestante,Public,Paroisse de l'Eglise Protestante Unie de Versailles,3 Rue Hoche,78000,Versailles,01 39 54 75 01,egliseprotestanteversailles@orange.fr,http://www.erversailles.org/,V,Lieu de culte,,,,,nr,nr,VERACCERP84,635899.469,6856483.9531,VER,REL,VER_REL_1783,Notre-Dame,
504,Lieu de culte,Religion,Lieu de culte,Eglise Protestante,Public,Temple protestant de Jouy-en-Josas,5 Rue du Temple,78350,Jouy-en-Josas,01 39 56 29 65,pasteur@erfjvvc.fr,http://www.epujvvc.fr/,V,Lieu de culte,,,,,nr,nr,,638596.7934,6852106.5254,JOU,REL,JOU_REL_1784,Non renseigné,
505,Lieu de culte,Religion,Lieu de culte,Eglise Protestante,Privé,Temple protestant de Vélizy-Villacoublay,8 Rue Clément Ader,78140,Vélizy-Villacoublay,01 39 56 29 65,pasteur@erfjvvc.fr,http://www.epujvvc.fr/,V,Lieu de culte,,,,,nr,nr,,639826.6444,6854314.9231,VEL,REL,VEL_REL_1785,Non renseigné,
506,Lieu de culte,Religion,Lieu de culte,Eglise Protestante,Public,Temple protestant de Viroflay,33 Rue Costes et Bellonte,78220,Viroflay,01 39 56 29 65,pasteur@erfjvvc.fr,http://www.epujvvc.fr/,V,Lieu de culte,,,,,nr,nr,,639123.9868,6856078.2929,VIR,REL,VIR_REL_1786,Non renseigné,
507,Lieu de culte,Religion,Lieu de culte,Eglise Protestante,Privé,Union de l'Eglise Protestante du Nazaréen (UEPN),15-17 Rue du Peintre Lebrun,78000,Versailles,01 39 51 54 99,nr,http://www.nazareen.fr/,V,Lieu de culte,,,,,nr,nr,,635722.2695,6856632.2742,VER,REL,VER_REL_1787,Notre-Dame,
508,Lieu de culte,Religion,Lieu de culte,Eglise Protestante,Privé,Centre Huit - Presbytère de l'Eglise Protestante Unie de Versailles,8 Rue de la Porte de Buc,78000,Versailles,01 39 54 75 01,egliseprotestanteversailles@orange.fr,http://www.erversailles.org/,V,Lieu de culte,,,,,nr,nr,,636644.8237,6855254.2587,VER,REL,VER_REL_1788,Chantiers,
509,Théâtre,Culture,Théâtre - Salle de spectacles,Théâtre,Privé,Royale Factory,2 Rue Jean Houdon,78000,Versailles,09 51 74 78 83,nr,http://royalefactory.fr/,L,Salle de spectacle ou decabaret,,,,,nr,nr,,636362.1657,6856133.2341,VER,CUL,VER_CUL_1789,Notre-Dame,
510,Théâtre,Culture,Théâtre - Salle de spectacles,Théâtre,Privé,Théâtre des Deux-Rives,2 B place de Touraine,78000,Versailles,06 14 36 49 72,nr,http://www.theatredesdeuxrives-versailles.fr/,L,Salle de spectacle ou decabaret,,,,,nr,nr,VERACCERP118,638497.94,6856342.73,VER,CUL,VER_CUL_1791,Montreuil,
511,Maison de quartier,Social,Établissement social,Centre Socio-Culturel,Public,Maison de Quartier Saint-Louis,50 Rue Royale,78000,Versailles,nr,nr,http://www.versailles.fr/vivre-ma-ville/vie-des-quartiers/saint-louis/,L,"Salle de réunion, de quartier, réservée aux associations",1,,1,,Commune,nr,VERACCERP116,635791.7516,6855522.9934,VER,SOC,VER_SOC_1796,Saint-Louis,
512,Centre communal d'action sociale (CCAS),Social,Établissement social,Administration municipale,Public,Centre communal d'action sociale (CCAS),6 impasse des Gendarmes,78000,Versailles,nr,nr,nr,,,,,,,nr,nr,VERACCERP149,636172.0975,6855962.9967,VER,SOC,VER_SOC_1798,Chantiers,
513,Gymnase,Sport,Gymnase - Salle de sports,Gymnase,Public,Gymnase Perdreau,1 B Rue Perdreau,78390,Bois-d'Arcy,nr,nr,http://www.boisdarcy.fr/equipements-sportifs.aspx,,,,,1,,Commune,nr,,627920.8518,6856405.3547,BOI,SPO,BOI_SPO_1812,Non renseigné,
514,Gymnase,Sport,Gymnase - Salle de sports,Gymnase,Privé,Gymnase de l'Ecole Sainte-Thérèse,7 Quai Boissy d'Anglas,78380,Bougival,nr,nr,http://www.stetherese-bougival.fr/,,,,,1,,Association(s),nr,,636670.6619,6863396.1324,BOU,SPO,BOU_SPO_1813,Non renseigné,
515,Gymnase,Sport,Gymnase - Salle de sports,Gymnase,Public,Gymnase du Lycée Franco-Allemand,7 Rue Collin Mamet,78530,Buc,nr,nr,http://www.lyc-lfa-buc.ac-versailles.fr/,,,,,1,,Etat,nr,,635457.8604,6852679.2748,BUC,SPO,BUC_SPO_1814,Non renseigné,
516,Gymnase,Sport,Gymnase - Salle de sports,Gymnase,Public,Gymnase du Levant,18 Rue Olivier Messiaen,78330,Fontenay-le-Fleury,nr,nr,http://www.fontenay-le-fleury.org/Sport-et-culture/Sport,,,,,3,,Commune,nr,,630285.5396,6856844.7418,FON,SPO,FON_SPO_1816,Non renseigné,
517,Gymnase,Sport,Gymnase - Salle de sports,Gymnase,Public,Gymnase TECOMAH,Chemin de l'Orme Rond,78350,Jouy-en-Josas,nr,nr,http://www.tecomah.fr/,,,,,1,,nr,nr,,637793.4867,6851718.5154,JOU,SPO,JOU_SPO_1817,Non renseigné,
518,Gymnase,Sport,Gymnase - Salle de sports,Gymnase,Public,Gymnase Jules Ferry,Avenue des Bois-Blancs,78170,La Celle-Saint-Cloud,nr,nr,http://www.lacellesaintcloud.fr/temps-libre/faire-du-sport/equipements/,,,,,1,,Commune,nr,,635911.4446,6861094.7871,CEL,SPO,CEL_SPO_1818,Non renseigné,
519,Gymnase,Sport,Gymnase - Salle de sports,Gymnase,Public,Gymnase Morel de Vindé,28 Avenue de la Jonchère,78170,La Celle-Saint-Cloud,nr,nr,http://www.lacellesaintcloud.fr/temps-libre/faire-du-sport/equipements/,,,,,1,,Commune,nr,,637264.8161,6862220.766,CEL,SPO,CEL_SPO_1819,Non renseigné,
520,Gymnase,Sport,Gymnase - Salle de sports,Gymnase,Public,Gymnase Pasteur,30 Avenue de Circourt,78170,La Celle-Saint-Cloud,nr,nr,http://www.lacellesaintcloud.fr/temps-libre/faire-du-sport/equipements/,,,,,1,,Commune,nr,,637241.4737,6861383.684,CEL,SPO,CEL_SPO_1820,Non renseigné,
521,Gymnase,Sport,Gymnase - Salle de sports,Gymnase,Public,Gymnase Victor Hugo,52 Avenue des Étangs,78170,La Celle-Saint-Cloud,nr,nr,http://www.lacellesaintcloud.fr/temps-libre/faire-du-sport/equipements/,,,,,1,,Commune,nr,,636026.0492,6860733.2501,CEL,SPO,CEL_SPO_1821,Non renseigné,
522,Gymnase,Sport,Gymnase - Salle de sports,Gymnase,Public,Gymnase Nouvelle France,7 Rue Pottier,78150,Le Chesnay,nr,nr,http://www.lechesnay.fr/les-equipements/,,,,,9,,Commune,nr,,635817.7489,6858732.7212,CHE,SPO,CHE_SPO_1822,Non renseigné,
523,Gymnase,Sport,Gymnase - Salle de sports,Gymnase,Public,Gymnase Georges Pellouard,Rue Caruel de Saint-Martin,78150,Le Chesnay,nr,nr,http://www.lechesnay.fr/les-equipements/,,,,,4,,Commune,nr,,635342.592,6858211.6983,CHE,SPO,CHE_SPO_1823,Non renseigné,
524,Gymnase,Sport,Gymnase - Salle de sports,Gymnase,Public,Gymnase Jean-Louis Forain,Avenue Charles de Gaulle,78150,Le Chesnay,nr,nr,http://www.lechesnay.fr/les-equipements/,,,,,1,,Commune,nr,,635549.0896,6859029.5173,CHE,SPO,CHE_SPO_1824,Non renseigné,
525,Gymnase,Sport,Gymnase - Salle de sports,Gymnase,Public,Gymnase Haut Bel Air,Avenue de la Bretèche,78150,Le Chesnay,nr,nr,http://www.lechesnay.fr/les-equipements/,,,,,5,,Département,nr,,636268.951,6859370.3001,CHE,SPO,CHE_SPO_1825,Non renseigné,
526,Gymnase,Sport,Gymnase - Salle de sports,Gymnase,Privé,Gymnase des Princes,Chemin des Princes,78590,Noisy-le-Roi,nr,nr,http://www.mairie-bailly.fr/vie_sportive.aspx,,,,,2,,SIBANO,nr,,631569.3369,6860567.332,NOI,SPO,NOI_SPO_1826,Non renseigné,
527,Gymnase,Sport,Gymnase - Salle de sports,Gymnase,Public,Gymnase Pierre-Curvat,2 Rue de l'Étang,78150,Rocquencourt,nr,nr,http://www.mairie-rocquencourt.fr/loisirs/associations.html,,,,,4,,Commune,nr,,634913.664,6859552.0186,ROC,SPO,ROC_SPO_1827,Non renseigné,
528,Gymnase,Sport,Gymnase - Salle de sports,Gymnase,Public,Gymnase Jean Macé,Rue Jean-Pierre Timbaud,78210,Saint-Cyr-l'Ecole,nr,nr,http://www.saintcyr78.fr/sport.html,,,,,4,,Commune,nr,,630715.8737,6856807.5847,CYR,SPO,CYR_SPO_1828,Non renseigné,
529,Gymnase,Sport,Gymnase - Salle de sports,Gymnase,Public,Gymnase Le Cosec,23 Rue Robert Esnault-Pelterie,78117,Toussus-le-Noble,nr,nr,http://www.mairie-toussus.fr/7/associations-culturelles-de-la-commune-de-toussus,,,,,1,,Commune,nr,,635137.2226,6849922.1135,TOU,SPO,TOU_SPO_1829,Non renseigné,
530,Gymnase,Sport,Gymnase - Salle de sports,Gymnase,Public,Gymnase Jean Macé,Rue Sergent de Neve,78140,Vélizy-Villacoublay,nr,nr,http://www.velizy-villacoublay.fr/fr/culture-et-loisirs/sports/equipements-sportifs.html,,,,,2,,Commune,nr,,640426.69,6855456.5,VEL,SPO,VEL_SPO_1830,Non renseigné,
531,Gymnase,Sport,Gymnase - Salle de sports,Gymnase,Privé,Gymnase Thales,2 Allée Latécoère,78140,Vélizy-Villacoublay,nr,nr,https://www.thalesgroup.com/,,,,,1,,nr,nr,,642006.5166,6854225.323,VEL,SPO,VEL_SPO_1831,Non renseigné,
532,Gymnase,Sport,Gymnase - Salle de sports,Gymnase,Public,Gymnase des CRS,1 Avenue Sadi Lecointe,78140,Vélizy-Villacoublay,nr,nr,nr,,,,,2,,Etat,nr,,640082.4781,6853968.3559,VEL,SPO,VEL_SPO_1832,Non renseigné,
533,Gymnase,Sport,Gymnase - Salle de sports,Gymnase,Public,Gymnase Henri Simon,33 Rue Henri Simon,78000,Versailles,nr,nr,http://www.versailles.fr/sports/equipements-sportifs/,,,,,1,,Commune,nr,VERACCERP125,637491.9027,6856773.9645,VER,SPO,VER_SPO_1833,Jussieu,
534,Gymnase,Sport,Gymnase - Salle de sports,Gymnase,Public,Gymnase Rémilly,50 B Rue Remilly,78000,Versailles,nr,nr,http://www.versailles.fr/sports/equipements-sportifs/,,,,,2,,Commune,nr,VERACCERP129,636968.5741,6857146.3021,VER,SPO,VER_SPO_1834,Clagny-Glatigny,
535,Gymnase,Sport,Gymnase - Salle de sports,Gymnase,Public,Gymnase Richard Mique,1 Rue Richard Mique,78000,Versailles,nr,nr,http://www.versailles.fr/urbanisme-plu-et-grands-projets/grands-projets/autres-equipements-publics/,,,,,3,,Commune,nr,VERACCERP130,637067.0025,6857141.9758,VER,SPO,VER_SPO_1835,Clagny-Glatigny,
536,Gymnase,Sport,Gymnase - Salle de sports,Gymnase,Public,Gymnase Colonel de Bange,4 Rue du Colonel de Bange,78000,Versailles,nr,nr,http://www.versailles.fr/sports/equipements-sportifs/,,,,,1,,Commune,nr,VERACCERP123,636292.141,6857510.1893,VER,SPO,VER_SPO_1836,Notre-Dame,
537,Gymnase,Sport,Gymnase - Salle de sports,Gymnase,Public,Gymnase Albert Thierry,2 Rue des Petits Bois,78000,Versailles,nr,nr,http://www.versailles.fr/sports/equipements-sportifs/,,,,,1,,Commune,nr,,638034.6066,6856613.8604,VER,SPO,VER_SPO_1837,Jussieu,
538,Gymnase,Sport,Gymnase - Salle de sports,Gymnase,Public,Gymnase de la Source,3 Rue Saint-Nicolas,78000,Versailles,nr,nr,http://www.versailles.fr/urbanisme-plu-et-grands-projets/grands-projets/autres-equipements-publics/,,,,,1,,Commune,nr,VERACCERP126,637997.2327,6856690.3123,VER,SPO,VER_SPO_1838,Jussieu,
539,Gymnase,Sport,Gymnase - Salle de sports,Gymnase,Public,Gymnase Sévigné,Rue d'Auvergne,78000,Versailles,nr,nr,http://www.versailles.fr/sports/equipements-sportifs/,,,,,1,,Commune,nr,VERACCERP131,638526.4374,6856330.7074,VER,SPO,VER_SPO_1839,Montreuil,
540,Gymnase,Sport,Gymnase - Salle de sports,Gymnase,Public,Gymnase Edme Fremy,16 Rue Edmé Fremy,78000,Versailles,nr,nr,http://www.versailles.fr/sports/equipements-sportifs/,,,,,2,,Commune,nr,VERACCERP124,636777.8219,6855520.4253,VER,SPO,VER_SPO_1840,Chantiers,
541,Gymnase,Sport,Gymnase - Salle de sports,Gymnase,Public,Gymnase Yves Le Coz,149 Rue Yves le Coz,78000,Versailles,nr,nr,http://www.versailles.fr/sports/equipements-sportifs/,,,,,2,,Commune,nr,VERACCERP132,637471.6702,6854861.0343,VER,SPO,VER_SPO_1841,Porchefontaine,
542,Gymnase,Sport,Gymnase - Salle de sports,Gymnase,Public,Gymnase du Lycée Marie Curie,70 Avenue de Paris,78000,Versailles,nr,nr,http://www.lyc-curie-versailles.ac-versailles.fr/,,,,,1,,R├®gion,nr,,636984.4597,6855728.43,VER,SPO,VER_SPO_1842,Chantiers,
543,Gymnase,Sport,Gymnase - Salle de sports,Gymnase,Privé,Gymnase du Lycée Les Châtaigniers,11 B Avenue Jean Jaurès,78000,Versailles,nr,nr,http://www.leschataigniers.com/,,,,,1,,Priv├® non commercial,nr,,637153.965,6857768.4448,VER,SPO,VER_SPO_1843,Clagny-Glatigny,
544,Gymnase,Sport,Gymnase - Salle de sports,Gymnase,Privé,Gymnase Sapeurs Pompiers de Versailles,4 Avenue de Paris,78000,Versailles,nr,nr,http://www.versailles.fr/sports/equipements-sportifs/,,,,,1,,Priv├® non commercial,nr,,636105.6881,6855972.0481,VER,SPO,VER_SPO_1844,Chantiers,
545,Gymnase,Sport,Gymnase - Salle de sports,Gymnase,Public,Gymnase des Prés aux Bois,156 Rue des Prés aux Bois,78220,Viroflay,nr,nr,http://www.ville-viroflay.fr/sportifs.html,,,,,6,,Commune,nr,,638769.945,6856948.6445,VIR,SPO,VIR_SPO_1845,Non renseigné,
546,Mise en forme et santé,Sport,Gymnase - Salle de sports,Salle de sports,Privé,13e Avenue,62 Rue Jacques Kellner,78380,Bougival,nr,nr,nr,,,,,3,,nr,nr,,637208.8755,6863402.0906,BOU,SPO,BOU_SPO_1846,Non renseigné,
547,Mise en forme et santé,Sport,Gymnase - Salle de sports,Salle de sports,Privé,Health City,18 Avenue de la Jonchère,78170,La Celle-Saint-Cloud,nr,nr,nr,,,,,3,,nr,nr,,637370.729,6862476.9139,CEL,SPO,CEL_SPO_1847,Non renseigné,
548,Mise en forme et santé,Sport,Gymnase - Salle de sports,Salle de sports,Public,Parcours sportif,Forêt de Fausses Reposes,78150,Le Chesnay,nr,nr,http://www.lechesnay.fr/cadre-de-vie/article_id=2408/,,,,,1,,Etat,nr,,635984.1969,6858686.6829,CHE,SPO,CHE_SPO_1848,Non renseigné,
549,Salle de sports,Sport,Gymnase - Salle de sports,Salle de sports,Public,Salle du Plan de l'Aître,Rue du Plan de l'Aître,78870,Bailly,nr,nr,http://www.mairie-bailly.fr/vie_sportive.aspx,,,,,1,,SIBANO,nr,,632011.9221,6860100.8687,BAI,SPO,BAI_SPO_1849,Non renseigné,
550,Salle de sports,Sport,Gymnase - Salle de sports,Salle de sports,Public,Salle du Cornouiller,Rue du Plan de l'Aître,78870,Bailly,nr,nr,http://www.mairie-bailly.fr/vie_sportive.aspx,,,,,1,,SIBANO,nr,,632308.4268,6860460.8555,BAI,SPO,BAI_SPO_1850,Non renseigné,
551,Salle de sports,Sport,Gymnase - Salle de sports,Salle de sports,Public,Salle de motricité,Chemin du Bas des Grands Prés,78380,Bougival,nr,nr,nr,,,,,1,,Commune,nr,,635891.7985,6861946.0221,BOU,SPO,BOU_SPO_1851,Non renseigné,
552,Salle de sports,Sport,Gymnase - Salle de sports,Salle de sports,Public,Salle de motricité de l'Ecole Peintre Gérôme,14 Rue du Peintre Gérôme,78380,Bougival,nr,nr,http://www.ville-bougival.fr/article/les-ecoles-maternelles-et-elementaires,,,,,1,,Commune,nr,,636550.5271,6863210.6672,BOU,SPO,BOU_SPO_1852,Non renseigné,
553,Salle de sports,Sport,Gymnase - Salle de sports,Salle de sports,Public,Salle sportive de l'IME,2 Rue Lucien Sampaix,78210,Saint-Cyr-l'Ecole,nr,nr,http://www.hopital-plaisir-grignon.fr/,,,,,1,,Commune,nr,,630812.8283,6856345.2191,CYR,SPO,CYR_SPO_1853,Non renseigné,
554,Salle de sports,Sport,Gymnase - Salle de sports,Salle de sports,Public,Centre médicosportif,34 Rue Gabriel Péri,78210,Saint-Cyr-l'Ecole,nr,nr,http://www.saintcyr78.fr/sport.html,,,,,1,,Commune,nr,,631069.8322,6856183.1621,CYR,SPO,CYR_SPO_1854,Non renseigné,
555,Salle de sports,Sport,Gymnase - Salle de sports,Salle de sports,Public,Salle Roger Vaidie,Rue Henri Rabourdin,78140,Vélizy-Villacoublay,nr,nr,http://www.velizy-villacoublay.fr/fr/culture-et-loisirs/sports/equipements-sportifs.html,,,,,1,,Commune,nr,,640884.8665,6853790.1118,VEL,SPO,VEL_SPO_1855,Non renseigné,
556,Salle de sports,Sport,Gymnase - Salle de sports,Salle de sports,Public,Billard Club Vélizy-Villacoublay,9 Rue du Général Exelmans,78140,Vélizy-Villacoublay,nr,nr,nr,,,,,1,,Commune,nr,,641307.6914,6853680.8417,VEL,SPO,VEL_SPO_1856,Non renseigné,
557,Salle de sports,Sport,Gymnase - Salle de sports,Salle de sports,Public,Salle de sports la Quintinie,3 B Rue Saint-Louis,78000,Versailles,nr,nr,http://www.versailles.fr/sports/equipements-sportifs/,,,,,1,,Commune,nr,,635620.2366,6855426.7154,VER,SPO,VER_SPO_1857,Saint-Louis,
558,Salle de sports,Sport,Gymnase - Salle de sports,Salle de sports,Public,Salle de sports Vauban,87 Avenue de Paris,78000,Versailles,nr,nr,nr,,,,,1,,Commune,nr,,637714.2596,6855741.2877,VER,SPO,VER_SPO_1858,Montreuil,
