Département,Budget,Type nomenclature,Exercice,Type fichier,Date vote,Dépense/Recette,Investissement/Fonctionnement,Réel/Ordre id/Ordre diff,Chapitre,Sous-chapitre,Opération,Article,Rubrique fonctionnelle,Libellé,Code devise,Montant,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
C001,B00,M52,2011,BP,21/12/2010,D,F,OR,C65,,,A652224,R53     ,Etablissements pour personnes âgées,E,36250000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
C001,B00,M52,2011,BP,21/12/2010,D,F,OR,C65,,,A652223,R51     ,Maisons d enfants à caractère social,E,66950000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
C001,B00,M52,2011,BP,21/12/2010,D,F,OR,C65,,,A652222,R51     ,Foyers de l enfance et maisons maternelles,E,5490000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
C001,B00,M52,2011,BP,21/12/2010,D,F,OR,C65,,,A652221,R52     ,Foyers occupationnels. CAT et accueil des handicapés,E,95933744,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
C001,B00,M52,2011,BP,21/12/2010,D,F,OR,C65,,,A65221,R53     ,Frais d hébergement en famille d accueil,E,204000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
C001,B00,M52,2011,BP,21/12/2010,D,F,OR,C65,,,A65221,R52     ,Frais d hébergement en famille d accueil,E,950000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
C001,B00,M52,2011,BP,21/12/2010,D,F,OR,C65,,,A65221,R51     ,Frais d hébergement en famille d accueil,E,7330000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
C001,B00,M52,2011,BP,21/12/2010,D,F,OR,C65,,,A65221,R0202   ,Frais d hébergement en famille d accueil,E,720000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
C001,B00,M52,2011,BP,21/12/2010,D,F,OR,C65,,,A6514,R58     ,Cotisations. adhésions et autres prestations (pour le compte de tiers),E,345000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
C001,B00,M52,2011,BP,21/12/2010,D,F,OR,C65,,,A6514,R53     ,Cotisations. adhésions et autres prestations (pour le compte de tiers),E,941400,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
C001,B00,M52,2011,BP,21/12/2010,D,F,OR,C65,,,A6514,R52     ,Cotisations. adhésions et autres prestations (pour le compte de tiers),E,410000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
C001,B00,M52,2011,BP,21/12/2010,D,F,OR,C65,,,A6514,R51     ,Cotisations. adhésions et autres prestations (pour le compte de tiers),E,17500000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
C001,B00,M52,2011,BP,21/12/2010,D,F,OR,C65,,,A6513,R81     ,Bourses,E,954000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
C001,B00,M52,2011,BP,21/12/2010,D,F,OR,C65,,,A6513,R52     ,Bourses,E,15000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
C001,B00,M52,2011,BP,21/12/2010,D,F,OR,C65,,,A6513,R28     ,Bourses,E,1326000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
C001,B00,M52,2011,BP,21/12/2010,D,F,OR,C65,,,A6513,R23     ,Bourses,E,20000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
C001,B00,M52,2011,BP,21/12/2010,D,F,OR,C65,,,A6512,R58     ,Secours d urgence,E,4795000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
C001,B00,M52,2011,BP,21/12/2010,D,F,OR,C65,,,A6512,R28     ,Secours d urgence,E,320000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
C001,B00,M52,2011,BP,21/12/2010,D,F,OR,C65,,,A6512,R0202   ,Secours d urgence,E,7500,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
C001,B00,M52,2011,BP,21/12/2010,D,F,OR,C65,,,A651122,R52     ,Allocation compensatrice tierce personne,E,9000000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
C001,B00,M52,2011,BP,21/12/2010,D,F,OR,C65,,,A6511212,R52     ,Prestation de compensation du handicap moins de 20 ans,E,300000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
C001,B00,M52,2011,BP,21/12/2010,D,F,OR,C65,,,A6511211,R52     ,Prestation de compensation du handicap plus de 20 ans,E,38972155,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
C001,B00,M52,2011,BP,21/12/2010,D,F,OR,C65,,,A65111,R58     ,Allocations à la famille et l enfance,E,25000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
C001,B00,M52,2011,BP,21/12/2010,D,F,OR,C65,,,A65111,R51     ,Allocations à la famille et l enfance,E,8390000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
C001,B00,M52,2011,BP,21/12/2010,D,F,OR,C022,,,A022,R01     ,Dépenses imprévues,E,1300000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
C001,B00,M52,2011,BP,21/12/2010,D,F,OR,C017,,,A673,R567    ,Titres annulés,E,10000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
C001,B00,M52,2011,BP,21/12/2010,D,F,OR,C017,,,A6574,R564    ,Subventions de fonctionnement aux personnes. aux associations et autres organismes de droit privé,E,4215445,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
C001,B00,M52,2011,BP,21/12/2010,D,F,OR,C017,,,A65738,R564    ,Subventions de fonctionnement aux organismes publics divers,E,362000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
C001,B00,M52,2011,BP,21/12/2010,D,F,OR,C017,,,A65737,R564    ,Subventions de fonctionnement aux autres établissements publics locaux,E,443675,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
C001,B00,M52,2011,BP,21/12/2010,D,F,OR,C017,,,A65734,R564    ,Subventions de fonctionnement aux communes et structures intercommunales,E,76844,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
C001,B00,M52,2011,BP,21/12/2010,D,F,OR,C017,,,A65662,R567    ,Contrat d initiative-emploi,E,1150000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
C001,B00,M52,2011,BP,21/12/2010,D,F,OR,C017,,,A65661,R567    ,Contrat d accompagnement dans l emploi,E,2600000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
C001,B00,M52,2011,BP,21/12/2010,D,F,OR,C017,,,A6564,R567    ,Versements au titre du RMA,E,750000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
C001,B00,M52,2011,BP,21/12/2010,D,F,OR,C017,,,A654 ,R567    ,Pertes sur créances irrécouvrables,E,150000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
C001,B00,M52,2011,BP,21/12/2010,D,F,OR,C017,,,A6518,R564    ,Autres (Primes. dots....),E,80000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
C001,B00,M52,2011,BP,21/12/2010,D,F,OR,C017,,,A65172,R567    ,RSA - Versement pour allocations forfaitaires majorées,E,22100000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
C001,B00,M52,2011,BP,21/12/2010,D,F,OR,C017,,,A65171,R567    ,RSA - Versement pour allocations forfaitaires,E,133600000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
C001,B00,M52,2011,BP,21/12/2010,D,F,OR,C017,,,A6512,R564    ,Secours d urgence,E,2130000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
C001,B00,M52,2011,BP,21/12/2010,D,F,OR,C017,,,A64832,R566    ,Contributions au Fonds de compensation de cessation progressive d activité,E,13000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
C001,B00,M52,2011,BP,21/12/2010,D,F,OR,C017,,,A6454,R566    ,Cotisations aux A.S.S.E.D.I.C.,E,25000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
C001,B00,M52,2011,BP,21/12/2010,D,F,OR,C017,,,A6453,R568    ,Cotisations aux caisses de retraite,E,47000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
C001,B00,M52,2011,BP,21/12/2010,D,F,OR,C017,,,A6453,R566    ,Cotisations aux caisses de retraite,E,715000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
C001,B00,M52,2011,BP,21/12/2010,D,F,OR,C017,,,A6451,R566    ,Cotisations à l  U.R.S.S.A.F.,E,601000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
C001,B00,M52,2011,BP,21/12/2010,D,F,OR,C017,,,A64168,R566    ,Autres emplois aidés,E,12000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
C001,B00,M52,2011,BP,21/12/2010,D,F,OR,C017,,,A6414,R566    ,Personnel rémunéré à la vacation,E,2000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
