"Provenance";"Code Insee de la commune";"Commune";"Annee";"Activite";"Profession";"Discipline";"Comptage"
"OPENDATA41 - www.pilote41.fr";"41154";"Morée";"2006";"Libérale";"Orthophoniste";"Orthophoniste";1,00
"OPENDATA41 - www.pilote41.fr";"41154";"Morée";"2006";"Libérale";"Infirmier";"Infirmier";1,00
"OPENDATA41 - www.pilote41.fr";"41154";"Morée";"2006";"Libérale";"Médecin Généraliste";"Médecin Généraliste";2,00
"OPENDATA41 - www.pilote41.fr";"41154";"Morée";"2006";"Libérale";"Pharmacien";"Pharmacien";1,00
"OPENDATA41 - www.pilote41.fr";"41154";"Morée";"2007";"Libérale";"Infirmier";"Infirmier";2,00
"OPENDATA41 - www.pilote41.fr";"41154";"Morée";"2007";"Libérale";"Médecin Généraliste";"Médecin Généraliste";2,00
"OPENDATA41 - www.pilote41.fr";"41154";"Morée";"2007";"Libérale";"Orthophoniste";"Orthophoniste";1,00
"OPENDATA41 - www.pilote41.fr";"41154";"Morée";"2007";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";1,00
"OPENDATA41 - www.pilote41.fr";"41154";"Morée";"2007";"Libérale";"Pharmacien";"Pharmacien";1,00
"OPENDATA41 - www.pilote41.fr";"41154";"Morée";"2008";"Libérale";"Orthophoniste";"Orthophoniste";1,00
"OPENDATA41 - www.pilote41.fr";"41154";"Morée";"2008";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";1,00
"OPENDATA41 - www.pilote41.fr";"41154";"Morée";"2008";"Libérale";"Infirmier";"Infirmier";2,00
"OPENDATA41 - www.pilote41.fr";"41154";"Morée";"2008";"Libérale";"Pharmacien";"Pharmacien";2,00
"OPENDATA41 - www.pilote41.fr";"41154";"Morée";"2008";"Libérale";"Médecin Généraliste";"Médecin Généraliste";2,00
"OPENDATA41 - www.pilote41.fr";"41154";"Morée";"2009";"Libérale";"Pharmacien";"Pharmacien";2,00
"OPENDATA41 - www.pilote41.fr";"41154";"Morée";"2009";"Libérale";"Orthophoniste";"Orthophoniste";1,00
"OPENDATA41 - www.pilote41.fr";"41154";"Morée";"2009";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";1,00
"OPENDATA41 - www.pilote41.fr";"41154";"Morée";"2009";"Libérale";"Infirmier";"Infirmier";2,00
"OPENDATA41 - www.pilote41.fr";"41154";"Morée";"2009";"Libérale";"Médecin Généraliste";"Médecin Généraliste";2,00
"OPENDATA41 - www.pilote41.fr";"41154";"Morée";"2010";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";1,00
"OPENDATA41 - www.pilote41.fr";"41154";"Morée";"2010";"Libérale";"Infirmier";"Infirmier";2,00
"OPENDATA41 - www.pilote41.fr";"41154";"Morée";"2010";"Libérale";"Pharmacien";"Pharmacien";1,00
"OPENDATA41 - www.pilote41.fr";"41154";"Morée";"2010";"Libérale";"Médecin Généraliste";"Médecin Généraliste";2,00
"OPENDATA41 - www.pilote41.fr";"41154";"Morée";"2010";"Libérale";"Orthophoniste";"Orthophoniste";1,00
"OPENDATA41 - www.pilote41.fr";"41154";"Morée";"2011";"Libérale";"Médecin Généraliste";"Médecin Généraliste";2,00
"OPENDATA41 - www.pilote41.fr";"41154";"Morée";"2011";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";1,00
"OPENDATA41 - www.pilote41.fr";"41154";"Morée";"2011";"Libérale";"Infirmier";"Infirmier";2,00
"OPENDATA41 - www.pilote41.fr";"41154";"Morée";"2011";"Libérale";"Orthophoniste";"Orthophoniste";1,00
"OPENDATA41 - www.pilote41.fr";"41155";"Muides-sur-Loire";"2005";"Libérale";"Médecin Généraliste";"Médecin Généraliste";1,00
"OPENDATA41 - www.pilote41.fr";"41155";"Muides-sur-Loire";"2005";"Libérale";"Pharmacien";"Pharmacien";1,00
"OPENDATA41 - www.pilote41.fr";"41155";"Muides-sur-Loire";"2005";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";1,00
"OPENDATA41 - www.pilote41.fr";"41155";"Muides-sur-Loire";"2005";"Libérale";"Infirmier";"Infirmier";1,00
"OPENDATA41 - www.pilote41.fr";"41155";"Muides-sur-Loire";"2006";"Libérale";"Infirmier";"Infirmier";1,00
"OPENDATA41 - www.pilote41.fr";"41155";"Muides-sur-Loire";"2006";"Libérale";"Médecin Généraliste";"Médecin Généraliste";1,00
"OPENDATA41 - www.pilote41.fr";"41155";"Muides-sur-Loire";"2006";"Libérale";"Pharmacien";"Pharmacien";1,00
"OPENDATA41 - www.pilote41.fr";"41155";"Muides-sur-Loire";"2006";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";1,00
"OPENDATA41 - www.pilote41.fr";"41155";"Muides-sur-Loire";"2007";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";2,00
"OPENDATA41 - www.pilote41.fr";"41155";"Muides-sur-Loire";"2007";"Libérale";"Infirmier";"Infirmier";1,00
"OPENDATA41 - www.pilote41.fr";"41155";"Muides-sur-Loire";"2007";"Libérale";"Médecin Généraliste";"Médecin Généraliste";1,00
"OPENDATA41 - www.pilote41.fr";"41155";"Muides-sur-Loire";"2007";"Libérale";"Pharmacien";"Pharmacien";2,00
"OPENDATA41 - www.pilote41.fr";"41155";"Muides-sur-Loire";"2008";"Libérale";"Infirmier";"Infirmier";1,00
"OPENDATA41 - www.pilote41.fr";"41155";"Muides-sur-Loire";"2008";"Libérale";"Médecin Généraliste";"Médecin Généraliste";1,00
"OPENDATA41 - www.pilote41.fr";"41155";"Muides-sur-Loire";"2008";"Libérale";"Pharmacien";"Pharmacien";2,00
"OPENDATA41 - www.pilote41.fr";"41155";"Muides-sur-Loire";"2008";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";1,00
"OPENDATA41 - www.pilote41.fr";"41155";"Muides-sur-Loire";"2009";"Libérale";"Pharmacien";"Pharmacien";2,00
"OPENDATA41 - www.pilote41.fr";"41155";"Muides-sur-Loire";"2009";"Libérale";"Médecin Généraliste";"Médecin Généraliste";1,00
"OPENDATA41 - www.pilote41.fr";"41155";"Muides-sur-Loire";"2009";"Libérale";"Infirmier";"Infirmier";1,00
"OPENDATA41 - www.pilote41.fr";"41155";"Muides-sur-Loire";"2009";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";1,00
"OPENDATA41 - www.pilote41.fr";"41155";"Muides-sur-Loire";"2010";"Libérale";"Pharmacien";"Pharmacien";2,00
"OPENDATA41 - www.pilote41.fr";"41155";"Muides-sur-Loire";"2010";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";1,00
"OPENDATA41 - www.pilote41.fr";"41155";"Muides-sur-Loire";"2010";"Libérale";"Médecin Généraliste";"Médecin Généraliste";1,00
"OPENDATA41 - www.pilote41.fr";"41155";"Muides-sur-Loire";"2010";"Libérale";"Infirmier";"Infirmier";1,00
"OPENDATA41 - www.pilote41.fr";"41155";"Muides-sur-Loire";"2011";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";1,00
"OPENDATA41 - www.pilote41.fr";"41155";"Muides-sur-Loire";"2011";"Libérale";"Médecin Généraliste";"Médecin Généraliste";1,00
"OPENDATA41 - www.pilote41.fr";"41155";"Muides-sur-Loire";"2011";"Libérale";"Infirmier";"Infirmier";1,00
"OPENDATA41 - www.pilote41.fr";"41157";"Mur-de-Sologne";"2005";"Libérale";"Médecin Généraliste";"Médecin Généraliste";2,00
"OPENDATA41 - www.pilote41.fr";"41157";"Mur-de-Sologne";"2005";"Libérale";"Pharmacien";"Pharmacien";1,00
"OPENDATA41 - www.pilote41.fr";"41157";"Mur-de-Sologne";"2005";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";2,00
"OPENDATA41 - www.pilote41.fr";"41157";"Mur-de-Sologne";"2005";"Libérale";"Infirmier";"Infirmier";3,00
"OPENDATA41 - www.pilote41.fr";"41157";"Mur-de-Sologne";"2005";"Libérale";"Chirurgien-Dentiste";"Chirurgien-Dentiste";1,00
"OPENDATA41 - www.pilote41.fr";"41157";"Mur-de-Sologne";"2006";"Libérale";"Infirmier";"Infirmier";3,00
"OPENDATA41 - www.pilote41.fr";"41157";"Mur-de-Sologne";"2006";"Libérale";"Chirurgien-Dentiste";"Chirurgien-Dentiste";1,00
"OPENDATA41 - www.pilote41.fr";"41157";"Mur-de-Sologne";"2006";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";2,00
"OPENDATA41 - www.pilote41.fr";"41157";"Mur-de-Sologne";"2006";"Libérale";"Pharmacien";"Pharmacien";1,00
"OPENDATA41 - www.pilote41.fr";"41157";"Mur-de-Sologne";"2006";"Libérale";"Médecin Généraliste";"Médecin Généraliste";2,00
"OPENDATA41 - www.pilote41.fr";"41157";"Mur-de-Sologne";"2007";"Libérale";"Pharmacien";"Pharmacien";1,00
"OPENDATA41 - www.pilote41.fr";"41157";"Mur-de-Sologne";"2007";"Libérale";"Médecin Généraliste";"Médecin Généraliste";2,00
"OPENDATA41 - www.pilote41.fr";"41157";"Mur-de-Sologne";"2007";"Libérale";"Chirurgien-Dentiste";"Chirurgien-Dentiste";1,00
"OPENDATA41 - www.pilote41.fr";"41157";"Mur-de-Sologne";"2007";"Libérale";"Infirmier";"Infirmier";3,00
"OPENDATA41 - www.pilote41.fr";"41157";"Mur-de-Sologne";"2007";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";2,00
"OPENDATA41 - www.pilote41.fr";"41157";"Mur-de-Sologne";"2008";"Libérale";"Chirurgien-Dentiste";"Chirurgien-Dentiste";1,00
"OPENDATA41 - www.pilote41.fr";"41157";"Mur-de-Sologne";"2008";"Libérale";"Médecin Généraliste";"Médecin Généraliste";2,00
"OPENDATA41 - www.pilote41.fr";"41157";"Mur-de-Sologne";"2008";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";2,00
"OPENDATA41 - www.pilote41.fr";"41157";"Mur-de-Sologne";"2008";"Libérale";"Pharmacien";"Pharmacien";1,00
"OPENDATA41 - www.pilote41.fr";"41157";"Mur-de-Sologne";"2008";"Libérale";"Infirmier";"Infirmier";3,00
"OPENDATA41 - www.pilote41.fr";"41157";"Mur-de-Sologne";"2009";"Libérale";"Médecin Généraliste";"Médecin Généraliste";2,00
"OPENDATA41 - www.pilote41.fr";"41157";"Mur-de-Sologne";"2009";"Libérale";"Pharmacien";"Pharmacien";1,00
"OPENDATA41 - www.pilote41.fr";"41157";"Mur-de-Sologne";"2009";"Libérale";"Infirmier";"Infirmier";3,00
"OPENDATA41 - www.pilote41.fr";"41157";"Mur-de-Sologne";"2009";"Libérale";"Chirurgien-Dentiste";"Chirurgien-Dentiste";1,00
"OPENDATA41 - www.pilote41.fr";"41157";"Mur-de-Sologne";"2009";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";2,00
"OPENDATA41 - www.pilote41.fr";"41157";"Mur-de-Sologne";"2010";"Libérale";"Médecin Généraliste";"Médecin Généraliste";1,00
"OPENDATA41 - www.pilote41.fr";"41157";"Mur-de-Sologne";"2010";"Libérale";"Chirurgien-Dentiste";"Chirurgien-Dentiste";1,00
"OPENDATA41 - www.pilote41.fr";"41157";"Mur-de-Sologne";"2010";"Libérale";"Pharmacien";"Pharmacien";1,00
"OPENDATA41 - www.pilote41.fr";"41157";"Mur-de-Sologne";"2010";"Libérale";"Infirmier";"Infirmier";3,00
"OPENDATA41 - www.pilote41.fr";"41157";"Mur-de-Sologne";"2010";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";2,00
"OPENDATA41 - www.pilote41.fr";"41157";"Mur-de-Sologne";"2011";"Libérale";"Médecin Généraliste";"Médecin Généraliste";1,00
"OPENDATA41 - www.pilote41.fr";"41157";"Mur-de-Sologne";"2011";"Libérale";"Infirmier";"Infirmier";3,00
"OPENDATA41 - www.pilote41.fr";"41157";"Mur-de-Sologne";"2011";"Libérale";"Chirurgien-Dentiste";"Chirurgien-Dentiste";1,00
"OPENDATA41 - www.pilote41.fr";"41157";"Mur-de-Sologne";"2011";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";2,00
"OPENDATA41 - www.pilote41.fr";"41158";"Naveil";"2005";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";3,00
"OPENDATA41 - www.pilote41.fr";"41158";"Naveil";"2005";"Libérale";"Médecin Généraliste";"Médecin Généraliste";2,00
"OPENDATA41 - www.pilote41.fr";"41158";"Naveil";"2005";"Libérale";"Infirmier";"Infirmier";2,00
"OPENDATA41 - www.pilote41.fr";"41158";"Naveil";"2005";"Libérale";"Pharmacien";"Pharmacien";1,00
"OPENDATA41 - www.pilote41.fr";"41158";"Naveil";"2005";"Libérale";"Psychologue";"Psychologue";1,00
"OPENDATA41 - www.pilote41.fr";"41158";"Naveil";"2006";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";3,00
"OPENDATA41 - www.pilote41.fr";"41158";"Naveil";"2006";"Libérale";"Orthophoniste";"Orthophoniste";1,00
"OPENDATA41 - www.pilote41.fr";"41158";"Naveil";"2006";"Libérale";"Psychologue";"Psychologue";1,00
"OPENDATA41 - www.pilote41.fr";"41158";"Naveil";"2006";"Libérale";"Médecin Généraliste";"Médecin Généraliste";2,00
"OPENDATA41 - www.pilote41.fr";"41158";"Naveil";"2006";"Libérale";"Infirmier";"Infirmier";3,00
"OPENDATA41 - www.pilote41.fr";"41158";"Naveil";"2006";"Libérale";"Pharmacien";"Pharmacien";1,00
"OPENDATA41 - www.pilote41.fr";"41158";"Naveil";"2007";"Libérale";"Médecin Généraliste";"Médecin Généraliste";2,00
"OPENDATA41 - www.pilote41.fr";"41158";"Naveil";"2007";"Libérale";"Infirmier";"Infirmier";3,00
"OPENDATA41 - www.pilote41.fr";"41158";"Naveil";"2007";"Libérale";"Pharmacien";"Pharmacien";1,00
"OPENDATA41 - www.pilote41.fr";"41158";"Naveil";"2007";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";3,00
"OPENDATA41 - www.pilote41.fr";"41158";"Naveil";"2007";"Libérale";"Psychologue";"Psychologue";1,00
"OPENDATA41 - www.pilote41.fr";"41158";"Naveil";"2007";"Libérale";"Orthophoniste";"Orthophoniste";1,00
"OPENDATA41 - www.pilote41.fr";"41158";"Naveil";"2008";"Libérale";"Médecin Généraliste";"Médecin Généraliste";2,00
"OPENDATA41 - www.pilote41.fr";"41158";"Naveil";"2008";"Libérale";"Chirurgien-Dentiste";"Chirurgien-Dentiste";1,00
"OPENDATA41 - www.pilote41.fr";"41158";"Naveil";"2008";"Libérale";"Pharmacien";"Pharmacien";1,00
"OPENDATA41 - www.pilote41.fr";"41158";"Naveil";"2008";"Libérale";"Infirmier";"Infirmier";3,00
"OPENDATA41 - www.pilote41.fr";"41158";"Naveil";"2008";"Libérale";"Orthophoniste";"Orthophoniste";1,00
"OPENDATA41 - www.pilote41.fr";"41158";"Naveil";"2008";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";3,00
"OPENDATA41 - www.pilote41.fr";"41158";"Naveil";"2008";"Libérale";"Psychologue";"Psychologue";1,00
"OPENDATA41 - www.pilote41.fr";"41158";"Naveil";"2009";"Libérale";"Médecin Généraliste";"Médecin Généraliste";2,00
"OPENDATA41 - www.pilote41.fr";"41158";"Naveil";"2009";"Libérale";"Infirmier";"Infirmier";3,00
"OPENDATA41 - www.pilote41.fr";"41158";"Naveil";"2009";"Libérale";"Chirurgien-Dentiste";"Chirurgien-Dentiste";1,00
"OPENDATA41 - www.pilote41.fr";"41158";"Naveil";"2009";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";2,00
"OPENDATA41 - www.pilote41.fr";"41158";"Naveil";"2009";"Libérale";"Psychologue";"Psychologue";1,00
"OPENDATA41 - www.pilote41.fr";"41158";"Naveil";"2009";"Libérale";"Pharmacien";"Pharmacien";1,00
"OPENDATA41 - www.pilote41.fr";"41158";"Naveil";"2009";"Libérale";"Orthophoniste";"Orthophoniste";1,00
"OPENDATA41 - www.pilote41.fr";"41158";"Naveil";"2010";"Libérale";"Chirurgien-Dentiste";"Chirurgien-Dentiste";1,00
"OPENDATA41 - www.pilote41.fr";"41158";"Naveil";"2010";"Libérale";"Médecin Généraliste";"Médecin Généraliste";2,00
"OPENDATA41 - www.pilote41.fr";"41158";"Naveil";"2010";"Libérale";"Psychologue";"Psychologue";1,00
"OPENDATA41 - www.pilote41.fr";"41158";"Naveil";"2010";"Libérale";"Pharmacien";"Pharmacien";1,00
"OPENDATA41 - www.pilote41.fr";"41158";"Naveil";"2010";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";2,00
"OPENDATA41 - www.pilote41.fr";"41158";"Naveil";"2010";"Libérale";"Orthophoniste";"Orthophoniste";1,00
"OPENDATA41 - www.pilote41.fr";"41158";"Naveil";"2010";"Libérale";"Infirmier";"Infirmier";2,00
"OPENDATA41 - www.pilote41.fr";"41158";"Naveil";"2011";"Libérale";"Médecin Généraliste";"Médecin Généraliste";2,00
"OPENDATA41 - www.pilote41.fr";"41158";"Naveil";"2011";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";2,00
"OPENDATA41 - www.pilote41.fr";"41158";"Naveil";"2011";"Libérale";"Psychologue";"Psychologue";1,00
"OPENDATA41 - www.pilote41.fr";"41158";"Naveil";"2011";"Libérale";"Orthophoniste";"Orthophoniste";1,00
"OPENDATA41 - www.pilote41.fr";"41158";"Naveil";"2011";"Libérale";"Chirurgien-Dentiste";"Chirurgien-Dentiste";1,00
"OPENDATA41 - www.pilote41.fr";"41158";"Naveil";"2011";"Libérale";"Infirmier";"Infirmier";2,00
"OPENDATA41 - www.pilote41.fr";"41159";"Neung-sur-Beuvron";"2005";"Libérale";"Chirurgien-Dentiste";"Chirurgien-Dentiste";1,00
"OPENDATA41 - www.pilote41.fr";"41159";"Neung-sur-Beuvron";"2005";"Libérale";"Pédicure-Podologue";"Pédicure-Podologue";1,00
"OPENDATA41 - www.pilote41.fr";"41159";"Neung-sur-Beuvron";"2005";"Libérale";"Pharmacien";"Pharmacien";1,00
"OPENDATA41 - www.pilote41.fr";"41159";"Neung-sur-Beuvron";"2005";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";1,00
"OPENDATA41 - www.pilote41.fr";"41159";"Neung-sur-Beuvron";"2005";"Libérale";"Infirmier";"Infirmier";3,00
"OPENDATA41 - www.pilote41.fr";"41159";"Neung-sur-Beuvron";"2005";"Libérale";"Médecin Généraliste";"Médecin Généraliste";3,00
"OPENDATA41 - www.pilote41.fr";"41159";"Neung-sur-Beuvron";"2006";"Libérale";"Chirurgien-Dentiste";"Chirurgien-Dentiste";1,00
"OPENDATA41 - www.pilote41.fr";"41159";"Neung-sur-Beuvron";"2006";"Libérale";"Infirmier";"Infirmier";3,00
"OPENDATA41 - www.pilote41.fr";"41159";"Neung-sur-Beuvron";"2006";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";1,00
"OPENDATA41 - www.pilote41.fr";"41159";"Neung-sur-Beuvron";"2006";"Libérale";"Pharmacien";"Pharmacien";1,00
"OPENDATA41 - www.pilote41.fr";"41159";"Neung-sur-Beuvron";"2006";"Libérale";"Pédicure-Podologue";"Pédicure-Podologue";1,00
"OPENDATA41 - www.pilote41.fr";"41159";"Neung-sur-Beuvron";"2006";"Libérale";"Médecin Généraliste";"Médecin Généraliste";3,00
"OPENDATA41 - www.pilote41.fr";"41159";"Neung-sur-Beuvron";"2007";"Libérale";"Pharmacien";"Pharmacien";1,00
"OPENDATA41 - www.pilote41.fr";"41159";"Neung-sur-Beuvron";"2007";"Libérale";"Infirmier";"Infirmier";2,00
"OPENDATA41 - www.pilote41.fr";"41159";"Neung-sur-Beuvron";"2007";"Libérale";"Médecin Généraliste";"Médecin Généraliste";3,00
"OPENDATA41 - www.pilote41.fr";"41159";"Neung-sur-Beuvron";"2007";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";1,00
"OPENDATA41 - www.pilote41.fr";"41159";"Neung-sur-Beuvron";"2007";"Libérale";"Pédicure-Podologue";"Pédicure-Podologue";1,00
"OPENDATA41 - www.pilote41.fr";"41159";"Neung-sur-Beuvron";"2008";"Libérale";"Infirmier";"Infirmier";2,00
"OPENDATA41 - www.pilote41.fr";"41159";"Neung-sur-Beuvron";"2008";"Libérale";"Pédicure-Podologue";"Pédicure-Podologue";1,00
"OPENDATA41 - www.pilote41.fr";"41159";"Neung-sur-Beuvron";"2008";"Libérale";"Médecin Généraliste";"Médecin Généraliste";3,00
"OPENDATA41 - www.pilote41.fr";"41159";"Neung-sur-Beuvron";"2008";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";1,00
"OPENDATA41 - www.pilote41.fr";"41159";"Neung-sur-Beuvron";"2008";"Libérale";"Pharmacien";"Pharmacien";1,00
"OPENDATA41 - www.pilote41.fr";"41159";"Neung-sur-Beuvron";"2009";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";1,00
"OPENDATA41 - www.pilote41.fr";"41159";"Neung-sur-Beuvron";"2009";"Libérale";"Médecin Généraliste";"Médecin Généraliste";2,00
"OPENDATA41 - www.pilote41.fr";"41159";"Neung-sur-Beuvron";"2009";"Libérale";"Pédicure-Podologue";"Pédicure-Podologue";1,00
"OPENDATA41 - www.pilote41.fr";"41159";"Neung-sur-Beuvron";"2009";"Libérale";"Pharmacien";"Pharmacien";1,00
"OPENDATA41 - www.pilote41.fr";"41159";"Neung-sur-Beuvron";"2009";"Libérale";"Infirmier";"Infirmier";3,00
"OPENDATA41 - www.pilote41.fr";"41159";"Neung-sur-Beuvron";"2010";"Libérale";"Médecin Généraliste";"Médecin Généraliste";2,00
"OPENDATA41 - www.pilote41.fr";"41159";"Neung-sur-Beuvron";"2010";"Libérale";"Infirmier";"Infirmier";3,00
"OPENDATA41 - www.pilote41.fr";"41159";"Neung-sur-Beuvron";"2010";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";1,00
"OPENDATA41 - www.pilote41.fr";"41159";"Neung-sur-Beuvron";"2010";"Libérale";"Pédicure-Podologue";"Pédicure-Podologue";1,00
"OPENDATA41 - www.pilote41.fr";"41159";"Neung-sur-Beuvron";"2010";"Libérale";"Pharmacien";"Pharmacien";1,00
"OPENDATA41 - www.pilote41.fr";"41159";"Neung-sur-Beuvron";"2011";"Libérale";"Infirmier";"Infirmier";3,00
"OPENDATA41 - www.pilote41.fr";"41159";"Neung-sur-Beuvron";"2011";"Libérale";"Pédicure-Podologue";"Pédicure-Podologue";1,00
"OPENDATA41 - www.pilote41.fr";"41159";"Neung-sur-Beuvron";"2011";"Libérale";"Médecin Généraliste";"Médecin Généraliste";2,00
"OPENDATA41 - www.pilote41.fr";"41159";"Neung-sur-Beuvron";"2011";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";1,00
"OPENDATA41 - www.pilote41.fr";"41161";"Nouan-le-Fuzelier";"2005";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";1,00
"OPENDATA41 - www.pilote41.fr";"41161";"Nouan-le-Fuzelier";"2005";"Libérale";"Pharmacien";"Pharmacien";3,00
"OPENDATA41 - www.pilote41.fr";"41161";"Nouan-le-Fuzelier";"2005";"Libérale";"Médecin Spécialiste";"Psychiatrie";1,00
"OPENDATA41 - www.pilote41.fr";"41161";"Nouan-le-Fuzelier";"2005";"Libérale";"Médecin Généraliste";"Médecin Généraliste";1,00
"OPENDATA41 - www.pilote41.fr";"41161";"Nouan-le-Fuzelier";"2005";"Libérale";"Infirmier";"Infirmier";1,00
"OPENDATA41 - www.pilote41.fr";"41161";"Nouan-le-Fuzelier";"2005";"Libérale";"Chirurgien-Dentiste";"Chirurgien-Dentiste";1,00
"OPENDATA41 - www.pilote41.fr";"41161";"Nouan-le-Fuzelier";"2006";"Libérale";"Médecin Spécialiste";"Psychiatrie";1,00
"OPENDATA41 - www.pilote41.fr";"41161";"Nouan-le-Fuzelier";"2006";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";1,00
"OPENDATA41 - www.pilote41.fr";"41161";"Nouan-le-Fuzelier";"2006";"Libérale";"Chirurgien-Dentiste";"Chirurgien-Dentiste";1,00
"OPENDATA41 - www.pilote41.fr";"41161";"Nouan-le-Fuzelier";"2006";"Libérale";"Infirmier";"Infirmier";1,00
"OPENDATA41 - www.pilote41.fr";"41161";"Nouan-le-Fuzelier";"2006";"Libérale";"Pharmacien";"Pharmacien";3,00
"OPENDATA41 - www.pilote41.fr";"41161";"Nouan-le-Fuzelier";"2006";"Libérale";"Médecin Généraliste";"Médecin Généraliste";1,00
"OPENDATA41 - www.pilote41.fr";"41161";"Nouan-le-Fuzelier";"2007";"Libérale";"Infirmier";"Infirmier";1,00
"OPENDATA41 - www.pilote41.fr";"41161";"Nouan-le-Fuzelier";"2007";"Libérale";"Médecin Généraliste";"Médecin Généraliste";2,00
"OPENDATA41 - www.pilote41.fr";"41161";"Nouan-le-Fuzelier";"2007";"Libérale";"Médecin Spécialiste";"Psychiatrie";1,00
"OPENDATA41 - www.pilote41.fr";"41161";"Nouan-le-Fuzelier";"2007";"Libérale";"Pharmacien";"Pharmacien";3,00
"OPENDATA41 - www.pilote41.fr";"41161";"Nouan-le-Fuzelier";"2007";"Libérale";"Chirurgien-Dentiste";"Chirurgien-Dentiste";1,00
"OPENDATA41 - www.pilote41.fr";"41161";"Nouan-le-Fuzelier";"2007";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";1,00
"OPENDATA41 - www.pilote41.fr";"41161";"Nouan-le-Fuzelier";"2008";"Libérale";"Pharmacien";"Pharmacien";3,00
"OPENDATA41 - www.pilote41.fr";"41161";"Nouan-le-Fuzelier";"2008";"Libérale";"Médecin Généraliste";"Médecin Généraliste";2,00
"OPENDATA41 - www.pilote41.fr";"41161";"Nouan-le-Fuzelier";"2008";"Libérale";"Médecin Spécialiste";"Psychiatrie";1,00
"OPENDATA41 - www.pilote41.fr";"41161";"Nouan-le-Fuzelier";"2008";"Libérale";"Chirurgien-Dentiste";"Chirurgien-Dentiste";1,00
"OPENDATA41 - www.pilote41.fr";"41161";"Nouan-le-Fuzelier";"2008";"Libérale";"Infirmier";"Infirmier";3,00
"OPENDATA41 - www.pilote41.fr";"41161";"Nouan-le-Fuzelier";"2009";"Libérale";"Infirmier";"Infirmier";2,00
"OPENDATA41 - www.pilote41.fr";"41161";"Nouan-le-Fuzelier";"2009";"Libérale";"Médecin Généraliste";"Médecin Généraliste";2,00
"OPENDATA41 - www.pilote41.fr";"41161";"Nouan-le-Fuzelier";"2009";"Libérale";"Médecin Spécialiste";"Psychiatrie";1,00
"OPENDATA41 - www.pilote41.fr";"41161";"Nouan-le-Fuzelier";"2009";"Libérale";"Pharmacien";"Pharmacien";3,00
"OPENDATA41 - www.pilote41.fr";"41161";"Nouan-le-Fuzelier";"2009";"Libérale";"Chirurgien-Dentiste";"Chirurgien-Dentiste";1,00
"OPENDATA41 - www.pilote41.fr";"41161";"Nouan-le-Fuzelier";"2010";"Libérale";"Médecin Généraliste";"Médecin Généraliste";2,00
"OPENDATA41 - www.pilote41.fr";"41161";"Nouan-le-Fuzelier";"2010";"Libérale";"Médecin Spécialiste";"Psychiatrie";1,00
